date,GDP,Unemployment,CPI,Population,Exports,Imports,Consumption,GSPTSE,Housing Starts,CAD/USD,Median Market Income,Jobless,IPPI,Policy Rate,10Y Bond Yield,Avg. Weekly Earnings,Target Rate,Over 10Y Bond,Gross Fixed Capital Formation,Median Age,Crime Severity,Retail,WCS,Unemployment Searches GT
2005-01-04,1160909,7.0,105.3,32076720,118863.1,98889.1,813035,9143.0,8881.0,1.2248,51300.0,229010.0,78.6,2.75,4.2605,725.52,2.5,4.8,356674,38.6,101.33,29888781.0,29.42,46.0
2005-01-05,1160909,7.0,105.3,32076720,118863.1,98889.1,813035,9021.099609,8881.0,1.2236,51300.0,229010.0,78.6,2.75,4.2605,725.52,2.5,4.79,356674,38.6,101.33,29888781.0,29.42,46.0
2005-01-06,1160909,7.0,105.3,32076720,118863.1,98889.1,813035,9064.299805,8881.0,1.2371,51300.0,229010.0,78.6,2.75,4.2605,725.52,2.5,4.78,356674,38.6,101.33,29888781.0,29.42,46.0
2005-01-07,1160909,7.0,105.3,32076720,118863.1,98889.1,813035,9006.200195,8881.0,1.2333,51300.0,229010.0,78.6,2.75,4.2605,725.52,2.5,4.81,356674,38.6,101.33,29888781.0,29.42,46.0
2005-01-10,1160909,7.0,105.3,32076720,118863.1,98889.1,813035,9026.799805,8881.0,1.2194,51300.0,229010.0,78.6,2.75,4.2605,725.52,2.5,4.82,356674,38.6,101.33,29888781.0,29.42,46.0
2005-01-11,1160909,7.0,105.3,32076720,118863.1,98889.1,813035,9020.700195,8881.0,1.2142,51300.0,229010.0,78.6,2.75,4.2605,725.52,2.5,4.78,356674,38.6,101.33,29888781.0,29.42,46.0
2005-01-12,1160909,7.0,105.3,32076720,118863.1,98889.1,813035,9022.700195,8881.0,1.1982,51300.0,229010.0,78.6,2.75,4.2605,725.52,2.5,4.77,356674,38.6,101.33,29888781.0,29.42,46.0
2005-01-13,1160909,7.0,105.3,32076720,118863.1,98889.1,813035,9009.099609,8881.0,1.2005,51300.0,229010.0,78.6,2.75,4.2605,725.52,2.5,4.72,356674,38.6,101.33,29888781.0,29.42,46.0
2005-01-14,1160909,7.0,105.3,32076720,118863.1,98889.1,813035,9057.200195,8881.0,1.2188,51300.0,229010.0,78.6,2.75,4.2605,725.52,2.5,4.72,356674,38.6,101.33,29888781.0,29.42,46.0
2005-01-18,1160909,7.0,105.3,32076720,118863.1,98889.1,813035,9134.799805,8881.0,1.2217,51300.0,229010.0,78.6,2.75,4.2605,725.52,2.5,4.71,356674,38.6,101.33,29888781.0,29.42,46.0
2005-01-19,1160909,7.0,105.3,32076720,118863.1,98889.1,813035,9120.400391,8881.0,1.2268,51300.0,229010.0,78.6,2.75,4.2605,725.52,2.5,4.69,356674,38.6,101.33,29888781.0,29.42,46.0
2005-01-20,1160909,7.0,105.3,32076720,118863.1,98889.1,813035,9089.0,8881.0,1.2334,51300.0,229010.0,78.6,2.75,4.2605,725.52,2.5,4.7,356674,38.6,101.33,29888781.0,29.42,46.0
2005-01-21,1160909,7.0,105.3,32076720,118863.1,98889.1,813035,9086.799805,8881.0,1.2211,51300.0,229010.0,78.6,2.75,4.2605,725.52,2.5,4.69,356674,38.6,101.33,29888781.0,29.42,46.0
2005-01-24,1160909,7.0,105.3,32076720,118863.1,98889.1,813035,9078.200195,8881.0,1.2258,51300.0,229010.0,78.6,2.75,4.2605,725.52,2.5,4.68,356674,38.6,101.33,29888781.0,29.42,46.0
2005-01-25,1160909,7.0,105.3,32076720,118863.1,98889.1,813035,9125.099609,8881.0,1.2381,51300.0,229010.0,78.6,2.75,4.2605,725.52,2.5,4.7,356674,38.6,101.33,29888781.0,29.42,46.0
2005-01-26,1160909,7.0,105.3,32076720,118863.1,98889.1,813035,9162.400391,8881.0,1.2307,51300.0,229010.0,78.6,2.75,4.2605,725.52,2.5,4.69,356674,38.6,101.33,29888781.0,29.42,46.0
2005-01-27,1160909,7.0,105.3,32076720,118863.1,98889.1,813035,9174.400391,8881.0,1.2366,51300.0,229010.0,78.6,2.75,4.2605,725.52,2.5,4.7,356674,38.6,101.33,29888781.0,29.42,46.0
2005-01-28,1160909,7.0,105.3,32076720,118863.1,98889.1,813035,9141.799805,8881.0,1.2422,51300.0,229010.0,78.6,2.75,4.2605,725.52,2.5,4.66,356674,38.6,101.33,29888781.0,29.42,46.0
2005-01-31,1160909,7.0,105.3,32076720,118863.1,98889.1,813035,9204.099609,8881.0,1.2396,51300.0,229010.0,78.6,2.75,4.2605,725.52,2.5,4.67,356674,38.6,101.33,29888781.0,29.42,46.0
2005-02-01,1160909,7.0,105.7,32076720,118863.1,98889.1,813035,9270.099609,9976.0,1.2405,51300.0,250050.0,79.6,2.75,4.205,731.97,2.5,4.67,356674,38.6,101.33,30460620.0,28.44,34.0
2005-02-02,1160909,7.0,105.7,32076720,118863.1,98889.1,813035,9303.900391,9976.0,1.2408,51300.0,250050.0,79.6,2.75,4.205,731.97,2.5,4.69,356674,38.6,101.33,30460620.0,28.44,34.0
2005-02-03,1160909,7.0,105.7,32076720,118863.1,98889.1,813035,9303.700195,9976.0,1.2424,51300.0,250050.0,79.6,2.75,4.205,731.97,2.5,4.71,356674,38.6,101.33,30460620.0,28.44,34.0
2005-02-04,1160909,7.0,105.7,32076720,118863.1,98889.1,813035,9358.299805,9976.0,1.2495,51300.0,250050.0,79.6,2.75,4.205,731.97,2.5,4.62,356674,38.6,101.33,30460620.0,28.44,34.0
2005-02-07,1160909,7.0,105.7,32076720,118863.1,98889.1,813035,9371.900391,9976.0,1.2562,51300.0,250050.0,79.6,2.75,4.205,731.97,2.5,4.58,356674,38.6,101.33,30460620.0,28.44,34.0
2005-02-08,1160909,7.0,105.7,32076720,118863.1,98889.1,813035,9392.700195,9976.0,1.2476,51300.0,250050.0,79.6,2.75,4.205,731.97,2.5,4.56,356674,38.6,101.33,30460620.0,28.44,34.0
2005-02-09,1160909,7.0,105.7,32076720,118863.1,98889.1,813035,9402.599609,9976.0,1.2511,51300.0,250050.0,79.6,2.75,4.205,731.97,2.5,4.53,356674,38.6,101.33,30460620.0,28.44,34.0
2005-02-10,1160909,7.0,105.7,32076720,118863.1,98889.1,813035,9496.400391,9976.0,1.2406,51300.0,250050.0,79.6,2.75,4.205,731.97,2.5,4.58,356674,38.6,101.33,30460620.0,28.44,34.0
2005-02-11,1160909,7.0,105.7,32076720,118863.1,98889.1,813035,9558.5,9976.0,1.238,51300.0,250050.0,79.6,2.75,4.205,731.97,2.5,4.59,356674,38.6,101.33,30460620.0,28.44,34.0
2005-02-14,1160909,7.0,105.7,32076720,118863.1,98889.1,813035,9585.200195,9976.0,1.2342,51300.0,250050.0,79.6,2.75,4.205,731.97,2.5,4.56,356674,38.6,101.33,30460620.0,28.44,34.0
2005-02-15,1160909,7.0,105.7,32076720,118863.1,98889.1,813035,9570.0,9976.0,1.2336,51300.0,250050.0,79.6,2.75,4.205,731.97,2.5,4.58,356674,38.6,101.33,30460620.0,28.44,34.0
2005-02-16,1160909,7.0,105.7,32076720,118863.1,98889.1,813035,9639.599609,9976.0,1.2421,51300.0,250050.0,79.6,2.75,4.205,731.97,2.5,4.6,356674,38.6,101.33,30460620.0,28.44,34.0
2005-02-17,1160909,7.0,105.7,32076720,118863.1,98889.1,813035,9619.299805,9976.0,1.231,51300.0,250050.0,79.6,2.75,4.205,731.97,2.5,4.62,356674,38.6,101.33,30460620.0,28.44,34.0
2005-02-18,1160909,7.0,105.7,32076720,118863.1,98889.1,813035,9658.799805,9976.0,1.2294,51300.0,250050.0,79.6,2.75,4.205,731.97,2.5,4.67,356674,38.6,101.33,30460620.0,28.44,34.0
2005-02-22,1160909,7.0,105.7,32076720,118863.1,98889.1,813035,9640.5,9976.0,1.2301,51300.0,250050.0,79.6,2.75,4.205,731.97,2.5,4.68,356674,38.6,101.33,30460620.0,28.44,34.0
2005-02-23,1160909,7.0,105.7,32076720,118863.1,98889.1,813035,9675.700195,9976.0,1.2402,51300.0,250050.0,79.6,2.75,4.205,731.97,2.5,4.71,356674,38.6,101.33,30460620.0,28.44,34.0
2005-02-24,1160909,7.0,105.7,32076720,118863.1,98889.1,813035,9657.700195,9976.0,1.2435,51300.0,250050.0,79.6,2.75,4.205,731.97,2.5,4.73,356674,38.6,101.33,30460620.0,28.44,34.0
2005-02-25,1160909,7.0,105.7,32076720,118863.1,98889.1,813035,9741.400391,9976.0,1.2407,51300.0,250050.0,79.6,2.75,4.205,731.97,2.5,4.67,356674,38.6,101.33,30460620.0,28.44,34.0
2005-02-28,1160909,7.0,105.7,32076720,118863.1,98889.1,813035,9668.299805,9976.0,1.2295,51300.0,250050.0,79.6,2.75,4.205,731.97,2.5,4.71,356674,38.6,101.33,30460620.0,28.44,34.0
2005-03-01,1160909,6.9,106.3,32076720,118863.1,98889.1,813035,9728.0,11714.0,1.2425,51300.0,242780.0,80.0,2.75,4.358181818,725.62,2.5,4.7,356674,38.6,101.33,30006264.0,36.5,28.0
2005-03-02,1160909,6.9,106.3,32076720,118863.1,98889.1,813035,9800.099609,11714.0,1.2395,51300.0,242780.0,80.0,2.75,4.358181818,725.62,2.5,4.71,356674,38.6,101.33,30006264.0,36.5,28.0
2005-03-03,1160909,6.9,106.3,32076720,118863.1,98889.1,813035,9859.5,11714.0,1.2463,51300.0,242780.0,80.0,2.75,4.358181818,725.62,2.5,4.7,356674,38.6,101.33,30006264.0,36.5,28.0
2005-03-04,1160909,6.9,106.3,32076720,118863.1,98889.1,813035,9927.200195,11714.0,1.2324,51300.0,242780.0,80.0,2.75,4.358181818,725.62,2.5,4.66,356674,38.6,101.33,30006264.0,36.5,28.0
2005-03-07,1160909,6.9,106.3,32076720,118863.1,98889.1,813035,9886.099609,11714.0,1.23,51300.0,242780.0,80.0,2.75,4.358181818,725.62,2.5,4.64,356674,38.6,101.33,30006264.0,36.5,28.0
2005-03-08,1160909,6.9,106.3,32076720,118863.1,98889.1,813035,9903.299805,11714.0,1.2163,51300.0,242780.0,80.0,2.75,4.358181818,725.62,2.5,4.66,356674,38.6,101.33,30006264.0,36.5,28.0
2005-03-09,1160909,6.9,106.3,32076720,118863.1,98889.1,813035,9795.099609,11714.0,1.2064,51300.0,242780.0,80.0,2.75,4.358181818,725.62,2.5,4.75,356674,38.6,101.33,30006264.0,36.5,28.0
2005-03-10,1160909,6.9,106.3,32076720,118863.1,98889.1,813035,9675.599609,11714.0,1.205,51300.0,242780.0,80.0,2.75,4.358181818,725.62,2.5,4.75,356674,38.6,101.33,30006264.0,36.5,28.0
2005-03-11,1160909,6.9,106.3,32076720,118863.1,98889.1,813035,9691.400391,11714.0,1.2041,51300.0,242780.0,80.0,2.75,4.358181818,725.62,2.5,4.8,356674,38.6,101.33,30006264.0,36.5,28.0
2005-03-14,1160909,6.9,106.3,32076720,118863.1,98889.1,813035,9715.400391,11714.0,1.2087,51300.0,242780.0,80.0,2.75,4.358181818,725.62,2.5,4.78,356674,38.6,101.33,30006264.0,36.5,28.0
2005-03-15,1160909,6.9,106.3,32076720,118863.1,98889.1,813035,9709.299805,11714.0,1.2064,51300.0,242780.0,80.0,2.75,4.358181818,725.62,2.5,4.81,356674,38.6,101.33,30006264.0,36.5,28.0
2005-03-16,1160909,6.9,106.3,32076720,118863.1,98889.1,813035,9712.599609,11714.0,1.2038,51300.0,242780.0,80.0,2.75,4.358181818,725.62,2.5,4.77,356674,38.6,101.33,30006264.0,36.5,28.0
2005-03-17,1160909,6.9,106.3,32076720,118863.1,98889.1,813035,9778.200195,11714.0,1.2028,51300.0,242780.0,80.0,2.75,4.358181818,725.62,2.5,4.74,356674,38.6,101.33,30006264.0,36.5,28.0
2005-03-18,1160909,6.9,106.3,32076720,118863.1,98889.1,813035,9754.700195,11714.0,1.2027,51300.0,242780.0,80.0,2.75,4.358181818,725.62,2.5,4.74,356674,38.6,101.33,30006264.0,36.5,28.0
2005-03-21,1160909,6.9,106.3,32076720,118863.1,98889.1,813035,9693.599609,11714.0,1.211,51300.0,242780.0,80.0,2.75,4.358181818,725.62,2.5,4.76,356674,38.6,101.33,30006264.0,36.5,28.0
2005-03-22,1160909,6.9,106.3,32076720,118863.1,98889.1,813035,9647.200195,11714.0,1.2017,51300.0,242780.0,80.0,2.75,4.358181818,725.62,2.5,4.81,356674,38.6,101.33,30006264.0,36.5,28.0
2005-03-23,1160909,6.9,106.3,32076720,118863.1,98889.1,813035,9549.700195,11714.0,1.2133,51300.0,242780.0,80.0,2.75,4.358181818,725.62,2.5,4.8,356674,38.6,101.33,30006264.0,36.5,28.0
2005-03-24,1160909,6.9,106.3,32076720,118863.1,98889.1,813035,9533.099609,11714.0,1.215,51300.0,242780.0,80.0,2.75,4.358181818,725.62,2.5,4.8,356674,38.6,101.33,30006264.0,36.5,28.0
2005-03-28,1160909,6.9,106.3,32076720,118863.1,98889.1,813035,9482.400391,11714.0,1.2234,51300.0,242780.0,80.0,2.75,4.358181818,725.62,2.5,4.82,356674,38.6,101.33,30006264.0,36.5,28.0
2005-03-29,1160909,6.9,106.3,32076720,118863.1,98889.1,813035,9395.400391,11714.0,1.2135,51300.0,242780.0,80.0,2.75,4.358181818,725.62,2.5,4.78,356674,38.6,101.33,30006264.0,36.5,28.0
2005-03-30,1160909,6.9,106.3,32076720,118863.1,98889.1,813035,9484.299805,11714.0,1.2164,51300.0,242780.0,80.0,2.75,4.358181818,725.62,2.5,4.75,356674,38.6,101.33,30006264.0,36.5,28.0
2005-03-31,1160909,6.9,106.3,32076720,118863.1,98889.1,813035,9612.400391,11714.0,1.2094,51300.0,242780.0,80.0,2.75,4.358181818,725.62,2.5,4.68,356674,38.6,101.33,30006264.0,36.5,28.0
2005-04-01,1169485,6.7,106.6,32141943,118011.6,98340.4,820058,9638.599609,17890.0,1.2146,51300.0,241470.0,80.3,2.75,4.193809524,728.84,2.5,4.66,365271,38.6,101.33,29940271.0,31.02,34.0
2005-04-04,1169485,6.7,106.6,32141943,118011.6,98340.4,820058,9630.900391,17890.0,1.2202,51300.0,241470.0,80.3,2.75,4.193809524,728.84,2.5,4.66,365271,38.6,101.33,29940271.0,31.02,34.0
2005-04-05,1169485,6.7,106.6,32141943,118011.6,98340.4,820058,9619.099609,17890.0,1.2198,51300.0,241470.0,80.3,2.75,4.193809524,728.84,2.5,4.69,365271,38.6,101.33,29940271.0,31.02,34.0
2005-04-06,1169485,6.7,106.6,32141943,118011.6,98340.4,820058,9673.0,17890.0,1.2216,51300.0,241470.0,80.3,2.75,4.193809524,728.84,2.5,4.67,365271,38.6,101.33,29940271.0,31.02,34.0
2005-04-07,1169485,6.7,106.6,32141943,118011.6,98340.4,820058,9625.400391,17890.0,1.2205,51300.0,241470.0,80.3,2.75,4.193809524,728.84,2.5,4.7,365271,38.6,101.33,29940271.0,31.02,34.0
2005-04-08,1169485,6.7,106.6,32141943,118011.6,98340.4,820058,9623.700195,17890.0,1.2252,51300.0,241470.0,80.3,2.75,4.193809524,728.84,2.5,4.67,365271,38.6,101.33,29940271.0,31.02,34.0
2005-04-11,1169485,6.7,106.6,32141943,118011.6,98340.4,820058,9643.700195,17890.0,1.233,51300.0,241470.0,80.3,2.75,4.193809524,728.84,2.5,4.62,365271,38.6,101.33,29940271.0,31.02,34.0
2005-04-12,1169485,6.7,106.6,32141943,118011.6,98340.4,820058,9629.0,17890.0,1.2408,51300.0,241470.0,80.3,2.75,4.193809524,728.84,2.5,4.58,365271,38.6,101.33,29940271.0,31.02,34.0
2005-04-13,1169485,6.7,106.6,32141943,118011.6,98340.4,820058,9492.099609,17890.0,1.2365,51300.0,241470.0,80.3,2.75,4.193809524,728.84,2.5,4.6,365271,38.6,101.33,29940271.0,31.02,34.0
2005-04-14,1169485,6.7,106.6,32141943,118011.6,98340.4,820058,9409.599609,17890.0,1.2417,51300.0,241470.0,80.3,2.75,4.193809524,728.84,2.5,4.61,365271,38.6,101.33,29940271.0,31.02,34.0
2005-04-15,1169485,6.7,106.6,32141943,118011.6,98340.4,820058,9277.099609,17890.0,1.242,51300.0,241470.0,80.3,2.75,4.193809524,728.84,2.5,4.57,365271,38.6,101.33,29940271.0,31.02,34.0
2005-04-18,1169485,6.7,106.6,32141943,118011.6,98340.4,820058,9331.0,17890.0,1.2482,51300.0,241470.0,80.3,2.75,4.193809524,728.84,2.5,4.58,365271,38.6,101.33,29940271.0,31.02,34.0
2005-04-19,1169485,6.7,106.6,32141943,118011.6,98340.4,820058,9415.700195,17890.0,1.2409,51300.0,241470.0,80.3,2.75,4.193809524,728.84,2.5,4.54,365271,38.6,101.33,29940271.0,31.02,34.0
2005-04-20,1169485,6.7,106.6,32141943,118011.6,98340.4,820058,9378.099609,17890.0,1.2388,51300.0,241470.0,80.3,2.75,4.193809524,728.84,2.5,4.54,365271,38.6,101.33,29940271.0,31.02,34.0
2005-04-21,1169485,6.7,106.6,32141943,118011.6,98340.4,820058,9405.799805,17890.0,1.2384,51300.0,241470.0,80.3,2.75,4.193809524,728.84,2.5,4.58,365271,38.6,101.33,29940271.0,31.02,34.0
2005-04-22,1169485,6.7,106.6,32141943,118011.6,98340.4,820058,9367.5,17890.0,1.2342,51300.0,241470.0,80.3,2.75,4.193809524,728.84,2.5,4.56,365271,38.6,101.33,29940271.0,31.02,34.0
2005-04-25,1169485,6.7,106.6,32141943,118011.6,98340.4,820058,9416.099609,17890.0,1.2372,51300.0,241470.0,80.3,2.75,4.193809524,728.84,2.5,4.56,365271,38.6,101.33,29940271.0,31.02,34.0
2005-04-26,1169485,6.7,106.6,32141943,118011.6,98340.4,820058,9427.700195,17890.0,1.2462,51300.0,241470.0,80.3,2.75,4.193809524,728.84,2.5,4.56,365271,38.6,101.33,29940271.0,31.02,34.0
2005-04-27,1169485,6.7,106.6,32141943,118011.6,98340.4,820058,9323.5,17890.0,1.2465,51300.0,241470.0,80.3,2.75,4.193809524,728.84,2.5,4.55,365271,38.6,101.33,29940271.0,31.02,34.0
2005-04-28,1169485,6.7,106.6,32141943,118011.6,98340.4,820058,9275.099609,17890.0,1.2508,51300.0,241470.0,80.3,2.75,4.193809524,728.84,2.5,4.51,365271,38.6,101.33,29940271.0,31.02,34.0
2005-04-29,1169485,6.7,106.6,32141943,118011.6,98340.4,820058,9369.299805,17890.0,1.2568,51300.0,241470.0,80.3,2.75,4.193809524,728.84,2.5,4.54,365271,38.6,101.33,29940271.0,31.02,34.0
2005-05-02,1169485,7.0,106.7,32141943,118011.6,98340.4,820058,9430.200195,16743.0,1.2552,51300.0,236750.0,80.2,2.75,4.073809524,733.28,2.5,4.53,365271,38.6,101.33,29935878.0,27.46,25.0
2005-05-03,1169485,7.0,106.7,32141943,118011.6,98340.4,820058,9371.0,16743.0,1.2541,51300.0,236750.0,80.2,2.75,4.073809524,733.28,2.5,4.52,365271,38.6,101.33,29935878.0,27.46,25.0
2005-05-04,1169485,7.0,106.7,32141943,118011.6,98340.4,820058,9473.299805,16743.0,1.2502,51300.0,236750.0,80.2,2.75,4.073809524,733.28,2.5,4.53,365271,38.6,101.33,29935878.0,27.46,25.0
2005-05-05,1169485,7.0,106.7,32141943,118011.6,98340.4,820058,9476.299805,16743.0,1.2448,51300.0,236750.0,80.2,2.75,4.073809524,733.28,2.5,4.54,365271,38.6,101.33,29935878.0,27.46,25.0
2005-05-06,1169485,7.0,106.7,32141943,118011.6,98340.4,820058,9522.700195,16743.0,1.2429,51300.0,236750.0,80.2,2.75,4.073809524,733.28,2.5,4.6,365271,38.6,101.33,29935878.0,27.46,25.0
2005-05-09,1169485,7.0,106.7,32141943,118011.6,98340.4,820058,9561.200195,16743.0,1.2377,51300.0,236750.0,80.2,2.75,4.073809524,733.28,2.5,4.57,365271,38.6,101.33,29935878.0,27.46,25.0
2005-05-10,1169485,7.0,106.7,32141943,118011.6,98340.4,820058,9493.599609,16743.0,1.2373,51300.0,236750.0,80.2,2.75,4.073809524,733.28,2.5,4.53,365271,38.6,101.33,29935878.0,27.46,25.0
2005-05-11,1169485,7.0,106.7,32141943,118011.6,98340.4,820058,9446.400391,16743.0,1.2474,51300.0,236750.0,80.2,2.75,4.073809524,733.28,2.5,4.49,365271,38.6,101.33,29935878.0,27.46,25.0
2005-05-12,1169485,7.0,106.7,32141943,118011.6,98340.4,820058,9331.700195,16743.0,1.2493,51300.0,236750.0,80.2,2.75,4.073809524,733.28,2.5,4.47,365271,38.6,101.33,29935878.0,27.46,25.0
2005-05-13,1169485,7.0,106.7,32141943,118011.6,98340.4,820058,9278.5,16743.0,1.2625,51300.0,236750.0,80.2,2.75,4.073809524,733.28,2.5,4.42,365271,38.6,101.33,29935878.0,27.46,25.0
2005-05-16,1169485,7.0,106.7,32141943,118011.6,98340.4,820058,9323.299805,16743.0,1.2703,51300.0,236750.0,80.2,2.75,4.073809524,733.28,2.5,4.44,365271,38.6,101.33,29935878.0,27.46,25.0
2005-05-17,1169485,7.0,106.7,32141943,118011.6,98340.4,820058,9371.400391,16743.0,1.2664,51300.0,236750.0,80.2,2.75,4.073809524,733.28,2.5,4.42,365271,38.6,101.33,29935878.0,27.46,25.0
2005-05-18,1169485,7.0,106.7,32141943,118011.6,98340.4,820058,9407.799805,16743.0,1.2618,51300.0,236750.0,80.2,2.75,4.073809524,733.28,2.5,4.41,365271,38.6,101.33,29935878.0,27.46,25.0
2005-05-19,1169485,7.0,106.7,32141943,118011.6,98340.4,820058,9469.799805,16743.0,1.2627,51300.0,236750.0,80.2,2.75,4.073809524,733.28,2.5,4.46,365271,38.6,101.33,29935878.0,27.46,25.0
2005-05-20,1169485,7.0,106.7,32141943,118011.6,98340.4,820058,9452.200195,16743.0,1.2627,51300.0,236750.0,80.2,2.75,4.073809524,733.28,2.5,4.46,365271,38.6,101.33,29935878.0,27.46,25.0
2005-05-24,1169485,7.0,106.7,32141943,118011.6,98340.4,820058,9518.400391,16743.0,1.2612,51300.0,236750.0,80.2,2.75,4.073809524,733.28,2.5,4.4,365271,38.6,101.33,29935878.0,27.46,25.0
2005-05-25,1169485,7.0,106.7,32141943,118011.6,98340.4,820058,9509.5,16743.0,1.2641,51300.0,236750.0,80.2,2.75,4.073809524,733.28,2.5,4.41,365271,38.6,101.33,29935878.0,27.46,25.0
2005-05-26,1169485,7.0,106.7,32141943,118011.6,98340.4,820058,9579.099609,16743.0,1.268,51300.0,236750.0,80.2,2.75,4.073809524,733.28,2.5,4.4,365271,38.6,101.33,29935878.0,27.46,25.0
2005-05-27,1169485,7.0,106.7,32141943,118011.6,98340.4,820058,9619.400391,16743.0,1.2585,51300.0,236750.0,80.2,2.75,4.073809524,733.28,2.5,4.36,365271,38.6,101.33,29935878.0,27.46,25.0
2005-05-31,1169485,7.0,106.7,32141943,118011.6,98340.4,820058,9607.299805,16743.0,1.2512,51300.0,236750.0,80.2,2.75,4.073809524,733.28,2.5,4.31,365271,38.6,101.33,29935878.0,27.46,25.0
2005-06-01,1169485,6.8,106.9,32141943,118011.6,98340.4,820058,9654.200195,17726.0,1.2471,51300.0,216520.0,80.0,2.75,3.828181818,735.74,2.5,4.21,365271,38.6,101.33,30590992.0,38.16,40.0
2005-06-02,1169485,6.8,106.9,32141943,118011.6,98340.4,820058,9626.599609,17726.0,1.2473,51300.0,216520.0,80.0,2.75,3.828181818,735.74,2.5,4.28,365271,38.6,101.33,30590992.0,38.16,40.0
2005-06-03,1169485,6.8,106.9,32141943,118011.6,98340.4,820058,9671.200195,17726.0,1.2483,51300.0,216520.0,80.0,2.75,3.828181818,735.74,2.5,4.33,365271,38.6,101.33,30590992.0,38.16,40.0
2005-06-06,1169485,6.8,106.9,32141943,118011.6,98340.4,820058,9654.0,17726.0,1.2447,51300.0,216520.0,80.0,2.75,3.828181818,735.74,2.5,4.3,365271,38.6,101.33,30590992.0,38.16,40.0
2005-06-07,1169485,6.8,106.9,32141943,118011.6,98340.4,820058,9656.200195,17726.0,1.2471,51300.0,216520.0,80.0,2.75,3.828181818,735.74,2.5,4.25,365271,38.6,101.33,30590992.0,38.16,40.0
2005-06-08,1169485,6.8,106.9,32141943,118011.6,98340.4,820058,9707.900391,17726.0,1.244,51300.0,216520.0,80.0,2.75,3.828181818,735.74,2.5,4.28,365271,38.6,101.33,30590992.0,38.16,40.0
2005-06-09,1169485,6.8,106.9,32141943,118011.6,98340.4,820058,9763.400391,17726.0,1.2549,51300.0,216520.0,80.0,2.75,3.828181818,735.74,2.5,4.28,365271,38.6,101.33,30590992.0,38.16,40.0
2005-06-10,1169485,6.8,106.9,32141943,118011.6,98340.4,820058,9790.099609,17726.0,1.2492,51300.0,216520.0,80.0,2.75,3.828181818,735.74,2.5,4.34,365271,38.6,101.33,30590992.0,38.16,40.0
2005-06-13,1169485,6.8,106.9,32141943,118011.6,98340.4,820058,9839.900391,17726.0,1.2578,51300.0,216520.0,80.0,2.75,3.828181818,735.74,2.5,4.35,365271,38.6,101.33,30590992.0,38.16,40.0
2005-06-14,1169485,6.8,106.9,32141943,118011.6,98340.4,820058,9822.900391,17726.0,1.2554,51300.0,216520.0,80.0,2.75,3.828181818,735.74,2.5,4.38,365271,38.6,101.33,30590992.0,38.16,40.0
2005-06-15,1169485,6.8,106.9,32141943,118011.6,98340.4,820058,9866.599609,17726.0,1.2397,51300.0,216520.0,80.0,2.75,3.828181818,735.74,2.5,4.38,365271,38.6,101.33,30590992.0,38.16,40.0
2005-06-16,1169485,6.8,106.9,32141943,118011.6,98340.4,820058,9968.700195,17726.0,1.2376,51300.0,216520.0,80.0,2.75,3.828181818,735.74,2.5,4.35,365271,38.6,101.33,30590992.0,38.16,40.0
2005-06-17,1169485,6.8,106.9,32141943,118011.6,98340.4,820058,9947.599609,17726.0,1.235,51300.0,216520.0,80.0,2.75,3.828181818,735.74,2.5,4.34,365271,38.6,101.33,30590992.0,38.16,40.0
2005-06-20,1169485,6.8,106.9,32141943,118011.6,98340.4,820058,9998.099609,17726.0,1.2319,51300.0,216520.0,80.0,2.75,3.828181818,735.74,2.5,4.34,365271,38.6,101.33,30590992.0,38.16,40.0
2005-06-21,1169485,6.8,106.9,32141943,118011.6,98340.4,820058,9939.200195,17726.0,1.231,51300.0,216520.0,80.0,2.75,3.828181818,735.74,2.5,4.29,365271,38.6,101.33,30590992.0,38.16,40.0
2005-06-22,1169485,6.8,106.9,32141943,118011.6,98340.4,820058,10051.5,17726.0,1.2351,51300.0,216520.0,80.0,2.75,3.828181818,735.74,2.5,4.24,365271,38.6,101.33,30590992.0,38.16,40.0
2005-06-23,1169485,6.8,106.9,32141943,118011.6,98340.4,820058,9998.400391,17726.0,1.2311,51300.0,216520.0,80.0,2.75,3.828181818,735.74,2.5,4.23,365271,38.6,101.33,30590992.0,38.16,40.0
2005-06-24,1169485,6.8,106.9,32141943,118011.6,98340.4,820058,9996.200195,17726.0,1.2329,51300.0,216520.0,80.0,2.75,3.828181818,735.74,2.5,4.21,365271,38.6,101.33,30590992.0,38.16,40.0
2005-06-27,1169485,6.8,106.9,32141943,118011.6,98340.4,820058,9998.099609,17726.0,1.2307,51300.0,216520.0,80.0,2.75,3.828181818,735.74,2.5,4.2,365271,38.6,101.33,30590992.0,38.16,40.0
2005-06-28,1169485,6.8,106.9,32141943,118011.6,98340.4,820058,10041.0,17726.0,1.231,51300.0,216520.0,80.0,2.75,3.828181818,735.74,2.5,4.24,365271,38.6,101.33,30590992.0,38.16,40.0
2005-06-29,1169485,6.8,106.9,32141943,118011.6,98340.4,820058,10029.299805,17726.0,1.2263,51300.0,216520.0,80.0,2.75,3.828181818,735.74,2.5,4.27,365271,38.6,101.33,30590992.0,38.16,40.0
2005-06-30,1169485,6.8,106.9,32141943,118011.6,98340.4,820058,9902.799805,17726.0,1.2256,51300.0,216520.0,80.0,2.75,3.828181818,735.74,2.5,4.2,365271,38.6,101.33,30590992.0,38.16,40.0
