Date,GDP,Wages and salaries,WTI,GSPTSE,USD/CAD,10 year Bonds,Target Rate,Household saving rate,Household disposable income,Exports,Imports,Consumption,Gross fixed capital formation,Population,Median Age,CPI,IPPI,Housing Starts,Unemployment Rate,Retail Sales,Manufacturing Sales
1992-12-03,1086810,344156,21.71,3264.899902,1.277,8.66,7.75,14.6,442316,265963,226548,839140,202337,28371264,33.3,84.3,60.9,164.343,11.4,15983239,23490141
1992-12-04,1086810,344156,21.71,3289.399902,1.2782,8.64,9,14.6,442316,265963,226548,839140,202337,28371264,33.3,84.3,60.9,164.343,11.4,15983239,23490141
1992-12-09,1086810,344156,21.71,3285.5,1.2735,8.63,8.75,14.6,442316,265963,226548,839140,202337,28371264,33.3,84.3,60.9,164.343,11.4,15983239,23490141
1992-12-15,1086810,344156,21.71,3264.600098,1.2772,8.69,7.5,14.6,442316,265963,226548,839140,202337,28371264,33.3,84.3,60.9,164.343,11.4,15983239,23490141
1992-12-17,1086810,344156,21.71,3304.300049,1.2748,8.64,6.75,14.6,442316,265963,226548,839140,202337,28371264,33.3,84.3,60.9,164.343,11.4,15983239,23490141
1992-12-21,1086810,344156,21.71,3310.399902,1.2675,8.51,6.875,14.6,442316,265963,226548,839140,202337,28371264,33.3,84.3,60.9,164.343,11.4,15983239,23490141
1992-12-23,1086810,344156,21.71,3323.199951,1.2605,8.44,6.75,14.6,442316,265963,226548,839140,202337,28371264,33.3,84.3,60.9,164.343,11.4,15983239,23490141
1992-12-24,1086810,344156,21.71,3319.899902,1.2612,8.46,6.8125,14.6,442316,265963,226548,839140,202337,28371264,33.3,84.3,60.9,164.343,11.4,15983239,23490141
1992-12-29,1086810,344156,21.71,3314.899902,1.266,8.49,6.9375,14.6,442316,265963,226548,839140,202337,28371264,33.3,84.3,60.9,164.343,11.4,15983239,23490141
1992-12-30,1086810,344156,21.71,3326.800049,1.2687,8.54,6.625,14.6,442316,265963,226548,839140,202337,28371264,33.3,84.3,60.9,164.343,11.4,15983239,23490141
1992-12-31,1086810,344156,21.71,3350.399902,1.2714,8.54,6.75,14.6,442316,265963,226548,839140,202337,28371264,33.3,84.3,60.9,164.343,11.4,15983239,23490141
1993-01-04,1093765,345380,20.36,3351,1.2782,8.47,7,12.2,435524,273228,221829,845308,193948,28474177,33.6,84.7,61.2,170.465,12.1,16125835,24093241
1993-01-06,1093765,345380,20.36,3353,1.2782,8.54,6.8125,12.2,435524,273228,221829,845308,193948,28474177,33.6,84.7,61.2,170.465,12.1,16125835,24093241
1993-01-07,1093765,345380,20.36,3318.899902,1.2798,8.69,6.8125,12.2,435524,273228,221829,845308,193948,28474177,33.6,84.7,61.2,170.465,12.1,16125835,24093241
1993-01-08,1093765,345380,20.36,3311.800049,1.2825,8.7,6.8125,12.2,435524,273228,221829,845308,193948,28474177,33.6,84.7,61.2,170.465,12.1,16125835,24093241
1993-01-11,1093765,345380,20.36,3310.199951,1.2755,8.75,6.75,12.2,435524,273228,221829,845308,193948,28474177,33.6,84.7,61.2,170.465,12.1,16125835,24093241
1993-01-14,1093765,345380,20.36,3303.800049,1.2785,8.69,6.75,12.2,435524,273228,221829,845308,193948,28474177,33.6,84.7,61.2,170.465,12.1,16125835,24093241
1993-01-21,1093765,345380,20.36,3275.800049,1.2875,8.72,6.75,12.2,435524,273228,221829,845308,193948,28474177,33.6,84.7,61.2,170.465,12.1,16125835,24093241
1993-01-22,1093765,345380,20.36,3276,1.2822,8.68,6.75,12.2,435524,273228,221829,845308,193948,28474177,33.6,84.7,61.2,170.465,12.1,16125835,24093241
1993-01-25,1093765,345380,20.36,3295.600098,1.2789,8.65,6.5,12.2,435524,273228,221829,845308,193948,28474177,33.6,84.7,61.2,170.465,12.1,16125835,24093241
1993-01-26,1093765,345380,20.36,3312.800049,1.2712,8.68,6.4375,12.2,435524,273228,221829,845308,193948,28474177,33.6,84.7,61.2,170.465,12.1,16125835,24093241
1993-01-27,1093765,345380,20.36,3311.600098,1.2701,8.67,6.125,12.2,435524,273228,221829,845308,193948,28474177,33.6,84.7,61.2,170.465,12.1,16125835,24093241
1993-01-28,1093765,345380,20.36,3307.899902,1.2709,8.62,6,12.2,435524,273228,221829,845308,193948,28474177,33.6,84.7,61.2,170.465,12.1,16125835,24093241
1993-01-29,1093765,345380,20.36,3305.5,1.27,8.64,6.0625,12.2,435524,273228,221829,845308,193948,28474177,33.6,84.7,61.2,170.465,12.1,16125835,24093241
1993-02-01,1093765,345380,19.41,3310.899902,1.264,8.64,6.0625,12.2,435524,273228,221829,845308,193948,28474177,33.6,84.7,61.3,168.173,11.7,16049478,23922194
1993-02-03,1093765,345380,19.41,3344,1.2663,8.61,6.0625,12.2,435524,273228,221829,845308,193948,28474177,33.6,84.7,61.3,168.173,11.7,16049478,23922194
1993-02-05,1093765,345380,19.41,3377.899902,1.2611,8.45,6.3125,12.2,435524,273228,221829,845308,193948,28474177,33.6,84.7,61.3,168.173,11.7,16049478,23922194
1993-02-08,1093765,345380,19.41,3394.800049,1.2641,8.48,6.0625,12.2,435524,273228,221829,845308,193948,28474177,33.6,84.7,61.3,168.173,11.7,16049478,23922194
1993-02-11,1093765,345380,19.41,3443.199951,1.2563,8.45,6.0625,12.2,435524,273228,221829,845308,193948,28474177,33.6,84.7,61.3,168.173,11.7,16049478,23922194
1993-02-12,1093765,345380,19.41,3445.600098,1.2554,8.39,6.4375,12.2,435524,273228,221829,845308,193948,28474177,33.6,84.7,61.3,168.173,11.7,16049478,23922194
1993-02-16,1093765,345380,19.41,3410.5,1.2564,8.41,6.3125,12.2,435524,273228,221829,845308,193948,28474177,33.6,84.7,61.3,168.173,11.7,16049478,23922194
1993-02-22,1093765,345380,19.41,3447.699951,1.262,8.22,5.75,12.2,435524,273228,221829,845308,193948,28474177,33.6,84.7,61.3,168.173,11.7,16049478,23922194
1993-02-24,1093765,345380,19.41,3465.800049,1.2619,8.19,5.8125,12.2,435524,273228,221829,845308,193948,28474177,33.6,84.7,61.3,168.173,11.7,16049478,23922194
1993-02-26,1093765,345380,19.41,3451.699951,1.2498,8.15,5.75,12.2,435524,273228,221829,845308,193948,28474177,33.6,84.7,61.3,168.173,11.7,16049478,23922194
1993-03-01,1093765,345380,19.07,3432.699951,1.2498,8.05,5.75,12.2,435524,273228,221829,845308,193948,28474177,33.6,85,61.9,143.501,11.2,16095727,24319544
1993-03-02,1093765,345380,19.07,3446.199951,1.248,8.07,5.75,12.2,435524,273228,221829,845308,193948,28474177,33.6,85,61.9,143.501,11.2,16095727,24319544
1993-03-03,1093765,345380,19.07,3467.199951,1.2469,8.01,5.8125,12.2,435524,273228,221829,845308,193948,28474177,33.6,85,61.9,143.501,11.2,16095727,24319544
1993-03-04,1093765,345380,19.07,3501.300049,1.2428,8.02,5.6875,12.2,435524,273228,221829,845308,193948,28474177,33.6,85,61.9,143.501,11.2,16095727,24319544
1993-03-08,1093765,345380,19.07,3551,1.2435,8.08,5.5,12.2,435524,273228,221829,845308,193948,28474177,33.6,85,61.9,143.501,11.2,16095727,24319544
1993-03-09,1093765,345380,19.07,3553.199951,1.2462,8.19,5.5,12.2,435524,273228,221829,845308,193948,28474177,33.6,85,61.9,143.501,11.2,16095727,24319544
1993-03-11,1093765,345380,19.07,3552.399902,1.2446,8.16,5.25,12.2,435524,273228,221829,845308,193948,28474177,33.6,85,61.9,143.501,11.2,16095727,24319544
1993-03-12,1093765,345380,19.07,3548.100098,1.2435,8.28,5.1875,12.2,435524,273228,221829,845308,193948,28474177,33.6,85,61.9,143.501,11.2,16095727,24319544
1993-03-15,1093765,345380,19.07,3562.100098,1.2465,8.37,5.1875,12.2,435524,273228,221829,845308,193948,28474177,33.6,85,61.9,143.501,11.2,16095727,24319544
1993-03-17,1093765,345380,19.07,3541,1.2518,8.34,4.9375,12.2,435524,273228,221829,845308,193948,28474177,33.6,85,61.9,143.501,11.2,16095727,24319544
1993-03-19,1093765,345380,19.07,3577,1.2455,8.24,5.0625,12.2,435524,273228,221829,845308,193948,28474177,33.6,85,61.9,143.501,11.2,16095727,24319544
1993-03-22,1093765,345380,19.07,3583.699951,1.2453,8.2,5,12.2,435524,273228,221829,845308,193948,28474177,33.6,85,61.9,143.501,11.2,16095727,24319544
1993-03-23,1093765,345380,19.07,3598.699951,1.2483,8.15,5,12.2,435524,273228,221829,845308,193948,28474177,33.6,85,61.9,143.501,11.2,16095727,24319544
1993-03-25,1093765,345380,19.07,3612,1.244,8.2,5,12.2,435524,273228,221829,845308,193948,28474177,33.6,85,61.9,143.501,11.2,16095727,24319544
1993-03-26,1093765,345380,19.07,3599.699951,1.2449,8.27,4.9375,12.2,435524,273228,221829,845308,193948,28474177,33.6,85,61.9,143.501,11.2,16095727,24319544
1993-03-30,1093765,345380,19.07,3586.100098,1.2514,8.21,4.6875,12.2,435524,273228,221829,845308,193948,28474177,33.6,85,61.9,143.501,11.2,16095727,24319544
1993-03-31,1093765,345380,19.07,3602.399902,1.2573,8.27,4.625,12.2,435524,273228,221829,845308,193948,28474177,33.6,85,61.9,143.501,11.2,16095727,24319544
1993-04-01,1103723,346492,20.08,3614.600098,1.2585,8.33,4.625,12.3,439276,283144,231889,846058,191824,28533602,33.6,85.3,61.9,149.289,11,16408864,24241579
1993-04-06,1103723,346492,20.08,3598.800049,1.2595,8.32,4.75,12.3,439276,283144,231889,846058,191824,28533602,33.6,85.3,61.9,149.289,11,16408864,24241579
1993-04-08,1103723,346492,20.08,3591.800049,1.258,8.22,4.625,12.3,439276,283144,231889,846058,191824,28533602,33.6,85.3,61.9,149.289,11,16408864,24241579
1993-04-15,1103723,346492,20.08,3634.199951,1.261,8.07,4.625,12.3,439276,283144,231889,846058,191824,28533602,33.6,85.3,61.9,149.289,11,16408864,24241579
1993-04-16,1103723,346492,20.08,3651.899902,1.259,8.05,4.625,12.3,439276,283144,231889,846058,191824,28533602,33.6,85.3,61.9,149.289,11,16408864,24241579
1993-04-19,1103723,346492,20.08,3663.199951,1.2562,8.05,4.5625,12.3,439276,283144,231889,846058,191824,28533602,33.6,85.3,61.9,149.289,11,16408864,24241579
1993-04-21,1103723,346492,20.08,3663.699951,1.258,8.06,4.5625,12.3,439276,283144,231889,846058,191824,28533602,33.6,85.3,61.9,149.289,11,16408864,24241579
1993-04-22,1103723,346492,20.08,3665.699951,1.262,8.08,4.5,12.3,439276,283144,231889,846058,191824,28533602,33.6,85.3,61.9,149.289,11,16408864,24241579
1993-04-23,1103723,346492,20.08,3685.399902,1.2615,8.07,4.4375,12.3,439276,283144,231889,846058,191824,28533602,33.6,85.3,61.9,149.289,11,16408864,24241579
1993-04-26,1103723,346492,20.08,3683.800049,1.2585,8.14,4.4375,12.3,439276,283144,231889,846058,191824,28533602,33.6,85.3,61.9,149.289,11,16408864,24241579
1993-04-27,1103723,346492,20.08,3691.199951,1.2715,8.42,4.4375,12.3,439276,283144,231889,846058,191824,28533602,33.6,85.3,61.9,149.289,11,16408864,24241579
1993-04-28,1103723,346492,20.08,3710.199951,1.2732,8.27,4.5,12.3,439276,283144,231889,846058,191824,28533602,33.6,85.3,61.9,149.289,11,16408864,24241579
1993-04-29,1103723,346492,20.08,3755.100098,1.2724,8.25,4.4375,12.3,439276,283144,231889,846058,191824,28533602,33.6,85.3,61.9,149.289,11,16408864,24241579
1993-04-30,1103723,346492,20.08,3789.399902,1.2702,8.28,4.5,12.3,439276,283144,231889,846058,191824,28533602,33.6,85.3,61.9,149.289,11,16408864,24241579
1993-05-03,1103723,346492,20.35,3773.5,1.2675,8.23,4.5625,12.3,439276,283144,231889,846058,191824,28533602,33.6,85.2,62.1,154.567,11.2,16239039,24701404
1993-05-11,1103723,346492,20.35,3780.399902,1.2749,8.16,4.6875,12.3,439276,283144,231889,846058,191824,28533602,33.6,85.2,62.1,154.567,11.2,16239039,24701404
1993-05-13,1103723,346492,20.35,3801.300049,1.2727,8.27,4.4375,12.3,439276,283144,231889,846058,191824,28533602,33.6,85.2,62.1,154.567,11.2,16239039,24701404
1993-05-14,1103723,346492,20.35,3813.300049,1.2743,8.33,4.4375,12.3,439276,283144,231889,846058,191824,28533602,33.6,85.2,62.1,154.567,11.2,16239039,24701404
1993-05-17,1103723,346492,20.35,3792.5,1.2757,8.31,4.3125,12.3,439276,283144,231889,846058,191824,28533602,33.6,85.2,62.1,154.567,11.2,16239039,24701404
1993-05-21,1103723,346492,20.35,3836,1.2665,8.24,4.375,12.3,439276,283144,231889,846058,191824,28533602,33.6,85.2,62.1,154.567,11.2,16239039,24701404
1993-05-26,1103723,346492,20.35,3865.199951,1.2645,8.12,4.6875,12.3,439276,283144,231889,846058,191824,28533602,33.6,85.2,62.1,154.567,11.2,16239039,24701404
1993-05-28,1103723,346492,20.35,3866.399902,1.2707,8.13,4.6875,12.3,439276,283144,231889,846058,191824,28533602,33.6,85.2,62.1,154.567,11.2,16239039,24701404
1993-06-02,1103723,346492,20.33,3859.800049,1.2714,8.13,4.5625,12.3,439276,283144,231889,846058,191824,28533602,33.6,85.2,62,164.532,11.6,16314960,25275823
1993-06-03,1103723,346492,20.33,3875,1.2746,8.19,4.5625,12.3,439276,283144,231889,846058,191824,28533602,33.6,85.2,62,164.532,11.6,16314960,25275823
1993-06-04,1103723,346492,20.33,3894.600098,1.2775,8.23,4.5,12.3,439276,283144,231889,846058,191824,28533602,33.6,85.2,62,164.532,11.6,16314960,25275823
1993-06-07,1103723,346492,20.33,3892.199951,1.2785,8.26,4.4375,12.3,439276,283144,231889,846058,191824,28533602,33.6,85.2,62,164.532,11.6,16314960,25275823
1993-06-09,1103723,346492,20.33,3859.699951,1.2806,8.21,4.375,12.3,439276,283144,231889,846058,191824,28533602,33.6,85.2,62,164.532,11.6,16314960,25275823
1993-06-11,1103723,346492,20.33,3866.5,1.28,8.09,4.5,12.3,439276,283144,231889,846058,191824,28533602,33.6,85.2,62,164.532,11.6,16314960,25275823
1993-06-14,1103723,346492,20.33,3872.199951,1.2815,8.12,4.0625,12.3,439276,283144,231889,846058,191824,28533602,33.6,85.2,62,164.532,11.6,16314960,25275823
1993-06-15,1103723,346492,20.33,3887.800049,1.2796,8.1,4.5625,12.3,439276,283144,231889,846058,191824,28533602,33.6,85.2,62,164.532,11.6,16314960,25275823
1993-06-16,1103723,346492,20.33,3892.399902,1.2804,8.05,4.625,12.3,439276,283144,231889,846058,191824,28533602,33.6,85.2,62,164.532,11.6,16314960,25275823
1993-06-17,1103723,346492,20.33,3903.699951,1.2771,8.02,4.5625,12.3,439276,283144,231889,846058,191824,28533602,33.6,85.2,62,164.532,11.6,16314960,25275823
1993-06-21,1103723,346492,20.33,3922.399902,1.2738,7.98,4.5,12.3,439276,283144,231889,846058,191824,28533602,33.6,85.2,62,164.532,11.6,16314960,25275823
1993-06-23,1103723,346492,20.33,3951.600098,1.2807,8.03,4.375,12.3,439276,283144,231889,846058,191824,28533602,33.6,85.2,62,164.532,11.6,16314960,25275823
1993-06-28,1103723,346492,20.33,3965.5,1.2836,7.91,4.25,12.3,439276,283144,231889,846058,191824,28533602,33.6,85.2,62,164.532,11.6,16314960,25275823
1993-06-29,1103723,346492,20.33,3963.199951,1.2815,7.96,4.25,12.3,439276,283144,231889,846058,191824,28533602,33.6,85.2,62,164.532,11.6,16314960,25275823
1993-07-02,1114242,346760,19.98,3997.699951,1.2887,7.93,4.25,15.4,458584,291245,239177,849308,196378,28600864,33.6,85.4,61.9,146.704,11.6,16577426,25063947
1993-07-06,1114242,346760,19.98,3984.399902,1.2857,7.92,4.3125,15.4,458584,291245,239177,849308,196378,28600864,33.6,85.4,61.9,146.704,11.6,16577426,25063947
1993-07-07,1114242,346760,19.98,3972.699951,1.2847,7.94,4.25,15.4,458584,291245,239177,849308,196378,28600864,33.6,85.4,61.9,146.704,11.6,16577426,25063947
1993-07-08,1114242,346760,19.98,3920.899902,1.2804,7.9,4.25,15.4,458584,291245,239177,849308,196378,28600864,33.6,85.4,61.9,146.704,11.6,16577426,25063947
1993-07-12,1114242,346760,19.98,3950.5,1.279,7.8,4.3125,15.4,458584,291245,239177,849308,196378,28600864,33.6,85.4,61.9,146.704,11.6,16577426,25063947
1993-07-13,1114242,346760,19.98,3951.699951,1.2783,7.8,4.3125,15.4,458584,291245,239177,849308,196378,28600864,33.6,85.4,61.9,146.704,11.6,16577426,25063947
1993-07-14,1114242,346760,19.98,3941.699951,1.2834,7.78,4.375,15.4,458584,291245,239177,849308,196378,28600864,33.6,85.4,61.9,146.704,11.6,16577426,25063947
1993-07-20,1114242,346760,19.98,3876.100098,1.2784,7.72,4.1875,15.4,458584,291245,239177,849308,196378,28600864,33.6,85.4,61.9,146.704,11.6,16577426,25063947
1993-07-22,1114242,346760,19.98,3838.5,1.2795,7.9,4,15.4,458584,291245,239177,849308,196378,28600864,33.6,85.4,61.9,146.704,11.6,16577426,25063947
1993-07-23,1114242,346760,19.98,3830.199951,1.2799,7.91,3.875,15.4,458584,291245,239177,849308,196378,28600864,33.6,85.4,61.9,146.704,11.6,16577426,25063947
1993-07-27,1114242,346760,19.98,3911.600098,1.284,7.83,4,15.4,458584,291245,239177,849308,196378,28600864,33.6,85.4,61.9,146.704,11.6,16577426,25063947
1993-07-28,1114242,346760,19.98,3923.100098,1.2836,7.79,4,15.4,458584,291245,239177,849308,196378,28600864,33.6,85.4,61.9,146.704,11.6,16577426,25063947
1993-07-29,1114242,346760,19.98,3957.600098,1.2875,7.71,4,15.4,458584,291245,239177,849308,196378,28600864,33.6,85.4,61.9,146.704,11.6,16577426,25063947
1993-07-30,1114242,346760,19.98,3967.199951,1.2844,7.72,3.9375,15.4,458584,291245,239177,849308,196378,28600864,33.6,85.4,61.9,146.704,11.6,16577426,25063947
1993-08-03,1114242,346760,19.13,3976.5,1.291,7.66,4.0625,15.4,458584,291245,239177,849308,196378,28600864,33.6,85.4,61.7,148.908,11.7,16472045,24887270
1993-08-04,1114242,346760,19.13,3988.5,1.2879,7.72,3.9375,15.4,458584,291245,239177,849308,196378,28600864,33.6,85.4,61.7,148.908,11.7,16472045,24887270
1993-08-05,1114242,346760,19.13,3947.600098,1.2895,7.67,3.9375,15.4,458584,291245,239177,849308,196378,28600864,33.6,85.4,61.7,148.908,11.7,16472045,24887270
1993-08-06,1114242,346760,19.13,3960,1.2908,7.62,3.9375,15.4,458584,291245,239177,849308,196378,28600864,33.6,85.4,61.7,148.908,11.7,16472045,24887270
1993-08-09,1114242,346760,19.13,4002.199951,1.2914,7.55,3.9375,15.4,458584,291245,239177,849308,196378,28600864,33.6,85.4,61.7,148.908,11.7,16472045,24887270
1993-08-16,1114242,346760,19.13,4020.199951,1.3152,7.53,4.3125,15.4,458584,291245,239177,849308,196378,28600864,33.6,85.4,61.7,148.908,11.7,16472045,24887270
1993-08-17,1114242,346760,19.13,4032.5,1.3143,7.53,4.1875,15.4,458584,291245,239177,849308,196378,28600864,33.6,85.4,61.7,148.908,11.7,16472045,24887270
1993-08-19,1114242,346760,19.13,4069.600098,1.3185,7.5,4.4375,15.4,458584,291245,239177,849308,196378,28600864,33.6,85.4,61.7,148.908,11.7,16472045,24887270
1993-08-20,1114242,346760,19.13,4077.199951,1.32,7.51,4.5625,15.4,458584,291245,239177,849308,196378,28600864,33.6,85.4,61.7,148.908,11.7,16472045,24887270
1993-08-24,1114242,346760,19.13,4112.200195,1.3194,7.5,4.5,15.4,458584,291245,239177,849308,196378,28600864,33.6,85.4,61.7,148.908,11.7,16472045,24887270
1993-08-27,1114242,346760,19.13,4133.399902,1.3218,7.4,4.5,15.4,458584,291245,239177,849308,196378,28600864,33.6,85.4,61.7,148.908,11.7,16472045,24887270
1993-08-31,1114242,346760,19.13,4137.600098,1.3208,7.34,4.25,15.4,458584,291245,239177,849308,196378,28600864,33.6,85.4,61.7,148.908,11.7,16472045,24887270
1993-09-03,1114242,346760,17.9,4125.600098,1.3284,7.28,4.25,15.4,458584,291245,239177,849308,196378,28600864,33.6,85.6,61.8,173.655,11.6,16351907,25026215
1993-09-07,1114242,346760,17.9,4023.699951,1.3243,7.25,4.25,15.4,458584,291245,239177,849308,196378,28600864,33.6,85.6,61.8,173.655,11.6,16351907,25026215
1993-09-08,1114242,346760,17.9,3952.899902,1.319,7.21,4.25,15.4,458584,291245,239177,849308,196378,28600864,33.6,85.6,61.8,173.655,11.6,16351907,25026215
1993-09-09,1114242,346760,17.9,4009.300049,1.3163,7.31,4.25,15.4,458584,291245,239177,849308,196378,28600864,33.6,85.6,61.8,173.655,11.6,16351907,25026215
1993-09-10,1114242,346760,17.9,4001.699951,1.3145,7.27,4.25,15.4,458584,291245,239177,849308,196378,28600864,33.6,85.6,61.8,173.655,11.6,16351907,25026215
1993-09-13,1114242,346760,17.9,3971.800049,1.3162,7.3,4.25,15.4,458584,291245,239177,849308,196378,28600864,33.6,85.6,61.8,173.655,11.6,16351907,25026215
1993-09-14,1114242,346760,17.9,3972.100098,1.3218,7.45,4.3125,15.4,458584,291245,239177,849308,196378,28600864,33.6,85.6,61.8,173.655,11.6,16351907,25026215
1993-09-16,1114242,346760,17.9,3988.100098,1.3147,7.48,4.375,15.4,458584,291245,239177,849308,196378,28600864,33.6,85.6,61.8,173.655,11.6,16351907,25026215
1993-09-17,1114242,346760,17.9,3978.300049,1.314,7.54,4.375,15.4,458584,291245,239177,849308,196378,28600864,33.6,85.6,61.8,173.655,11.6,16351907,25026215
1993-09-21,1114242,346760,17.9,3937.300049,1.3232,7.63,4.25,15.4,458584,291245,239177,849308,196378,28600864,33.6,85.6,61.8,173.655,11.6,16351907,25026215
1993-09-22,1114242,346760,17.9,3954.899902,1.319,7.54,4.3125,15.4,458584,291245,239177,849308,196378,28600864,33.6,85.6,61.8,173.655,11.6,16351907,25026215
1993-09-23,1114242,346760,17.9,3970.899902,1.3225,7.55,4.3125,15.4,458584,291245,239177,849308,196378,28600864,33.6,85.6,61.8,173.655,11.6,16351907,25026215
1993-09-28,1114242,346760,17.9,3978.800049,1.3237,7.44,4.25,15.4,458584,291245,239177,849308,196378,28600864,33.6,85.6,61.8,173.655,11.6,16351907,25026215
1993-09-30,1114242,346760,17.9,3990.600098,1.336,7.6,4.25,15.4,458584,291245,239177,849308,196378,28600864,33.6,85.6,61.8,173.655,11.6,16351907,25026215
1993-10-04,1119052,348144,18.01,4002,1.339,7.63,4.3125,11.7,444704,293470,240549,850339,200611,28684764,33.6,85.7,62.3,161.254,11.2,16712914,24906836
1993-10-06,1119052,348144,18.01,4055.5,1.3355,7.48,4.375,11.7,444704,293470,240549,850339,200611,28684764,33.6,85.7,62.3,161.254,11.2,16712914,24906836
1993-10-07,1119052,348144,18.01,4060.800049,1.333,7.46,4.4375,11.7,444704,293470,240549,850339,200611,28684764,33.6,85.7,62.3,161.254,11.2,16712914,24906836
1993-10-08,1119052,348144,18.01,4067.300049,1.3317,7.36,4.5,11.7,444704,293470,240549,850339,200611,28684764,33.6,85.7,62.3,161.254,11.2,16712914,24906836
1993-10-12,1119052,348144,18.01,4107.299805,1.3312,7.34,4.6875,11.7,444704,293470,240549,850339,200611,28684764,33.6,85.7,62.3,161.254,11.2,16712914,24906836
1993-10-13,1119052,348144,18.01,4111.799805,1.3293,7.35,4.625,11.7,444704,293470,240549,850339,200611,28684764,33.6,85.7,62.3,161.254,11.2,16712914,24906836
1993-10-14,1119052,348144,18.01,4145,1.3267,7.25,4.625,11.7,444704,293470,240549,850339,200611,28684764,33.6,85.7,62.3,161.254,11.2,16712914,24906836
1993-10-15,1119052,348144,18.01,4182.600098,1.3317,7.28,4.625,11.7,444704,293470,240549,850339,200611,28684764,33.6,85.7,62.3,161.254,11.2,16712914,24906836
1993-10-19,1119052,348144,18.01,4174.700195,1.3253,7.29,4.5625,11.7,444704,293470,240549,850339,200611,28684764,33.6,85.7,62.3,161.254,11.2,16712914,24906836
1993-10-25,1119052,348144,18.01,4155.299805,1.3095,7.34,4.5625,11.7,444704,293470,240549,850339,200611,28684764,33.6,85.7,62.3,161.254,11.2,16712914,24906836
1993-10-26,1119052,348144,18.01,4187.200195,1.3207,7.32,4.375,11.7,444704,293470,240549,850339,200611,28684764,33.6,85.7,62.3,161.254,11.2,16712914,24906836
1993-10-28,1119052,348144,18.01,4235.200195,1.3227,7.37,4.4375,11.7,444704,293470,240549,850339,200611,28684764,33.6,85.7,62.3,161.254,11.2,16712914,24906836
1993-11-01,1119052,348144,17.52,4248,1.316,7.36,4.375,11.7,444704,293470,240549,850339,200611,28684764,33.6,85.7,62.4,155.533,11.5,16703413,25565480
1993-11-08,1119052,348144,17.52,4216.5,1.2963,7.38,4.4375,11.7,444704,293470,240549,850339,200611,28684764,33.6,85.7,62.4,155.533,11.5,16703413,25565480
1993-11-09,1119052,348144,17.52,4251.399902,1.3073,7.34,4.375,11.7,444704,293470,240549,850339,200611,28684764,33.6,85.7,62.4,155.533,11.5,16703413,25565480
1993-11-12,1119052,348144,17.52,4302.799805,1.3135,7.35,4.125,11.7,444704,293470,240549,850339,200611,28684764,33.6,85.7,62.4,155.533,11.5,16703413,25565480
1993-11-17,1119052,348144,17.52,4236.5,1.3163,7.31,4,11.7,444704,293470,240549,850339,200611,28684764,33.6,85.7,62.4,155.533,11.5,16703413,25565480
1993-11-18,1119052,348144,17.52,4234.700195,1.3227,7.33,3.9375,11.7,444704,293470,240549,850339,200611,28684764,33.6,85.7,62.4,155.533,11.5,16703413,25565480
1993-11-19,1119052,348144,17.52,4238.200195,1.3278,7.4,3.875,11.7,444704,293470,240549,850339,200611,28684764,33.6,85.7,62.4,155.533,11.5,16703413,25565480
1993-11-23,1119052,348144,17.52,4215.299805,1.327,7.41,3.875,11.7,444704,293470,240549,850339,200611,28684764,33.6,85.7,62.4,155.533,11.5,16703413,25565480
1993-11-24,1119052,348144,17.52,4223.299805,1.3293,7.45,3.875,11.7,444704,293470,240549,850339,200611,28684764,33.6,85.7,62.4,155.533,11.5,16703413,25565480
1993-11-29,1119052,348144,17.52,4170.299805,1.3349,7.35,3.9375,11.7,444704,293470,240549,850339,200611,28684764,33.6,85.7,62.4,155.533,11.5,16703413,25565480
1993-11-30,1119052,348144,17.52,4180.200195,1.3372,7.38,3.875,11.7,444704,293470,240549,850339,200611,28684764,33.6,85.7,62.4,155.533,11.5,16703413,25565480
1993-12-02,1119052,348144,18.17,4226.299805,1.3309,7.35,3.9375,11.7,444704,293470,240549,850339,200611,28684764,33.6,85.9,62.8,162.186,11.3,16755338,26324156
1993-12-06,1119052,348144,18.17,4236,1.3267,7.25,4.1875,11.7,444704,293470,240549,850339,200611,28684764,33.6,85.9,62.8,162.186,11.3,16755338,26324156
1993-12-07,1119052,348144,18.17,4265.5,1.3227,7.28,4.4375,11.7,444704,293470,240549,850339,200611,28684764,33.6,85.9,62.8,162.186,11.3,16755338,26324156
1993-12-08,1119052,348144,18.17,4307.700195,1.323,7.26,4.5,11.7,444704,293470,240549,850339,200611,28684764,33.6,85.9,62.8,162.186,11.3,16755338,26324156
1993-12-09,1119052,348144,18.17,4290.600098,1.3248,7.23,4.5,11.7,444704,293470,240549,850339,200611,28684764,33.6,85.9,62.8,162.186,11.3,16755338,26324156
1993-12-13,1119052,348144,18.17,4293.399902,1.3292,7.32,4.4375,11.7,444704,293470,240549,850339,200611,28684764,33.6,85.9,62.8,162.186,11.3,16755338,26324156
1993-12-16,1119052,348144,18.17,4216.200195,1.3317,7.3,4.25,11.7,444704,293470,240549,850339,200611,28684764,33.6,85.9,62.8,162.186,11.3,16755338,26324156
1993-12-21,1119052,348144,18.17,4214.700195,1.3442,7.26,3.875,11.7,444704,293470,240549,850339,200611,28684764,33.6,85.9,62.8,162.186,11.3,16755338,26324156
1993-12-23,1119052,348144,18.17,4246.399902,1.3265,7.12,3.75,11.7,444704,293470,240549,850339,200611,28684764,33.6,85.9,62.8,162.186,11.3,16755338,26324156
