Date,GDP,Wages and salaries,WTI,GSPTSE,USD/CAD,10 year Bonds,Target Rate,Household saving rate,Household disposable income,Exports,Imports,Consumption,Gross fixed capital formation,Population,Median Age,CPI,IPPI,Housing Starts,Unemployment Rate,Retail Sales,Manufacturing Sales
2005-09-13,1652719,599304,59.03,10825.2002,1.18,4.15,2.75,1.3,719692,561190,472288,1169485,365271,32141943,38.3,107.1,79.8,249.838,6.7,30590992,49104947
2005-09-14,1652719,599304,59.03,10932.40039,1.1823,4.17,2.75,1.3,719692,561190,472288,1169485,365271,32141943,38.3,107.1,79.8,249.838,6.7,30590992,49104947
2005-09-15,1652719,599304,59.03,10966.29981,1.1863,4.19,2.75,1.3,719692,561190,472288,1169485,365271,32141943,38.3,107.1,79.8,249.838,6.7,30590992,49104947
2005-09-16,1652719,599304,59.03,10990.59961,1.1826,4.22,2.75,1.3,719692,561190,472288,1169485,365271,32141943,38.3,107.1,79.8,249.838,6.7,30590992,49104947
2005-09-19,1652719,599304,59.03,11024.7002,1.1691,4.2,2.75,1.3,719692,561190,472288,1169485,365271,32141943,38.3,107.1,79.8,249.838,6.7,30590992,49104947
2005-09-20,1652719,599304,59.03,10903.5,1.1704,4.2,2.75,1.3,719692,561190,472288,1169485,365271,32141943,38.3,107.1,79.8,249.838,6.7,30590992,49104947
2005-09-21,1652719,599304,59.03,10957.09961,1.1682,4.17,2.75,1.3,719692,561190,472288,1169485,365271,32141943,38.3,107.1,79.8,249.838,6.7,30590992,49104947
2005-09-22,1652719,599304,59.03,10870.79981,1.1668,4.17,2.75,1.3,719692,561190,472288,1169485,365271,32141943,38.3,107.1,79.8,249.838,6.7,30590992,49104947
2005-09-23,1652719,599304,59.03,10904.29981,1.1713,4.21,2.75,1.3,719692,561190,472288,1169485,365271,32141943,38.3,107.1,79.8,249.838,6.7,30590992,49104947
2005-09-26,1652719,599304,59.03,11005.5,1.177,4.24,2.75,1.3,719692,561190,472288,1169485,365271,32141943,38.3,107.1,79.8,249.838,6.7,30590992,49104947
2005-09-27,1652719,599304,59.03,11067.2002,1.1777,4.22,2.75,1.3,719692,561190,472288,1169485,365271,32141943,38.3,107.1,79.8,249.838,6.7,30590992,49104947
2005-09-28,1652719,599304,59.03,11042.29981,1.1782,4.21,2.75,1.3,719692,561190,472288,1169485,365271,32141943,38.3,107.1,79.8,249.838,6.7,30590992,49104947
2005-09-29,1652719,599304,59.03,11018.5,1.1725,4.24,2.75,1.3,719692,561190,472288,1169485,365271,32141943,38.3,107.1,79.8,249.838,6.7,30590992,49104947
2005-09-30,1652719,599304,59.03,11011.79981,1.1607,4.21,2.75,1.3,719692,561190,472288,1169485,365271,32141943,38.3,107.1,79.8,249.838,6.7,30590992,49104947
2005-10-03,1669060,610052,64.99,11081.2002,1.1657,4.24,2.75,2.1,724884,569271,480595,1177147,375143,32243753,38.3,107.5,80.1,209.411,6.7,30800241,48733079
2005-10-04,1669060,610052,64.99,10960.59961,1.172,4.2,2.75,2.1,724884,569271,480595,1177147,375143,32243753,38.3,107.5,80.1,209.411,6.7,30800241,48733079
2005-10-05,1669060,610052,64.99,10748.09961,1.1793,4.18,2.75,2.1,724884,569271,480595,1177147,375143,32243753,38.3,107.5,80.1,209.411,6.7,30800241,48733079
2005-10-06,1669060,610052,64.99,10562.2002,1.1815,4.2,2.75,2.1,724884,569271,480595,1177147,375143,32243753,38.3,107.5,80.1,209.411,6.7,30800241,48733079
2005-10-07,1669060,610052,64.99,10612.2002,1.1746,4.19,2.75,2.1,724884,569271,480595,1177147,375143,32243753,38.3,107.5,80.1,209.411,6.7,30800241,48733079
2005-10-11,1669060,610052,64.99,10620.5,1.1754,4.23,2.75,2.1,724884,569271,480595,1177147,375143,32243753,38.3,107.5,80.1,209.411,6.7,30800241,48733079
2005-10-12,1669060,610052,64.99,10493.09961,1.1706,4.29,2.75,2.1,724884,569271,480595,1177147,375143,32243753,38.3,107.5,80.1,209.411,6.7,30800241,48733079
2005-10-13,1669060,610052,64.99,10429.7002,1.1836,4.3,2.75,2.1,724884,569271,480595,1177147,375143,32243753,38.3,107.5,80.1,209.411,6.7,30800241,48733079
2005-10-14,1669060,610052,64.99,10488.79981,1.1854,4.29,2.75,2.1,724884,569271,480595,1177147,375143,32243753,38.3,107.5,80.1,209.411,6.7,30800241,48733079
2005-10-17,1669060,610052,64.99,10553.40039,1.1801,4.31,2.75,2.1,724884,569271,480595,1177147,375143,32243753,38.3,107.5,80.1,209.411,6.7,30800241,48733079
2005-10-18,1669060,610052,64.99,10345.09961,1.1802,4.3,3,2.1,724884,569271,480595,1177147,375143,32243753,38.3,107.5,80.1,209.411,6.7,30800241,48733079
2005-10-19,1669060,610052,64.99,10425.79981,1.1776,4.33,3,2.1,724884,569271,480595,1177147,375143,32243753,38.3,107.5,80.1,209.411,6.7,30800241,48733079
2005-10-20,1669060,610052,64.99,10190.7002,1.1763,4.3,3,2.1,724884,569271,480595,1177147,375143,32243753,38.3,107.5,80.1,209.411,6.7,30800241,48733079
2005-10-21,1669060,610052,64.99,10290.90039,1.1842,4.26,3,2.1,724884,569271,480595,1177147,375143,32243753,38.3,107.5,80.1,209.411,6.7,30800241,48733079
2005-10-24,1669060,610052,64.99,10360.79981,1.1887,4.28,3,2.1,724884,569271,480595,1177147,375143,32243753,38.3,107.5,80.1,209.411,6.7,30800241,48733079
2005-10-25,1669060,610052,64.99,10363.7002,1.1768,4.33,3,2.1,724884,569271,480595,1177147,375143,32243753,38.3,107.5,80.1,209.411,6.7,30800241,48733079
2005-10-26,1669060,610052,64.99,10283.7002,1.1703,4.38,3,2.1,724884,569271,480595,1177147,375143,32243753,38.3,107.5,80.1,209.411,6.7,30800241,48733079
2005-10-27,1669060,610052,64.99,10245.5,1.1695,4.36,3,2.1,724884,569271,480595,1177147,375143,32243753,38.3,107.5,80.1,209.411,6.7,30800241,48733079
2005-10-28,1669060,610052,64.99,10312.29981,1.1769,4.36,3,2.1,724884,569271,480595,1177147,375143,32243753,38.3,107.5,80.1,209.411,6.7,30800241,48733079
2005-10-31,1669060,610052,64.99,10383.29981,1.1796,4.36,3,2.1,724884,569271,480595,1177147,375143,32243753,38.3,107.5,80.1,209.411,6.7,30800241,48733079
2005-11-01,1669060,610052,65.55,10390.79981,1.1765,4.37,3,2.1,724884,569271,480595,1177147,375143,32243753,38.3,108.4,80.7,232.163,6.7,30647393,49994900
2005-11-02,1669060,610052,65.55,10585.7002,1.1806,4.37,3,2.1,724884,569271,480595,1177147,375143,32243753,38.3,108.4,80.7,232.163,6.7,30647393,49994900
2005-11-03,1669060,610052,65.55,10672.59961,1.1817,4.37,3,2.1,724884,569271,480595,1177147,375143,32243753,38.3,108.4,80.7,232.163,6.7,30647393,49994900
2005-11-04,1669060,610052,65.55,10674.79981,1.1815,4.38,3,2.1,724884,569271,480595,1177147,375143,32243753,38.3,108.4,80.7,232.163,6.7,30647393,49994900
2005-11-07,1669060,610052,65.55,10681.2002,1.1898,4.35,3,2.1,724884,569271,480595,1177147,375143,32243753,38.3,108.4,80.7,232.163,6.7,30647393,49994900
2005-11-08,1669060,610052,65.55,10616.2002,1.1885,4.31,3,2.1,724884,569271,480595,1177147,375143,32243753,38.3,108.4,80.7,232.163,6.7,30647393,49994900
2005-11-09,1669060,610052,65.55,10656.5,1.1857,4.35,3,2.1,724884,569271,480595,1177147,375143,32243753,38.3,108.4,80.7,232.163,6.7,30647393,49994900
2005-11-10,1669060,610052,65.55,10565.29981,1.1876,4.32,3,2.1,724884,569271,480595,1177147,375143,32243753,38.3,108.4,80.7,232.163,6.7,30647393,49994900
2005-11-14,1669060,610052,65.55,10684.7002,1.196,4.34,3,2.1,724884,569271,480595,1177147,375143,32243753,38.3,108.4,80.7,232.163,6.7,30647393,49994900
2005-11-15,1669060,610052,65.55,10628.90039,1.1942,4.3,3,2.1,724884,569271,480595,1177147,375143,32243753,38.3,108.4,80.7,232.163,6.7,30647393,49994900
2005-11-16,1669060,610052,65.55,10727,1.1918,4.25,3,2.1,724884,569271,480595,1177147,375143,32243753,38.3,108.4,80.7,232.163,6.7,30647393,49994900
2005-11-17,1669060,610052,65.55,10733.09961,1.1864,4.24,3,2.1,724884,569271,480595,1177147,375143,32243753,38.3,108.4,80.7,232.163,6.7,30647393,49994900
2005-11-18,1669060,610052,65.55,10722.09961,1.1907,4.26,3,2.1,724884,569271,480595,1177147,375143,32243753,38.3,108.4,80.7,232.163,6.7,30647393,49994900
2005-11-21,1669060,610052,65.55,10817.29981,1.182,4.24,3,2.1,724884,569271,480595,1177147,375143,32243753,38.3,108.4,80.7,232.163,6.7,30647393,49994900
2005-11-22,1669060,610052,65.55,10892.79981,1.1771,4.21,3,2.1,724884,569271,480595,1177147,375143,32243753,38.3,108.4,80.7,232.163,6.7,30647393,49994900
2005-11-23,1669060,610052,65.55,10919.79981,1.172,4.19,3,2.1,724884,569271,480595,1177147,375143,32243753,38.3,108.4,80.7,232.163,6.7,30647393,49994900
2005-11-25,1669060,610052,65.55,11002.59961,1.1691,4.18,3,2.1,724884,569271,480595,1177147,375143,32243753,38.3,108.4,80.7,232.163,6.7,30647393,49994900
2005-11-28,1669060,610052,65.55,10939.2002,1.1656,4.17,3,2.1,724884,569271,480595,1177147,375143,32243753,38.3,108.4,80.7,232.163,6.7,30647393,49994900
2005-11-29,1669060,610052,65.55,10942.59961,1.1671,4.2,3,2.1,724884,569271,480595,1177147,375143,32243753,38.3,108.4,80.7,232.163,6.7,30647393,49994900
2005-11-30,1669060,610052,65.55,10824.09961,1.167,4.2,3,2.1,724884,569271,480595,1177147,375143,32243753,38.3,108.4,80.7,232.163,6.7,30647393,49994900
2005-12-01,1669060,610052,62.27,10999.59961,1.1682,4.19,3,2.1,724884,569271,480595,1177147,375143,32243753,38.3,107.9,80.8,219.023,6.7,30600008,50754434
2005-12-02,1669060,610052,62.27,11005.2002,1.1627,4.23,3,2.1,724884,569271,480595,1177147,375143,32243753,38.3,107.9,80.8,219.023,6.7,30600008,50754434
2005-12-05,1669060,610052,62.27,11008.79981,1.1565,4.25,3,2.1,724884,569271,480595,1177147,375143,32243753,38.3,107.9,80.8,219.023,6.7,30600008,50754434
2005-12-06,1669060,610052,62.27,11096.79981,1.1563,4.2,3.25,2.1,724884,569271,480595,1177147,375143,32243753,38.3,107.9,80.8,219.023,6.7,30600008,50754434
2005-12-07,1669060,610052,62.27,11131.40039,1.1582,4.21,3.25,2.1,724884,569271,480595,1177147,375143,32243753,38.3,107.9,80.8,219.023,6.7,30600008,50754434
2005-12-08,1669060,610052,62.27,11167.2002,1.1572,4.18,3.25,2.1,724884,569271,480595,1177147,375143,32243753,38.3,107.9,80.8,219.023,6.7,30600008,50754434
2005-12-09,1669060,610052,62.27,11132,1.158,4.24,3.25,2.1,724884,569271,480595,1177147,375143,32243753,38.3,107.9,80.8,219.023,6.7,30600008,50754434
2005-12-12,1669060,610052,62.27,11099.29981,1.1507,4.26,3.25,2.1,724884,569271,480595,1177147,375143,32243753,38.3,107.9,80.8,219.023,6.7,30600008,50754434
2005-12-13,1669060,610052,62.27,11137.40039,1.1516,4.24,3.25,2.1,724884,569271,480595,1177147,375143,32243753,38.3,107.9,80.8,219.023,6.7,30600008,50754434
2005-12-14,1669060,610052,62.27,11095.79981,1.1531,4.2,3.25,2.1,724884,569271,480595,1177147,375143,32243753,38.3,107.9,80.8,219.023,6.7,30600008,50754434
2005-12-15,1669060,610052,62.27,11092.79981,1.158,4.19,3.25,2.1,724884,569271,480595,1177147,375143,32243753,38.3,107.9,80.8,219.023,6.7,30600008,50754434
2005-12-16,1669060,610052,62.27,11136.59961,1.156,4.13,3.25,2.1,724884,569271,480595,1177147,375143,32243753,38.3,107.9,80.8,219.023,6.7,30600008,50754434
2005-12-19,1669060,610052,62.27,11154.29981,1.1633,4.12,3.25,2.1,724884,569271,480595,1177147,375143,32243753,38.3,107.9,80.8,219.023,6.7,30600008,50754434
2005-12-20,1669060,610052,62.27,11180.59961,1.1733,4.14,3.25,2.1,724884,569271,480595,1177147,375143,32243753,38.3,107.9,80.8,219.023,6.7,30600008,50754434
2005-12-21,1669060,610052,62.27,11247.29981,1.1691,4.13,3.25,2.1,724884,569271,480595,1177147,375143,32243753,38.3,107.9,80.8,219.023,6.7,30600008,50754434
2005-12-22,1669060,610052,62.27,11255.40039,1.1665,4.1,3.25,2.1,724884,569271,480595,1177147,375143,32243753,38.3,107.9,80.8,219.023,6.7,30600008,50754434
2005-12-23,1669060,610052,62.27,11245.40039,1.1654,4.09,3.25,2.1,724884,569271,480595,1177147,375143,32243753,38.3,107.9,80.8,219.023,6.7,30600008,50754434
2005-12-28,1669060,610052,62.27,11261.2002,1.1636,4.04,3.25,2.1,724884,569271,480595,1177147,375143,32243753,38.3,107.9,80.8,219.023,6.7,30600008,50754434
2005-12-29,1669060,610052,62.27,11296.29981,1.1642,4.06,3.25,2.1,724884,569271,480595,1177147,375143,32243753,38.3,107.9,80.8,219.023,6.7,30600008,50754434
2005-12-30,1669060,610052,62.27,11272.29981,1.1656,4.06,3.25,2.1,724884,569271,480595,1177147,375143,32243753,38.3,107.9,80.8,219.023,6.7,30600008,50754434
2006-01-03,1682596,620020,58.34,11441.59961,1.1565,4.08,3.25,2.1,737612,582575,491840,1188951,383143,32353968,38.6,107.7,80.2,235.79,6.4,30887481,51149287
2006-01-04,1682596,620020,58.34,11501.5,1.1515,4.06,3.25,2.1,737612,582575,491840,1188951,383143,32353968,38.6,107.7,80.2,235.79,6.4,30887481,51149287
2006-01-05,1682596,620020,58.34,11507.7002,1.1619,4.09,3.25,2.1,737612,582575,491840,1188951,383143,32353968,38.6,107.7,80.2,235.79,6.4,30887481,51149287
2006-01-06,1682596,620020,58.34,11620.5,1.165,4.11,3.25,2.1,737612,582575,491840,1188951,383143,32353968,38.6,107.7,80.2,235.79,6.4,30887481,51149287
2006-01-09,1682596,620020,58.34,11565.2002,1.1691,4.13,3.25,2.1,737612,582575,491840,1188951,383143,32353968,38.6,107.7,80.2,235.79,6.4,30887481,51149287
2006-01-10,1682596,620020,58.34,11597.59961,1.1628,4.16,3.25,2.1,737612,582575,491840,1188951,383143,32353968,38.6,107.7,80.2,235.79,6.4,30887481,51149287
2006-01-11,1682596,620020,58.34,11621,1.1579,4.16,3.25,2.1,737612,582575,491840,1188951,383143,32353968,38.6,107.7,80.2,235.79,6.4,30887481,51149287
2006-01-12,1682596,620020,58.34,11595.2002,1.1624,4.15,3.25,2.1,737612,582575,491840,1188951,383143,32353968,38.6,107.7,80.2,235.79,6.4,30887481,51149287
2006-01-13,1682596,620020,58.34,11604.79981,1.1612,4.11,3.25,2.1,737612,582575,491840,1188951,383143,32353968,38.6,107.7,80.2,235.79,6.4,30887481,51149287
2006-01-17,1682596,620020,58.34,11689.59961,1.1642,4.07,3.25,2.1,737612,582575,491840,1188951,383143,32353968,38.6,107.7,80.2,235.79,6.4,30887481,51149287
2006-01-18,1682596,620020,58.34,11554.5,1.1726,4.07,3.25,2.1,737612,582575,491840,1188951,383143,32353968,38.6,107.7,80.2,235.79,6.4,30887481,51149287
2006-01-19,1682596,620020,58.34,11693,1.1662,4.12,3.25,2.1,737612,582575,491840,1188951,383143,32353968,38.6,107.7,80.2,235.79,6.4,30887481,51149287
2006-01-20,1682596,620020,58.34,11605.7002,1.1531,4.12,3.25,2.1,737612,582575,491840,1188951,383143,32353968,38.6,107.7,80.2,235.79,6.4,30887481,51149287
2006-01-23,1682596,620020,58.34,11733.40039,1.1511,4.15,3.25,2.1,737612,582575,491840,1188951,383143,32353968,38.6,107.7,80.2,235.79,6.4,30887481,51149287
2006-01-24,1682596,620020,58.34,11692.40039,1.1547,4.17,3.5,2.1,737612,582575,491840,1188951,383143,32353968,38.6,107.7,80.2,235.79,6.4,30887481,51149287
2006-01-25,1682596,620020,58.34,11675.2002,1.148,4.22,3.5,2.1,737612,582575,491840,1188951,383143,32353968,38.6,107.7,80.2,235.79,6.4,30887481,51149287
2006-01-26,1682596,620020,58.34,11737.40039,1.1502,4.25,3.5,2.1,737612,582575,491840,1188951,383143,32353968,38.6,107.7,80.2,235.79,6.4,30887481,51149287
2006-01-27,1682596,620020,58.34,11856.79981,1.147,4.25,3.5,2.1,737612,582575,491840,1188951,383143,32353968,38.6,107.7,80.2,235.79,6.4,30887481,51149287
2006-01-30,1682596,620020,58.34,11947.5,1.1443,4.26,3.5,2.1,737612,582575,491840,1188951,383143,32353968,38.6,107.7,80.2,235.79,6.4,30887481,51149287
2006-01-31,1682596,620020,58.34,11945.59961,1.1436,4.26,3.5,2.1,737612,582575,491840,1188951,383143,32353968,38.6,107.7,80.2,235.79,6.4,30887481,51149287
2006-02-01,1682596,620020,59.45,11952.09961,1.1401,4.28,3.5,2.1,737612,582575,491840,1188951,383143,32353968,38.6,107.6,80,233.376,6.6,31012789,50429674
2006-02-02,1682596,620020,59.45,11929.90039,1.1432,4.26,3.5,2.1,737612,582575,491840,1188951,383143,32353968,38.6,107.6,80,233.376,6.6,31012789,50429674
2006-02-03,1682596,620020,59.45,11937.59961,1.147,4.23,3.5,2.1,737612,582575,491840,1188951,383143,32353968,38.6,107.6,80,233.376,6.6,31012789,50429674
2006-02-06,1682596,620020,59.45,12080.5,1.1455,4.25,3.5,2.1,737612,582575,491840,1188951,383143,32353968,38.6,107.6,80,233.376,6.6,31012789,50429674
2006-02-07,1682596,620020,59.45,11817.29981,1.149,4.26,3.5,2.1,737612,582575,491840,1188951,383143,32353968,38.6,107.6,80,233.376,6.6,31012789,50429674
2006-02-08,1682596,620020,59.45,11735.09961,1.1535,4.27,3.5,2.1,737612,582575,491840,1188951,383143,32353968,38.6,107.6,80,233.376,6.6,31012789,50429674
2006-02-09,1682596,620020,59.45,11709.29981,1.1455,4.26,3.5,2.1,737612,582575,491840,1188951,383143,32353968,38.6,107.6,80,233.376,6.6,31012789,50429674
2006-02-10,1682596,620020,59.45,11651.7002,1.1543,4.29,3.5,2.1,737612,582575,491840,1188951,383143,32353968,38.6,107.6,80,233.376,6.6,31012789,50429674
2006-02-13,1682596,620020,59.45,11519.5,1.1548,4.28,3.5,2.1,737612,582575,491840,1188951,383143,32353968,38.6,107.6,80,233.376,6.6,31012789,50429674
2006-02-14,1682596,620020,59.45,11616.40039,1.1546,4.29,3.5,2.1,737612,582575,491840,1188951,383143,32353968,38.6,107.6,80,233.376,6.6,31012789,50429674
2006-02-15,1682596,620020,59.45,11557.29981,1.1541,4.29,3.5,2.1,737612,582575,491840,1188951,383143,32353968,38.6,107.6,80,233.376,6.6,31012789,50429674
2006-02-16,1682596,620020,59.45,11704.29981,1.1577,4.26,3.5,2.1,737612,582575,491840,1188951,383143,32353968,38.6,107.6,80,233.376,6.6,31012789,50429674
2006-02-17,1682596,620020,59.45,11758,1.1522,4.2,3.5,2.1,737612,582575,491840,1188951,383143,32353968,38.6,107.6,80,233.376,6.6,31012789,50429674
2006-02-21,1682596,620020,59.45,11826.40039,1.1464,4.21,3.5,2.1,737612,582575,491840,1188951,383143,32353968,38.6,107.6,80,233.376,6.6,31012789,50429674
2006-02-22,1682596,620020,59.45,11800.2002,1.1482,4.17,3.5,2.1,737612,582575,491840,1188951,383143,32353968,38.6,107.6,80,233.376,6.6,31012789,50429674
2006-02-23,1682596,620020,59.45,11738.59961,1.1512,4.2,3.5,2.1,737612,582575,491840,1188951,383143,32353968,38.6,107.6,80,233.376,6.6,31012789,50429674
2006-02-24,1682596,620020,59.45,11810.59961,1.152,4.2,3.5,2.1,737612,582575,491840,1188951,383143,32353968,38.6,107.6,80,233.376,6.6,31012789,50429674
2006-02-27,1682596,620020,59.45,11706.5,1.1418,4.2,3.5,2.1,737612,582575,491840,1188951,383143,32353968,38.6,107.6,80,233.376,6.6,31012789,50429674
2006-02-28,1682596,620020,59.45,11688.29981,1.1379,4.17,3.5,2.1,737612,582575,491840,1188951,383143,32353968,38.6,107.6,80,233.376,6.6,31012789,50429674
2006-03-01,1682596,620020,65.54,11794.59961,1.1365,4.2,3.5,2.1,737612,582575,491840,1188951,383143,32353968,38.6,108.2,80.6,223.622,6.6,31230056,51479374
2006-03-02,1682596,620020,65.54,11906.90039,1.132,4.23,3.5,2.1,737612,582575,491840,1188951,383143,32353968,38.6,108.2,80.6,223.622,6.6,31230056,51479374
2006-03-03,1682596,620020,65.54,11978.7002,1.1352,4.27,3.5,2.1,737612,582575,491840,1188951,383143,32353968,38.6,108.2,80.6,223.622,6.6,31230056,51479374
2006-03-06,1682596,620020,65.54,11883.29981,1.1401,4.32,3.5,2.1,737612,582575,491840,1188951,383143,32353968,38.6,108.2,80.6,223.622,6.6,31230056,51479374
2006-03-07,1682596,620020,65.54,11816.5,1.1468,4.28,3.75,2.1,737612,582575,491840,1188951,383143,32353968,38.6,108.2,80.6,223.622,6.6,31230056,51479374
2006-03-08,1682596,620020,65.54,11737.09961,1.1575,4.26,3.75,2.1,737612,582575,491840,1188951,383143,32353968,38.6,108.2,80.6,223.622,6.6,31230056,51479374
2006-03-09,1682596,620020,65.54,11765.29981,1.1593,4.27,3.75,2.1,737612,582575,491840,1188951,383143,32353968,38.6,108.2,80.6,223.622,6.6,31230056,51479374
2006-03-10,1682596,620020,65.54,11833.59961,1.1605,4.29,3.75,2.1,737612,582575,491840,1188951,383143,32353968,38.6,108.2,80.6,223.622,6.6,31230056,51479374
2006-03-13,1682596,620020,65.54,11906.7002,1.1616,4.29,3.75,2.1,737612,582575,491840,1188951,383143,32353968,38.6,108.2,80.6,223.622,6.6,31230056,51479374
2006-03-14,1682596,620020,65.54,11973.29981,1.1548,4.23,3.75,2.1,737612,582575,491840,1188951,383143,32353968,38.6,108.2,80.6,223.622,6.6,31230056,51479374
2006-03-15,1682596,620020,65.54,12055.59961,1.1553,4.24,3.75,2.1,737612,582575,491840,1188951,383143,32353968,38.6,108.2,80.6,223.622,6.6,31230056,51479374
2006-03-16,1682596,620020,65.54,12085.7002,1.154,4.18,3.75,2.1,737612,582575,491840,1188951,383143,32353968,38.6,108.2,80.6,223.622,6.6,31230056,51479374
2006-03-17,1682596,620020,65.54,12000.7002,1.1587,4.2,3.75,2.1,737612,582575,491840,1188951,383143,32353968,38.6,108.2,80.6,223.622,6.6,31230056,51479374
2006-03-20,1682596,620020,65.54,11929.29981,1.1627,4.21,3.75,2.1,737612,582575,491840,1188951,383143,32353968,38.6,108.2,80.6,223.622,6.6,31230056,51479374
2006-03-21,1682596,620020,65.54,11947.59961,1.1647,4.23,3.75,2.1,737612,582575,491840,1188951,383143,32353968,38.6,108.2,80.6,223.622,6.6,31230056,51479374
2006-03-22,1682596,620020,65.54,11970.7002,1.1651,4.22,3.75,2.1,737612,582575,491840,1188951,383143,32353968,38.6,108.2,80.6,223.622,6.6,31230056,51479374
2006-03-23,1682596,620020,65.54,12017.90039,1.1657,4.23,3.75,2.1,737612,582575,491840,1188951,383143,32353968,38.6,108.2,80.6,223.622,6.6,31230056,51479374
2006-03-24,1682596,620020,65.54,12111.09961,1.1675,4.18,3.75,2.1,737612,582575,491840,1188951,383143,32353968,38.6,108.2,80.6,223.622,6.6,31230056,51479374
2006-03-27,1682596,620020,65.54,12078.5,1.1685,4.21,3.75,2.1,737612,582575,491840,1188951,383143,32353968,38.6,108.2,80.6,223.622,6.6,31230056,51479374
2006-03-28,1682596,620020,65.54,12048.79981,1.1696,4.24,3.75,2.1,737612,582575,491840,1188951,383143,32353968,38.6,108.2,80.6,223.622,6.6,31230056,51479374
2006-03-29,1682596,620020,65.54,12190.59961,1.1722,4.26,3.75,2.1,737612,582575,491840,1188951,383143,32353968,38.6,108.2,80.6,223.622,6.6,31230056,51479374
2006-03-30,1682596,620020,65.54,12207,1.1628,4.31,3.75,2.1,737612,582575,491840,1188951,383143,32353968,38.6,108.2,80.6,223.622,6.6,31230056,51479374
2006-03-31,1682596,620020,65.54,12110.59961,1.167,4.29,3.75,2.1,737612,582575,491840,1188951,383143,32353968,38.6,108.2,80.6,223.622,6.6,31230056,51479374
2006-04-03,1683465,628660,61.93,12210.90039,1.1718,4.32,3.75,3.1,759840,574749,496260,1202502,390194,32395309,38.6,108,80.2,238.095,6.4,31747679,51602375
2006-04-04,1683465,628660,61.93,12174.09961,1.1662,4.35,3.75,3.1,759840,574749,496260,1202502,390194,32395309,38.6,108,80.2,238.095,6.4,31747679,51602375
2006-04-05,1683465,628660,61.93,12299.09961,1.1619,4.36,3.75,3.1,759840,574749,496260,1202502,390194,32395309,38.6,108,80.2,238.095,6.4,31747679,51602375
2006-04-06,1683465,628660,61.93,12342,1.1532,4.4,3.75,3.1,759840,574749,496260,1202502,390194,32395309,38.6,108,80.2,238.095,6.4,31747679,51602375
2006-04-07,1683465,628660,61.93,12241.2002,1.1464,4.46,3.75,3.1,759840,574749,496260,1202502,390194,32395309,38.6,108,80.2,238.095,6.4,31747679,51602375
2006-04-10,1683465,628660,61.93,12289.7002,1.1466,4.46,3.75,3.1,759840,574749,496260,1202502,390194,32395309,38.6,108,80.2,238.095,6.4,31747679,51602375
2006-04-11,1683465,628660,61.93,12177.29981,1.1457,4.44,3.75,3.1,759840,574749,496260,1202502,390194,32395309,38.6,108,80.2,238.095,6.4,31747679,51602375
2006-04-12,1683465,628660,61.93,12167.7002,1.1479,4.47,3.75,3.1,759840,574749,496260,1202502,390194,32395309,38.6,108,80.2,238.095,6.4,31747679,51602375
2006-04-13,1683465,628660,61.93,12248.59961,1.1514,4.51,3.75,3.1,759840,574749,496260,1202502,390194,32395309,38.6,108,80.2,238.095,6.4,31747679,51602375
2006-04-17,1683465,628660,61.93,12309,1.1452,4.49,3.75,3.1,759840,574749,496260,1202502,390194,32395309,38.6,108,80.2,238.095,6.4,31747679,51602375
2006-04-18,1683465,628660,61.93,12446.79981,1.1421,4.48,3.75,3.1,759840,574749,496260,1202502,390194,32395309,38.6,108,80.2,238.095,6.4,31747679,51602375
2006-04-19,1683465,628660,61.93,12487.29981,1.1367,4.53,3.75,3.1,759840,574749,496260,1202502,390194,32395309,38.6,108,80.2,238.095,6.4,31747679,51602375
2006-04-20,1683465,628660,61.93,12313.7002,1.1386,4.56,3.75,3.1,759840,574749,496260,1202502,390194,32395309,38.6,108,80.2,238.095,6.4,31747679,51602375
2006-04-21,1683465,628660,61.93,12437.2002,1.1372,4.54,3.75,3.1,759840,574749,496260,1202502,390194,32395309,38.6,108,80.2,238.095,6.4,31747679,51602375
2006-04-24,1683465,628660,61.93,12342.2002,1.1373,4.5,3.75,3.1,759840,574749,496260,1202502,390194,32395309,38.6,108,80.2,238.095,6.4,31747679,51602375
2006-04-25,1683465,628660,61.93,12329.79981,1.1317,4.57,4,3.1,759840,574749,496260,1202502,390194,32395309,38.6,108,80.2,238.095,6.4,31747679,51602375
2006-04-26,1683465,628660,61.93,12321.7002,1.1271,4.59,4,3.1,759840,574749,496260,1202502,390194,32395309,38.6,108,80.2,238.095,6.4,31747679,51602375
2006-04-27,1683465,628660,61.93,12187.7002,1.1235,4.57,4,3.1,759840,574749,496260,1202502,390194,32395309,38.6,108,80.2,238.095,6.4,31747679,51602375
2006-04-28,1683465,628660,61.93,12204.2002,1.1203,4.53,4,3.1,759840,574749,496260,1202502,390194,32395309,38.6,108,80.2,238.095,6.4,31747679,51602375
2006-05-01,1683465,628660,62.97,12234.59961,1.113,4.57,4,3.1,759840,574749,496260,1202502,390194,32395309,38.6,108.6,81,249.27,6.4,31744450,50342334
2006-05-02,1683465,628660,62.97,12274.5,1.1069,4.54,4,3.1,759840,574749,496260,1202502,390194,32395309,38.6,108.6,81,249.27,6.4,31744450,50342334
2006-05-03,1683465,628660,62.97,12196.2002,1.1072,4.53,4,3.1,759840,574749,496260,1202502,390194,32395309,38.6,108.6,81,249.27,6.4,31744450,50342334
