"TERMS AND CONDITIONS"
"https://www.bankofcanada.ca/terms/"

"SERIES"
"id","label","description"
"CEER_BROADN","Daily Nominal Canadian Effective Exchange Rates","Nominal Canadian Effective Exchange Rate (CEER) (1999=100)"
"CEER_BROADN_XUS","Daily Nominal CEER excluding the U.S. dollar","Nominal Canadian Effective Exchange Rate (CEER) excluding the U.S. dollar  (1999=100)"
"CEER_MCN","Daily Nominal CEER versus Major Currencies","Nominal Canadian Effective Exchange Rate (CEER) versus Major Currencies  (1999=100)"
"CEER_OITPN","Daily Nominal CEER versus Other Important Trading Partners","Nominal Canadian Effective Exchange Rate (CEER) versus Other Important Trading Partners  (1999=100)"

"OBSERVATIONS"
"date","CEER_BROADN","CEER_BROADN_XUS","CEER_MCN","CEER_OITPN"
"2005-03-18","119.46","115.09","116.86","131.60"
"2005-03-21","118.89","114.88","116.32","130.89"
"2005-03-22","119.75","115.60","117.18","131.82"
"2005-03-23","119.06","115.45","116.53","130.93"
"2005-03-24","119.02","115.57","116.49","130.90"
"2005-03-25","119.02","115.57","116.49","130.90"
"2005-03-28","118.46","115.30","115.93","130.32"
"2005-03-29","119.35","116.08","116.84","131.20"
"2005-03-30","118.93","115.50","116.48","130.51"
"2005-03-31","119.50","115.93","117.07","130.97"
"2005-04-01","119.13","115.72","116.77","130.33"
"2005-04-04","118.74","115.53","116.40","129.86"
"2005-04-05","118.75","115.52","116.42","129.83"
"2005-04-06","118.54","115.27","116.23","129.53"
"2005-04-07","118.54","115.15","116.25","129.43"
"2005-04-08","118.11","114.67","115.85","128.91"
"2005-04-11","117.12","113.51","114.88","127.82"
"2005-04-12","116.63","113.28","114.40","127.27"
"2005-04-13","116.76","113.15","114.57","127.26"
"2005-04-14","116.58","113.29","114.39","127.07"
"2005-04-15","116.36","112.85","114.13","127.00"
"2005-04-18","115.67","112.05","113.36","126.62"
"2005-04-19","116.21","112.45","113.95","127.00"
"2005-04-20","116.24","112.32","114.00","126.92"
"2005-04-21","116.23","112.29","114.02","126.84"
"2005-04-22","116.60","112.54","114.39","127.20"
"2005-04-25","116.37","112.41","114.20","126.82"
"2005-04-26","115.62","111.78","113.46","126.00"
"2005-04-27","115.64","111.83","113.48","126.00"
"2005-04-28","115.30","111.56","113.12","125.72"
"2005-04-29","114.58","110.69","112.43","124.91"
"2005-05-02","114.81","111.03","112.73","124.87"
"2005-05-03","114.87","111.07","112.79","124.93"
"2005-05-04","115.06","111.05","113.02","124.96"
"2005-05-05","115.54","111.44","113.49","125.47"
"2005-05-06","115.88","111.98","113.88","125.61"
"2005-05-09","116.45","112.61","114.45","126.21"
"2005-05-10","116.51","112.66","114.45","126.47"
"2005-05-11","115.68","112.01","113.67","125.46"
"2005-05-12","115.68","112.22","113.76","125.13"
"2005-05-13","114.66","111.43","112.77","123.99"
"2005-05-16","114.03","110.91","112.11","123.45"
"2005-05-17","114.33","111.14","112.43","123.64"
"2005-05-18","114.68","111.41","112.81","123.91"
"2005-05-19","114.68","111.46","112.85","123.77"
"2005-05-20","114.82","111.84","113.00","123.87"
"2005-05-23","114.82","111.84","113.00","123.87"
"2005-05-24","114.88","111.74","113.04","123.98"
"2005-05-25","114.55","111.36","112.78","123.40"
"2005-05-26","114.35","111.36","112.60","123.13"
"2005-05-27","115.09","111.91","113.37","123.74"
"2005-05-30","115.42","112.33","113.75","123.86"
"2005-05-31","116.10","113.27","114.38","124.76"
"2005-06-01","116.67","114.07","115.01","125.15"
"2005-06-02","116.54","113.83","114.89","124.95"
"2005-06-03","116.44","113.73","114.82","124.73"
"2005-06-06","116.72","113.92","114.96","125.55"
"2005-06-07","116.41","113.53","114.67","125.16"
"2005-06-08","116.65","113.68","114.92","125.34"
"2005-06-09","115.90","113.27","114.18","124.58"
"2005-06-10","116.62","114.20","114.96","125.08"
"2005-06-13","116.09","113.96","114.47","124.36"
"2005-06-14","116.25","114.05","114.65","124.45"
"2005-06-15","117.56","115.18","115.92","125.93"
"2005-06-16","117.73","115.30","116.15","125.92"
"2005-06-17","117.75","115.00","116.15","126.02"
"2005-06-20","118.19","115.66","116.61","126.38"
"2005-06-21","118.22","115.58","116.64","126.40"
"2005-06-22","117.79","115.20","116.25","125.81"
"2005-06-23","118.36","115.91","116.79","126.49"
"2005-06-24","118.19","115.73","116.66","126.21"
"2005-06-27","118.32","115.80","116.73","126.52"
"2005-06-28","118.47","116.16","116.89","126.64"
"2005-06-29","118.90","116.54","117.39","126.83"
"2005-06-30","119.09","116.85","117.56","127.08"
"2005-07-01","119.09","116.85","117.56","127.08"
"2005-07-04","118.11","116.38","116.67","125.78"
"2005-07-05","117.84","116.15","116.39","125.55"
"2005-07-06","118.55","116.89","117.07","126.36"
"2005-07-07","119.31","117.69","117.80","127.27"
"2005-07-08","120.08","118.44","118.60","127.93"
"2005-07-11","120.67","118.62","119.19","128.49"
"2005-07-12","120.97","118.54","119.45","128.95"
"2005-07-13","121.05","118.94","119.59","128.81"
"2005-07-14","120.98","118.81","119.57","128.54"
"2005-07-15","119.78","117.77","118.40","127.21"
"2005-07-18","120.16","117.95","118.80","127.54"
"2005-07-19","120.09","118.23","118.72","127.48"
"2005-07-20","119.81","117.99","118.41","127.35"
"2005-07-21","119.54","116.94","118.36","126.23"
"2005-07-22","119.67","117.23","118.50","126.33"
"2005-07-25","119.64","117.31","118.44","126.44"
"2005-07-26","118.83","116.76","117.61","125.67"
"2005-07-27","118.38","116.30","117.17","125.15"
"2005-07-28","118.14","115.78","116.94","124.88"
"2005-07-29","118.86","116.39","117.69","125.47"
"2005-08-01","118.86","116.39","117.69","125.47"
"2005-08-02","119.89","117.08","118.72","126.55"
"2005-08-03","119.58","116.49","118.42","126.22"
"2005-08-04","119.57","116.35","118.43","126.12"
"2005-08-05","119.11","116.13","117.98","125.58"
"2005-08-08","119.59","116.54","118.42","126.26"
"2005-08-09","119.55","116.56","118.37","126.22"
"2005-08-10","119.61","116.38","118.48","126.11"
"2005-08-11","120.33","116.90","119.08","127.30"
"2005-08-12","121.17","117.77","119.83","128.51"
"2005-08-15","120.97","117.61","119.71","128.00"
"2005-08-16","120.91","117.59","119.66","127.90"
"2005-08-17","120.07","116.92","118.81","127.05"
"2005-08-18","119.35","116.58","118.10","126.27"
"2005-08-19","119.97","117.42","118.58","127.46"
"2005-08-22","120.69","117.83","119.30","128.18"
"2005-08-23","121.35","118.57","119.92","129.01"
"2005-08-24","121.69","118.99","120.18","129.66"
"2005-08-25","122.18","119.25","120.68","130.12"
"2005-08-26","121.50","118.58","119.98","129.52"
"2005-08-29","121.58","118.89","120.08","129.50"
"2005-08-30","122.17","119.61","120.74","129.83"
"2005-08-31","122.20","119.26","120.77","129.88"
"2005-09-01","122.26","118.92","120.80","130.04"
"2005-09-02","121.66","118.04","120.24","129.28"
"2005-09-05","121.66","118.04","120.24","129.28"
"2005-09-06","121.84","118.28","120.46","129.32"
"2005-09-07","122.00","118.54","120.63","129.46"
"2005-09-08","122.50","119.12","121.15","129.86"
"2005-09-09","123.05","119.54","121.67","130.53"
"2005-09-12","122.32","119.09","121.02","129.51"
"2005-09-13","123.02","119.97","121.70","130.30"
"2005-09-14","122.77","119.69","121.38","130.31"
"2005-09-15","122.48","119.48","121.18","129.68"
"2005-09-16","122.88","120.01","121.59","130.05"
"2005-09-19","124.40","121.59","123.10","131.63"
"2005-09-20","124.28","121.46","122.98","131.53"
"2005-09-21","124.26","121.29","122.99","131.37"
"2005-09-22","124.70","121.96","123.41","131.88"
"2005-09-23","124.46","121.91","123.24","131.36"
"2005-09-26","124.54","122.06","123.32","131.46"
"2005-09-27","123.95","121.69","122.76","130.76"
"2005-09-28","123.85","121.54","122.70","130.51"
"2005-09-29","124.43","122.04","123.31","131.01"
"2005-09-30","125.56","123.05","124.42","132.21"
"2005-10-03","125.36","123.22","124.29","131.78"
"2005-10-04","124.67","122.50","123.64","130.90"
"2005-10-05","123.78","121.49","122.68","130.22"
"2005-10-06","123.31","120.83","122.10","130.18"
"2005-10-07","124.13","121.69","122.97","130.85"
"2005-10-10","124.13","121.69","122.97","130.85"
"2005-10-11","124.25","122.01","123.14","130.75"
"2005-10-12","124.79","122.58","123.61","131.58"
"2005-10-13","123.73","121.90","122.52","130.60"
"2005-10-14","123.17","120.93","121.95","130.08"
"2005-10-17","123.86","121.73","122.71","130.51"
"2005-10-18","124.12","122.25","123.00","130.66"
"2005-10-19","124.28","122.34","123.07","131.13"
"2005-10-20","124.34","122.35","123.18","131.04"
"2005-10-21","123.66","121.88","122.43","130.62"
"2005-10-24","123.08","121.11","121.87","129.93"
"2005-10-25","124.05","121.78","122.81","131.06"
"2005-10-26","124.91","122.80","123.68","131.91"
"2005-10-27","124.83","122.55","123.54","132.03"
"2005-10-28","124.11","121.92","122.93","130.88"
"2005-10-31","123.96","121.96","122.89","130.32"
"2005-11-01","124.37","122.41","123.30","130.72"
"2005-11-02","123.85","121.74","122.80","130.15"
"2005-11-03","123.83","121.88","122.86","129.81"
"2005-11-04","124.29","122.79","123.34","130.22"
"2005-11-07","123.30","121.75","122.43","128.90"
"2005-11-08","123.47","121.94","122.56","129.23"
"2005-11-09","123.77","122.28","122.92","129.31"
"2005-11-10","123.64","122.19","122.80","129.11"
"2005-11-11","123.64","122.19","122.80","129.11"
"2005-11-14","122.95","121.72","122.18","128.17"
"2005-11-15","123.10","121.80","122.35","128.29"
"2005-11-16","123.42","122.21","122.69","128.50"
"2005-11-17","123.90","122.57","123.14","129.11"
"2005-11-18","123.52","122.24","122.73","128.84"
"2005-11-21","124.35","123.03","123.56","129.67"
"2005-11-22","124.97","123.76","124.09","130.62"
"2005-11-23","125.32","123.87","124.47","130.91"
"2005-11-24","125.37","123.92","124.54","130.85"
"2005-11-25","125.76","124.49","124.98","131.11"
"2005-11-28","125.93","124.41","125.15","131.25"
"2005-11-29","125.79","124.31","125.04","131.01"
"2005-11-30","125.76","124.25","125.01","130.95"
"2005-12-01","125.79","124.49","125.12","130.72"
"2005-12-02","126.39","125.02","125.74","131.24"
"2005-12-05","126.92","125.39","126.22","131.96"
"2005-12-06","126.88","125.24","126.26","131.61"
"2005-12-07","126.83","125.38","126.20","131.61"
"2005-12-08","126.73","125.07","125.97","131.97"
"2005-12-09","126.81","125.33","125.93","132.52"
"2005-12-12","127.32","125.49","126.36","133.36"
"2005-12-13","127.25","125.51","126.34","133.10"
"2005-12-14","126.77","124.61","125.68","133.25"
"2005-12-15","126.37","124.34","125.32","132.69"
"2005-12-16","126.47","124.39","125.31","133.19"
"2005-12-19","125.76","123.76","124.62","132.41"
"2005-12-20","124.98","123.32","123.97","131.14"
"2005-12-21","125.44","123.82","124.51","131.28"
"2005-12-22","125.59","123.82","124.61","131.64"
"2005-12-23","125.83","124.10","124.87","131.82"
"2005-12-26","125.83","124.10","124.87","131.82"
"2005-12-27","125.83","124.10","124.87","131.82"
"2005-12-28","126.12","124.59","125.08","132.43"
"2005-12-29","126.03","124.47","125.07","131.99"
"2005-12-30","125.85","124.26","124.95","131.60"
"2006-01-02","125.85","124.26","124.95","131.60"
"2006-01-03","126.41","124.39","125.42","132.51"
"2006-01-04","126.70","124.30","125.75","132.65"
"2006-01-05","125.50","123.04","124.60","131.26"
"2006-01-06","124.90","122.16","123.98","130.71"
"2006-01-09","124.51","121.87","123.71","129.92"
"2006-01-10","125.25","122.65","124.41","130.80"
"2006-01-11","125.63","122.86","124.70","131.47"
"2006-01-12","125.24","122.60","124.45","130.62"
"2006-01-13","125.32","122.63","124.44","131.03"
"2006-01-16","125.71","123.01","124.86","131.31"
"2006-01-17","125.19","122.69","124.32","130.80"
"2006-01-18","124.31","121.85","123.40","130.09"
"2006-01-19","124.93","122.33","124.05","130.61"
"2006-01-20","126.22","123.54","125.41","131.65"
"2006-01-23","126.07","122.97","125.20","131.71"
"2006-01-24","125.58","122.41","124.76","131.06"
"2006-01-25","126.43","123.36","125.66","131.73"
"2006-01-26","126.26","123.26","125.54","131.42"
"2006-01-27","126.76","123.94","126.15","131.56"
"2006-01-30","127.20","124.47","126.61","131.91"
"2006-01-31","127.03","124.08","126.43","131.79"
"2006-02-01","127.64","124.88","127.07","132.30"
"2006-02-02","127.40","124.75","126.76","132.30"
"2006-02-03","127.16","124.73","126.60","131.80"
"2006-02-06","127.34","124.94","126.90","131.57"
"2006-02-07","126.92","124.47","126.43","131.28"
"2006-02-08","126.59","124.34","126.09","131.01"
"2006-02-09","127.41","125.02","126.95","131.70"
"2006-02-10","126.39","123.99","125.95","130.61"
"2006-02-13","126.36","124.00","125.92","130.58"
"2006-02-14","126.36","124.00","125.94","130.49"
"2006-02-15","126.49","124.18","126.07","130.64"
"2006-02-16","126.09","123.80","125.71","130.10"
"2006-02-17","126.64","124.26","126.29","130.52"
"2006-02-20","126.98","124.46","126.64","130.85"
"2006-02-21","127.27","124.87","126.95","131.08"
"2006-02-22","127.15","124.85","126.75","131.27"
"2006-02-23","126.62","124.12","126.20","130.77"
"2006-02-24","126.61","124.16","126.24","130.61"
"2006-02-27","127.68","125.18","127.29","131.75"
"2006-02-28","127.94","125.24","127.55","132.00"
"2006-03-01","128.15","125.53","127.79","132.10"
"2006-03-02","128.54","125.77","128.09","132.83"
"2006-03-03","128.23","125.50","127.74","132.67"
"2006-03-06","127.82","125.27","127.33","132.22"
"2006-03-07","127.44","125.31","126.87","132.11"
"2006-03-08","126.39","124.36","125.70","131.42"
"2006-03-09","126.07","123.95","125.45","130.85"
"2006-03-10","126.08","124.10","125.55","130.60"
"2006-03-13","125.85","123.76","125.29","130.43"
"2006-03-14","126.25","123.80","125.66","130.97"
"2006-03-15","126.14","123.61","125.58","130.76"
"2006-03-16","126.09","123.32","125.54","130.69"
"2006-03-17","125.43","122.56","124.79","130.30"
"2006-03-20","125.11","122.36","124.46","130.00"
"2006-03-21","125.20","122.77","124.56","130.07"
"2006-03-22","125.14","122.71","124.40","130.32"
"2006-03-23","125.33","123.18","124.67","130.27"
"2006-03-24","125.10","122.87","124.40","130.15"
"2006-03-27","125.00","122.81","124.21","130.35"
"2006-03-28","124.85","122.64","124.02","130.35"
"2006-03-29","124.72","122.67","123.94","130.05"
"2006-03-30","125.51","123.17","124.71","130.93"
"2006-03-31","124.98","122.58","124.25","130.13"
"2006-04-03","124.45","122.06","123.79","129.36"
"2006-04-04","124.75","122.02","124.07","129.75"
"2006-04-05","125.22","122.49","124.52","130.31"
"2006-04-06","126.30","123.71","125.53","131.64"
"2006-04-07","127.33","125.03","126.55","132.71"
"2006-04-10","127.34","125.04","126.63","132.47"
"2006-04-11","127.35","124.96","126.61","132.57"
"2006-04-12","127.14","124.77","126.41","132.36"
"2006-04-13","126.71","124.39","125.94","132.05"
"2006-04-14","126.71","124.39","125.94","132.05"
"2006-04-17","127.08","124.35","126.24","132.67"
"2006-04-18","127.37","124.54","126.60","132.74"
"2006-04-19","127.78","124.71","127.01","133.12"
"2006-04-20","127.60","124.63","126.82","132.99"
"2006-04-21","127.73","124.71","126.89","133.31"
"2006-04-24","127.48","124.20","126.63","133.10"
"2006-04-25","128.08","124.75","127.19","133.88"
"2006-04-26","128.56","125.16","127.56","134.69"
"2006-04-27","128.73","125.08","127.76","134.78"
"2006-04-28","128.84","124.91","127.85","134.97"
"2006-05-01","129.56","125.51","128.59","135.64"
"2006-05-02","130.20","126.02","129.26","136.19"
"2006-05-03","130.10","125.85","129.22","135.89"
"2006-05-04","130.10","125.79","129.17","136.02"
"2006-05-05","129.86","125.35","128.92","135.83"
"2006-05-08","129.24","124.65","128.33","135.08"
"2006-05-09","130.28","125.57","129.35","136.23"
"2006-05-10","130.23","125.30","129.34","136.05"
"2006-05-11","130.38","125.39","129.37","136.63"
"2006-05-12","129.40","124.58","128.21","136.22"
"2006-05-15","129.03","124.52","127.70","136.34"
"2006-05-16","129.25","124.61","128.02","136.21"
"2006-05-17","129.35","124.99","128.10","136.41"
"2006-05-18","128.37","124.07","126.97","135.89"
"2006-05-19","128.30","124.17","126.96","135.60"
"2006-05-22","128.30","124.17","126.96","135.60"
"2006-05-23","128.83","124.55","127.39","136.52"
"2006-05-24","128.74","125.03","127.14","136.98"
"2006-05-25","130.29","126.25","128.77","138.31"
"2006-05-26","130.33","126.34","128.94","137.89"
"2006-05-29","130.58","126.56","129.21","138.08"
"2006-05-30","131.13","126.98","129.50","139.53"
"2006-05-31","130.83","126.79","129.23","139.11"
"2006-06-01","131.07","127.01","129.53","139.14"
"2006-06-02","130.95","126.71","129.29","139.42"
"2006-06-05","130.67","126.26","129.12","138.78"
"2006-06-06","129.48","125.58","127.95","137.47"
"2006-06-07","129.93","126.06","128.43","137.87"
"2006-06-08","129.04","125.69","127.50","137.11"
"2006-06-09","130.80","127.29","129.30","138.75"
"2006-06-12","131.89","128.46","130.39","139.85"
"2006-06-13","131.04","127.86","129.48","139.17"
"2006-06-14","130.39","127.07","128.83","138.51"
"2006-06-15","129.73","126.41","128.27","137.51"
"2006-06-16","129.12","125.77","127.69","136.76"
"2006-06-19","129.23","126.04","127.78","136.98"
"2006-06-20","129.97","126.73","128.52","137.71"
"2006-06-21","131.20","127.73","129.71","139.11"
"2006-06-22","129.88","126.70","128.48","137.46"
"2006-06-23","129.28","126.29","127.89","136.79"
"2006-06-26","129.25","126.21","127.88","136.71"
"2006-06-27","129.48","126.35","128.09","137.03"
"2006-06-28","129.20","126.18","127.87","136.54"
"2006-06-29","130.16","127.07","128.84","137.47"
"2006-06-30","129.53","125.66","128.22","136.77"
"2006-07-03","129.53","125.66","128.22","136.77"
"2006-07-04","130.36","126.25","129.21","137.08"
"2006-07-05","130.06","126.33","128.84","136.99"
"2006-07-06","129.92","126.05","128.72","136.81"
"2006-07-07","129.39","125.17","128.24","136.07"
"2006-07-10","128.16","124.04","127.12","134.44"
"2006-07-11","127.17","123.15","126.08","133.61"
"2006-07-12","127.20","123.42","126.12","133.62"
"2006-07-13","127.67","123.94","126.57","134.17"
"2006-07-14","128.32","124.73","127.22","134.83"
"2006-07-17","128.03","124.70","127.01","134.22"
"2006-07-18","127.92","124.66","126.93","134.01"
"2006-07-19","127.55","124.10","126.57","133.61"
"2006-07-20","127.46","123.77","126.51","133.41"
"2006-07-21","126.97","123.18","125.98","133.06"
"2006-07-24","126.67","123.05","125.67","132.76"
"2006-07-25","126.84","123.38","125.88","132.83"
"2006-07-26","127.12","123.53","126.11","133.29"
"2006-07-27","127.12","123.13","126.12","133.26"
"2006-07-28","127.56","123.45","126.53","133.79"
"2006-07-31","127.38","123.22","126.34","133.67"
"2006-08-01","127.43","123.40","126.30","134.03"
"2006-08-02","127.95","123.78","126.83","134.51"
"2006-08-03","128.02","123.98","126.88","134.66"
"2006-08-04","127.58","123.15","126.43","134.22"
"2006-08-07","127.58","123.15","126.43","134.22"
"2006-08-08","128.48","124.19","127.36","135.06"
"2006-08-09","128.38","123.92","127.33","134.72"
"2006-08-10","127.92","123.77","126.91","134.09"
"2006-08-11","128.61","124.46","127.65","134.67"
"2006-08-14","128.28","124.23","127.33","134.26"
"2006-08-15","128.40","124.23","127.38","134.62"
"2006-08-16","128.85","124.42","127.88","134.93"
"2006-08-17","128.81","124.37","127.85","134.82"
"2006-08-18","128.21","124.00","127.23","134.31"
"2006-08-21","128.53","124.05","127.56","134.59"
"2006-08-22","129.10","124.84","128.20","134.96"
"2006-08-23","129.75","125.51","128.80","135.78"
"2006-08-24","129.79","125.71","128.75","136.14"
"2006-08-25","130.27","126.29","129.21","136.66"
"2006-08-28","129.71","125.66","128.67","136.03"
"2006-08-29","129.85","125.75","128.86","136.00"
"2006-08-30","129.77","125.54","128.79","135.89"
"2006-08-31","130.27","126.12","129.28","136.43"
"2006-09-01","130.30","126.04","129.31","136.45"
"2006-09-04","130.30","126.04","129.31","136.45"
"2006-09-05","129.52","125.15","128.63","135.34"
"2006-09-06","130.40","126.23","129.44","136.47"
"2006-09-07","129.97","125.93","128.97","136.17"
"2006-09-08","129.11","125.29","128.13","135.18"
"2006-09-11","128.89","125.20","127.84","135.23"
"2006-09-12","129.23","125.49","128.21","135.46"
"2006-09-13","129.09","125.26","128.08","135.26"
"2006-09-14","129.36","125.42","128.37","135.49"
"2006-09-15","129.06","125.26","128.17","134.87"
"2006-09-18","129.31","125.47","128.42","135.10"
"2006-09-19","128.55","124.66","127.65","134.35"
"2006-09-20","128.03","124.11","127.11","133.88"
"2006-09-21","128.85","124.83","127.89","134.88"
"2006-09-22","129.08","125.01","127.99","135.53"
"2006-09-25","129.31","125.36","128.19","135.88"
"2006-09-26","129.38","125.49","128.41","135.48"
"2006-09-27","129.46","125.54","128.55","135.34"
"2006-09-28","130.02","126.15","129.10","135.93"
"2006-09-29","129.50","125.64","128.64","135.19"
"2006-10-02","129.34","125.33","128.45","135.11"
"2006-10-03","128.80","124.92","127.86","134.74"
"2006-10-04","128.02","124.27","127.10","133.91"
"2006-10-05","128.17","124.36","127.28","133.96"
"2006-10-06","128.48","124.92","127.62","134.15"
"2006-10-09","128.48","124.92","127.62","134.15"
"2006-10-10","128.03","124.67","127.21","133.53"
"2006-10-11","127.55","124.16","126.75","133.00"
"2006-10-12","127.52","124.09","126.77","132.81"
"2006-10-13","127.39","123.94","126.75","132.28"
"2006-10-16","127.08","123.53","126.44","131.97"
"2006-10-17","127.02","123.35","126.33","132.10"
"2006-10-18","127.11","123.52","126.48","131.97"
"2006-10-19","127.60","123.78","126.92","132.63"
"2006-10-20","128.35","124.50","127.66","133.45"
"2006-10-23","128.17","124.52","127.51","133.16"
"2006-10-24","128.23","124.51","127.57","133.20"
"2006-10-25","128.42","124.60","127.78","133.34"
"2006-10-26","128.09","124.01","127.50","132.85"
"2006-10-27","128.62","124.27","128.02","133.41"
"2006-10-30","128.08","123.74","127.46","132.92"
"2006-10-31","128.02","123.52","127.37","132.95"
"2006-11-01","127.01","122.54","126.40","131.81"
"2006-11-02","126.54","122.15","125.87","131.53"
"2006-11-03","127.51","123.25","126.92","132.23"
"2006-11-06","127.52","123.32","126.91","132.34"
"2006-11-07","127.44","122.95","126.79","132.36"
"2006-11-08","127.54","123.17","126.90","132.48"
"2006-11-09","127.30","122.85","126.63","132.29"
"2006-11-10","127.07","122.57","126.37","132.19"
"2006-11-13","127.07","122.57","126.37","132.19"
"2006-11-14","126.20","121.85","125.54","131.15"
"2006-11-15","126.32","122.04","125.66","131.29"
"2006-11-16","126.14","121.83","125.49","131.05"
"2006-11-17","125.58","121.35","124.82","130.86"
"2006-11-20","125.46","121.26","124.73","130.65"
"2006-11-21","125.44","121.23","124.67","130.74"
"2006-11-22","125.79","121.23","124.97","131.26"
"2006-11-23","125.66","121.01","124.84","131.13"
"2006-11-24","126.25","121.37","125.34","132.07"
"2006-11-27","126.38","121.45","125.45","132.26"
"2006-11-28","126.52","121.50","125.57","132.47"
"2006-11-29","125.94","120.91","125.07","131.63"
"2006-11-30","125.05","119.76","124.14","130.84"
"2006-12-01","124.57","119.13","123.67","130.30"
"2006-12-04","124.46","119.00","123.57","130.14"
"2006-12-05","124.74","119.15","123.95","130.11"
"2006-12-06","124.17","118.60","123.44","129.32"
"2006-12-07","124.06","118.52","123.34","129.18"
"2006-12-08","124.05","118.71","123.39","128.93"
"2006-12-11","124.40","119.12","123.74","129.30"
"2006-12-12","123.58","118.31","122.92","128.48"
"2006-12-13","123.64","118.40","123.01","128.45"
"2006-12-14","123.42","118.21","122.85","127.99"
"2006-12-15","123.50","118.44","122.97","127.94"
"2006-12-18","123.63","118.70","123.06","128.22"
"2006-12-19","123.64","118.54","122.95","128.62"
"2006-12-20","124.40","119.26","123.78","129.18"
"2006-12-21","123.87","118.78","123.22","128.76"
"2006-12-22","123.61","118.66","122.99","128.34"
"2006-12-25","123.61","118.66","122.99","128.34"
"2006-12-26","123.61","118.66","122.99","128.34"
"2006-12-27","123.22","118.30","122.60","127.95"
"2006-12-28","123.28","118.27","122.68","127.96"
"2006-12-29","122.61","117.53","122.06","127.11"
"2007-01-01","122.61","117.53","122.06","127.11"
"2007-01-02","122.46","117.19","121.88","127.03"
"2007-01-03","122.19","117.19","121.69","126.49"
"2007-01-04","121.66","116.87","121.12","126.11"
"2007-01-05","122.00","117.41","121.40","126.65"
"2007-01-08","121.74","117.12","121.10","126.50"
"2007-01-09","121.80","117.32","121.16","126.57"
"2007-01-10","122.03","117.65","121.41","126.75"
"2007-01-11","122.15","117.78","121.62","126.58"
"2007-01-12","122.73","118.29","122.16","127.29"
"2007-01-15","122.87","118.35","122.35","127.28"
"2007-01-16","122.25","117.81","121.72","126.67"
"2007-01-17","122.18","117.58","121.72","126.39"
"2007-01-18","122.08","117.54","121.65","126.19"
"2007-01-19","122.34","117.72","121.91","126.46"
"2007-01-22","121.99","117.43","121.55","126.09"
"2007-01-23","121.33","116.72","120.82","125.66"
"2007-01-24","121.29","116.73","120.84","125.44"
"2007-01-25","121.69","117.10","121.25","125.83"
"2007-01-26","121.75","117.36","121.30","125.89"
"2007-01-29","121.57","117.21","121.08","125.88"
"2007-01-30","121.55","117.15","121.07","125.81"
"2007-01-31","121.66","117.13","121.16","125.98"
"2007-02-01","121.89","117.19","121.45","126.00"
"2007-02-02","121.13","116.57","120.74","125.10"
"2007-02-05","121.28","116.65","120.95","125.05"
"2007-02-06","121.16","116.42","120.84","124.85"
"2007-02-07","120.78","116.00","120.45","124.50"
"2007-02-08","120.83","116.13","120.49","124.63"
"2007-02-09","122.09","117.42","121.78","125.80"
"2007-02-12","122.16","117.64","121.81","126.01"
"2007-02-13","122.66","117.99","122.29","126.60"
"2007-02-14","122.65","117.69","122.29","126.55"
"2007-02-15","122.79","117.73","122.41","126.73"
"2007-02-16","122.81","117.75","122.42","126.80"
"2007-02-19","122.81","117.79","122.41","126.84"
"2007-02-20","122.25","117.30","121.85","126.25"
"2007-02-21","123.23","118.31","122.85","127.18"
"2007-02-22","123.17","118.25","122.81","127.08"
"2007-02-23","123.47","118.49","123.04","127.57"
"2007-02-26","123.32","118.37","122.86","127.55"
"2007-02-27","122.71","117.59","122.11","127.40"
"2007-02-28","122.11","117.05","121.48","126.85"
"2007-03-01","122.04","117.04","121.39","126.84"
"2007-03-02","121.59","116.57","120.93","126.39"
"2007-03-05","121.16","116.34","120.49","126.02"
"2007-03-06","121.61","116.69","121.02","126.20"
"2007-03-07","121.27","116.28","120.66","125.90"
"2007-03-08","121.19","116.29","120.63","125.67"
"2007-03-09","122.14","117.23","121.63","126.49"
"2007-03-12","122.23","117.20","121.67","126.78"
"2007-03-13","122.22","117.12","121.63","126.83"
"2007-03-14","121.49","116.39","120.84","126.28"
"2007-03-15","121.42","116.29","120.82","126.04"
"2007-03-16","121.47","116.20","120.84","126.17"
"2007-03-19","121.37","116.14","120.78","125.96"
"2007-03-20","122.47","117.11","121.92","126.96"
"2007-03-21","123.07","117.63","122.58","127.36"
"2007-03-22","122.90","117.27","122.48","126.99"
"2007-03-23","122.76","117.25","122.34","126.83"
"2007-03-26","122.43","116.89","121.98","126.59"
"2007-03-27","122.89","117.34","122.41","127.18"
"2007-03-28","122.91","117.34","122.42","127.21"
"2007-03-29","122.97","117.43","122.51","127.16"
"2007-03-30","123.41","117.77","122.94","127.67"
"2007-04-02","123.02","117.34","122.58","127.17"
"2007-04-03","122.94","117.32","122.58","126.84"
"2007-04-04","122.81","117.18","122.44","126.73"
"2007-04-05","123.50","117.72","123.13","127.41"
"2007-04-06","123.50","117.72","123.13","127.41"
"2007-04-09","123.49","117.86","123.18","127.24"
"2007-04-10","123.85","118.10","123.45","127.90"
"2007-04-11","124.14","118.34","123.79","128.03"
"2007-04-12","125.01","119.10","124.62","129.06"
"2007-04-13","124.74","118.75","124.38","128.65"
"2007-04-16","125.49","119.45","125.12","129.48"
"2007-04-17","125.55","119.37","125.14","129.65"
"2007-04-18","125.55","119.32","125.14","129.67"
