"TERMS AND CONDITIONS"
"https://www.bankofcanada.ca/terms/"

"SERIES"
"id","label","description"
"CEER_BROADN","Daily Nominal Canadian Effective Exchange Rates","Nominal Canadian Effective Exchange Rate (CEER) (1999=100)"
"CEER_BROADN_XUS","Daily Nominal CEER excluding the U.S. dollar","Nominal Canadian Effective Exchange Rate (CEER) excluding the U.S. dollar  (1999=100)"
"CEER_MCN","Daily Nominal CEER versus Major Currencies","Nominal Canadian Effective Exchange Rate (CEER) versus Major Currencies  (1999=100)"
"CEER_OITPN","Daily Nominal CEER versus Other Important Trading Partners","Nominal Canadian Effective Exchange Rate (CEER) versus Other Important Trading Partners  (1999=100)"

"OBSERVATIONS"
"date","CEER_BROADN","CEER_BROADN_XUS","CEER_MCN","CEER_OITPN"
"2008-12-03","115.36","112.20","113.39","123.93"
"2008-12-04","115.52","112.20","113.38","124.64"
"2008-12-05","112.22","109.53","109.98","121.60"
"2008-12-08","114.95","111.38","112.88","123.84"
"2008-12-09","114.69","111.14","112.62","123.56"
"2008-12-10","114.86","111.05","112.92","123.30"
"2008-12-11","117.45","112.64","115.79","125.07"
"2008-12-12","115.20","110.77","113.23","123.77"
"2008-12-15","115.44","110.32","113.48","124.00"
"2008-12-16","116.22","110.78","114.22","124.90"
"2008-12-17","116.94","110.46","114.77","126.16"
"2008-12-18","118.02","111.65","116.04","126.68"
"2008-12-19","115.63","109.97","113.81","123.73"
"2008-12-22","116.54","110.92","114.56","125.16"
"2008-12-23","116.86","111.34","114.83","125.66"
"2008-12-24","117.24","111.68","115.25","125.91"
"2008-12-25","117.24","111.68","115.25","125.91"
"2008-12-26","117.24","111.68","115.25","125.91"
"2008-12-29","116.53","110.70","114.35","125.79"
"2008-12-30","116.29","110.70","114.19","125.28"
"2008-12-31","116.18","110.76","114.12","125.03"
"2009-01-01","116.18","110.76","114.12","125.03"
"2009-01-02","117.60","112.20","115.43","126.84"
"2009-01-05","119.90","114.77","118.06","128.23"
"2009-01-06","120.82","115.65","119.20","128.50"
"2009-01-07","119.95","114.29","118.14","128.18"
"2009-01-08","119.75","114.24","117.72","128.63"
"2009-01-09","119.76","114.59","117.62","128.96"
"2009-01-12","118.55","113.72","116.42","127.69"
"2009-01-13","117.18","112.76","115.16","125.96"
"2009-01-14","116.16","111.95","113.99","125.39"
"2009-01-15","114.21","110.32","111.97","123.54"
"2009-01-16","114.53","110.23","112.48","123.36"
"2009-01-19","114.92","110.77","112.89","123.66"
"2009-01-20","114.55","110.81","112.63","122.97"
"2009-01-21","113.34","109.64","111.42","121.72"
"2009-01-22","114.29","110.51","112.30","122.89"
"2009-01-23","115.93","112.36","113.90","124.70"
"2009-01-26","117.97","113.79","115.87","127.00"
"2009-01-27","117.15","113.09","114.90","126.61"
"2009-01-28","118.88","114.54","116.68","128.21"
"2009-01-29","118.40","114.45","116.28","127.50"
"2009-01-30","117.08","113.53","114.95","126.17"
"2009-02-02","116.92","113.59","114.66","126.41"
"2009-02-03","117.17","113.46","114.77","127.09"
"2009-02-04","117.93","114.27","115.69","127.37"
"2009-02-05","117.60","113.97","115.46","126.71"
"2009-02-06","116.59","112.82","114.60","125.27"
"2009-02-09","118.09","113.90","115.99","127.10"
"2009-02-10","117.10","113.28","114.94","126.29"
"2009-02-11","116.53","113.01","114.32","125.86"
"2009-02-12","116.23","112.91","113.98","125.67"
"2009-02-13","116.52","113.07","114.33","125.78"
"2009-02-16","116.74","113.53","114.56","125.98"
"2009-02-17","115.75","113.07","113.50","125.17"
"2009-02-18","116.02","113.55","113.73","125.57"
"2009-02-19","115.84","113.19","113.52","125.47"
"2009-02-20","116.55","114.09","113.96","127.00"
"2009-02-23","116.69","114.10","114.13","127.07"
"2009-02-24","117.31","114.94","114.78","127.64"
"2009-02-25","116.66","114.44","114.10","127.04"
"2009-02-26","117.61","115.38","115.04","128.03"
"2009-02-27","115.55","113.63","112.91","126.16"
"2009-03-02","114.41","112.97","111.54","125.68"
"2009-03-03","114.00","112.59","111.23","124.98"
"2009-03-04","115.33","113.69","112.66","125.99"
"2009-03-05","114.45","112.95","111.71","125.34"
"2009-03-06","114.32","112.57","111.60","125.13"
"2009-03-09","113.39","111.92","110.70","124.09"
"2009-03-10","114.75","112.85","112.13","125.29"
"2009-03-11","114.48","112.40","111.97","124.67"
"2009-03-12","113.54","111.41","111.12","123.44"
"2009-03-13","114.57","112.07","112.27","124.11"
"2009-03-16","114.20","111.16","112.27","122.67"
"2009-03-17","114.31","111.31","112.45","122.55"
"2009-03-18","114.14","111.00","112.14","122.76"
"2009-03-19","116.30","111.69","114.06","125.73"
"2009-03-20","116.34","112.18","114.17","125.55"
"2009-03-23","116.90","112.82","114.66","126.33"
"2009-03-24","117.50","113.42","115.27","126.94"
"2009-03-25","117.59","113.43","115.43","126.79"
"2009-03-26","116.77","112.63","114.69","125.71"
"2009-03-27","116.64","112.93","114.55","125.58"
"2009-03-30","115.25","112.01","113.06","124.47"
"2009-03-31","114.87","111.39","112.83","123.65"
"2009-04-01","114.32","110.68","112.46","122.53"
"2009-04-02","116.13","111.89","114.34","124.21"
"2009-04-03","116.46","112.10","114.81","124.12"
"2009-04-06","115.74","111.54","114.18","123.11"
"2009-04-07","116.66","112.53","115.12","124.02"
"2009-04-08","116.44","112.21","114.96","123.60"
"2009-04-09","117.20","112.95","115.99","123.61"
"2009-04-10","117.20","112.95","115.99","123.61"
"2009-04-13","117.41","112.79","116.11","124.08"
"2009-04-14","118.54","113.84","117.26","125.17"
"2009-04-15","119.32","114.82","117.97","126.17"
"2009-04-16","118.98","114.40","117.74","125.51"
"2009-04-17","118.46","114.18","117.25","124.87"
"2009-04-20","116.95","113.10","115.64","123.64"
"2009-04-21","116.59","112.54","115.32","123.16"
"2009-04-22","116.50","112.38","115.25","122.98"
"2009-04-23","117.16","113.02","115.78","124.07"
"2009-04-24","118.56","113.89","117.12","125.65"
"2009-04-27","118.87","114.62","117.20","126.67"
"2009-04-28","117.87","113.90","116.11","125.87"
"2009-04-29","119.44","114.78","117.82","127.11"
"2009-04-30","120.32","115.80","118.77","127.79"
"2009-05-01","121.02","116.48","119.45","128.56"
"2009-05-04","121.40","116.33","120.12","128.09"
"2009-05-05","121.47","116.26","120.24","128.03"
"2009-05-06","121.81","116.63","120.62","128.27"
"2009-05-07","121.76","116.37","120.65","127.97"
"2009-05-08","122.95","117.32","121.85","129.18"
"2009-05-11","122.54","116.63","121.38","128.92"
"2009-05-12","121.64","115.77","120.35","128.37"
"2009-05-13","121.69","115.94","120.29","128.76"
"2009-05-14","121.27","115.57","119.82","128.46"
"2009-05-15","120.90","115.14","119.57","127.72"
"2009-05-18","120.90","115.14","119.57","127.72"
"2009-05-19","122.47","116.28","121.35","128.74"
"2009-05-20","123.52","116.92","122.37","129.93"
"2009-05-21","123.80","117.24","122.47","130.71"
"2009-05-22","125.46","118.50","123.99","132.82"
"2009-05-25","125.20","118.27","123.75","132.46"
"2009-05-26","125.95","119.06","124.42","133.49"
"2009-05-27","126.90","120.02","125.40","134.39"
"2009-05-28","127.04","120.32","125.53","134.55"
"2009-05-29","128.40","121.13","126.87","136.00"
"2009-06-01","129.21","121.66","127.76","136.60"
"2009-06-02","129.66","122.00","128.06","137.51"
"2009-06-03","128.09","120.71","126.53","135.79"
"2009-06-04","127.95","120.70","126.43","135.52"
"2009-06-05","126.75","120.01","125.32","134.01"
"2009-06-08","126.16","119.78","124.66","133.62"
"2009-06-09","127.97","121.18","126.34","135.87"
"2009-06-10","127.38","120.72","125.71","135.36"
"2009-06-11","128.41","121.37","126.76","136.38"
"2009-06-12","126.20","119.31","124.69","133.73"
"2009-06-15","124.88","118.53","123.44","132.16"
"2009-06-16","124.67","118.00","123.17","132.10"
"2009-06-17","124.41","117.95","122.77","132.24"
"2009-06-18","125.23","118.48","123.65","132.91"
"2009-06-19","124.97","118.14","123.36","132.71"
"2009-06-22","122.57","116.26","120.93","130.35"
"2009-06-23","122.12","115.54","120.43","130.04"
"2009-06-24","123.04","116.29","121.43","130.74"
"2009-06-25","122.01","115.53","120.45","129.56"
"2009-06-26","122.18","115.38","120.61","129.77"
"2009-06-29","121.64","114.87","120.11","129.09"
"2009-06-30","121.26","114.57","119.80","128.50"
"2009-07-01","121.26","114.57","119.80","128.50"
"2009-07-02","121.47","114.75","120.02","128.68"
"2009-07-03","121.37","114.72","119.90","128.61"
"2009-07-06","121.57","115.02","120.04","129.02"
"2009-07-07","121.36","114.82","119.83","128.82"
"2009-07-08","121.35","115.02","119.64","129.31"
"2009-07-09","121.41","114.83","119.58","129.76"
"2009-07-10","121.41","115.09","119.46","130.06"
"2009-07-13","122.62","116.28","120.57","131.63"
"2009-07-14","124.35","117.82","122.36","133.22"
"2009-07-15","125.90","118.92","124.03","134.43"
"2009-07-16","126.12","119.09","124.26","134.63"
"2009-07-17","126.07","118.96","124.37","134.10"
"2009-07-20","126.94","119.54","125.31","134.81"
"2009-07-21","126.76","119.31","125.10","134.69"
"2009-07-22","127.82","120.26","126.18","135.73"
"2009-07-23","129.05","121.31","127.47","136.84"
"2009-07-24","129.49","121.86","127.91","137.27"
"2009-07-27","129.56","121.90","128.01","137.24"
"2009-07-28","129.05","121.46","127.48","136.82"
"2009-07-29","129.22","121.88","127.70","136.82"
"2009-07-30","129.98","122.47","128.52","137.42"
"2009-07-31","129.76","121.79","128.22","137.44"
"2009-08-03","129.76","121.79","128.22","137.44"
"2009-08-04","130.72","122.41","129.26","138.19"
"2009-08-05","130.29","121.99","128.82","137.77"
"2009-08-06","129.88","121.66","128.53","137.00"
"2009-08-07","129.31","121.47","128.15","135.87"
"2009-08-10","129.29","121.55","128.11","135.90"
"2009-08-11","127.68","120.07","126.37","134.63"
"2009-08-12","128.85","121.03","127.54","135.82"
"2009-08-13","128.85","120.78","127.58","135.73"
"2009-08-14","127.55","119.65","126.27","134.43"
"2009-08-17","126.69","119.18","125.31","133.81"
"2009-08-18","127.01","119.33","125.68","133.99"
"2009-08-19","127.49","119.52","126.13","134.60"
"2009-08-20","128.31","120.31","126.99","135.31"
"2009-08-21","129.39","121.19","128.10","136.32"
"2009-08-24","130.08","121.84","128.76","137.13"
"2009-08-25","129.68","121.54","128.26","136.98"
"2009-08-26","127.58","119.92","126.07","135.12"
"2009-08-27","127.90","120.18","126.28","135.78"
"2009-08-28","128.67","120.73","127.00","136.69"
"2009-08-31","127.65","119.79","125.93","135.81"
"2009-09-01","127.32","119.86","125.50","135.73"
"2009-09-02","126.85","119.34","124.99","135.36"
"2009-09-03","127.10","119.48","125.26","135.58"
"2009-09-04","128.64","120.78","126.92","136.80"
"2009-09-07","128.64","120.78","126.92","136.80"
"2009-09-08","129.56","121.12","127.88","137.62"
"2009-09-09","129.24","120.79","127.43","137.68"
"2009-09-10","128.92","120.48","127.13","137.32"
"2009-09-11","129.47","120.76","127.68","137.86"
"2009-09-14","128.27","119.75","126.43","136.75"
"2009-09-15","129.35","120.72","127.59","137.64"
"2009-09-16","130.24","121.27","128.59","138.24"
"2009-09-17","130.87","121.87","129.15","139.11"
"2009-09-18","129.63","120.82","127.97","137.65"
"2009-09-21","129.15","120.50","127.45","137.26"
"2009-09-22","129.98","121.01","128.23","138.28"
"2009-09-23","129.52","120.61","127.84","137.57"
"2009-09-24","128.01","119.40","126.32","136.08"
"2009-09-25","127.44","118.85","125.71","135.63"
"2009-09-28","128.05","119.39","126.33","136.21"
"2009-09-29","128.17","119.73","126.49","136.24"
"2009-09-30","129.65","120.84","127.98","137.71"
"2009-10-01","129.31","120.77","127.59","137.49"
"2009-10-02","128.43","119.92","126.69","136.66"
"2009-10-05","129.29","120.55","127.59","137.43"
"2009-10-06","131.17","121.95","129.54","139.16"
"2009-10-07","130.69","121.60","129.10","138.52"
"2009-10-08","131.35","121.88","129.81","139.07"
"2009-10-09","132.95","123.53","131.52","140.38"
"2009-10-12","132.95","123.53","131.52","140.38"
"2009-10-13","134.34","124.61","132.91","141.79"
"2009-10-14","134.13","124.15","132.81","141.27"
"2009-10-15","133.95","123.96","132.59","141.20"
"2009-10-16","132.94","123.10","131.62","140.05"
"2009-10-19","133.90","123.92","132.51","141.24"
"2009-10-20","131.56","121.85","130.18","138.81"
"2009-10-21","132.40","122.39","131.02","139.66"
"2009-10-22","131.60","121.77","130.18","138.98"
"2009-10-23","131.37","121.60","129.97","138.68"
"2009-10-26","130.22","120.69","128.82","137.49"
"2009-10-27","130.15","120.93","128.66","137.70"
"2009-10-28","128.93","119.87","127.38","136.58"
"2009-10-29","129.33","120.05","127.85","136.82"
"2009-10-30","128.54","119.35","127.09","135.90"
"2009-11-02","128.82","119.53","127.35","136.26"
"2009-11-03","129.67","120.67","128.11","137.41"
"2009-11-04","130.00","120.64","128.48","137.61"
"2009-11-05","129.93","120.56","128.34","137.74"
"2009-11-06","129.04","119.69","127.46","136.80"
"2009-11-09","130.52","120.70","128.98","138.23"
"2009-11-10","131.16","121.32","129.62","138.84"
"2009-11-11","131.16","121.32","129.62","138.84"
"2009-11-12","131.41","121.79","129.89","139.04"
"2009-11-13","131.25","121.38","129.84","138.59"
"2009-11-16","131.57","121.43","130.20","138.82"
"2009-11-17","130.24","120.47","128.86","137.45"
"2009-11-18","131.07","120.96","129.72","138.23"
"2009-11-19","129.62","119.85","128.19","136.99"
"2009-11-20","129.01","119.37","127.60","136.30"
"2009-11-23","130.56","120.60","129.17","137.83"
"2009-11-24","129.85","119.94","128.50","136.99"
"2009-11-25","130.79","120.46","129.40","138.04"
"2009-11-26","129.89","119.87","128.38","137.49"
"2009-11-27","129.57","119.59","128.11","136.98"
"2009-11-30","130.08","119.99","128.60","137.59"
"2009-12-01","131.58","121.12","130.15","138.98"
"2009-12-02","131.14","120.73","129.81","138.25"
"2009-12-03","130.17","119.78","128.99","136.78"
"2009-12-04","130.92","120.88","129.86","137.23"
"2009-12-07","131.12","121.18","130.04","137.50"
"2009-12-08","130.20","120.53","128.97","136.97"
"2009-12-09","130.93","121.29","129.59","138.05"
"2009-12-10","131.39","121.76","130.02","138.60"
"2009-12-11","130.78","121.38","129.54","137.59"
"2009-12-14","130.42","120.82","129.27","136.99"
"2009-12-15","130.37","121.02","129.35","136.55"
"2009-12-16","130.71","121.19","129.65","137.01"
"2009-12-17","129.84","121.08","128.67","136.44"
"2009-12-18","130.25","121.44","129.17","136.59"
"2009-12-21","131.27","122.39","130.19","137.66"
"2009-12-22","132.01","123.32","130.93","138.41"
"2009-12-23","132.80","123.86","131.72","139.22"
"2009-12-24","132.60","123.63","131.55","138.93"
"2009-12-25","132.60","123.63","131.55","138.93"
"2009-12-28","132.60","123.63","131.55","138.93"
"2009-12-29","133.75","124.79","132.62","140.33"
"2009-12-30","132.28","123.46","131.19","138.69"
"2009-12-31","132.99","124.10","131.90","139.45"
"2010-01-01","132.99","124.10","131.90","139.45"
"2010-01-04","133.74","124.45","132.79","139.83"
"2010-01-05","133.67","124.26","132.80","139.55"
"2010-01-06","134.14","124.67","133.39","139.71"
"2010-01-07","134.16","124.91","133.45","139.62"
"2010-01-08","134.06","124.64","133.36","139.47"
"2010-01-11","133.97","124.17","133.25","139.46"
"2010-01-12","133.22","123.47","132.42","138.89"
"2010-01-13","134.01","124.30","133.16","139.85"
"2010-01-14","134.76","124.95","133.91","140.62"
"2010-01-15","134.53","124.84","133.75","140.20"
"2010-01-18","134.91","125.11","134.14","140.56"
"2010-01-19","134.14","124.60","133.39","139.68"
"2010-01-20","132.64","123.58","131.85","138.26"
"2010-01-21","132.50","123.44","131.63","138.33"
"2010-01-22","131.67","122.79","130.61","138.02"
"2010-01-25","131.40","122.50","130.38","137.63"
"2010-01-26","131.15","122.30","130.15","137.31"
"2010-01-27","130.67","122.00","129.56","137.13"
"2010-01-28","131.05","122.54","129.91","137.60"
"2010-01-29","131.21","122.91","130.14","137.57"
"2010-02-01","131.13","122.79","130.11","137.33"
"2010-02-02","131.46","122.88","130.54","137.41"
"2010-02-03","131.64","123.23","130.70","137.64"
"2010-02-04","130.35","122.26","129.29","136.66"
"2010-02-05","130.86","123.09","129.72","137.38"
"2010-02-08","131.06","123.11","129.94","137.56"
"2010-02-09","130.82","122.63","129.78","137.07"
"2010-02-10","131.21","123.15","130.21","137.38"
"2010-02-11","133.10","124.95","132.11","139.26"
"2010-02-12","132.99","124.84","132.06","138.98"
"2010-02-15","133.57","125.33","132.71","139.41"
"2010-02-16","134.00","125.50","133.18","139.76"
"2010-02-17","133.82","125.50","133.07","139.39"
"2010-02-18","133.98","125.76","133.32","139.29"
"2010-02-19","134.49","126.33","133.89","139.65"
"2010-02-22","134.19","125.87","133.58","139.40"
"2010-02-23","133.13","124.94","132.43","138.53"
"2010-02-24","132.66","124.45","131.96","138.06"
"2010-02-25","131.28","123.31","130.55","136.70"
"2010-02-26","132.68","124.22","132.01","137.99"
"2010-03-01","134.26","125.92","133.74","139.21"
"2010-03-02","135.34","126.79","134.85","140.25"
"2010-03-03","135.47","126.56","134.93","140.51"
"2010-03-04","135.54","126.96","135.04","140.47"
"2010-03-05","135.76","127.08","135.38","140.35"
"2010-03-08","135.77","127.10","135.38","140.39"
"2010-03-09","136.22","127.52","135.86","140.81"
"2010-03-10","136.21","127.39","135.93","140.56"
"2010-03-11","135.92","127.12","135.58","140.42"
"2010-03-12","136.71","127.64","136.40","141.16"
"2010-03-15","136.53","127.66","136.24","140.90"
"2010-03-16","137.20","128.07","136.91","141.62"
"2010-03-17","137.60","128.37","137.36","141.90"
"2010-03-18","137.50","128.51","137.28","141.76"
"2010-03-19","137.52","128.74","137.27","141.82"
"2010-03-22","137.04","128.32","136.69","141.60"
"2010-03-23","137.14","128.31","136.89","141.42"
"2010-03-24","136.42","128.08","136.32","140.31"
"2010-03-25","137.56","129.22","137.47","141.44"
"2010-03-26","136.23","127.94","136.09","140.23"
"2010-03-29","137.09","128.53","137.03","140.89"
"2010-03-30","137.29","128.71","137.31","140.88"
"2010-03-31","137.45","128.62","137.55","140.85"
"2010-04-01","138.45","129.47","138.58","141.80"
"2010-04-02","138.45","129.47","138.58","141.80"
"2010-04-05","139.23","130.27","139.48","142.27"
"2010-04-06","139.66","130.77","139.97","142.58"
"2010-04-07","139.22","130.31","139.54","142.05"
"2010-04-08","139.36","130.45","139.64","142.32"
"2010-04-09","138.61","129.51","138.93","141.47"
"2010-04-12","139.00","129.73","139.28","141.98"
"2010-04-13","138.89","129.68","139.10","142.02"
"2010-04-14","139.56","130.07","139.79","142.65"
"2010-04-15","138.99","129.69","139.30","141.88"
"2010-04-16","137.26","128.18","137.47","140.36"
"2010-04-19","136.75","127.88","136.89","140.03"
"2010-04-20","139.62","130.49","139.92","142.53"
"2010-04-21","139.67","130.56","140.05","142.37"
"2010-04-22","139.48","130.59","139.81","142.33"
"2010-04-23","139.22","130.29","139.64","141.85"
"2010-04-26","139.37","130.34","139.86","141.80"
"2010-04-27","137.40","128.74","137.77","140.09"
"2010-04-28","138.44","130.10","138.75","141.29"
"2010-04-29","139.01","130.24","139.48","141.48"
"2010-04-30","138.05","129.23","138.53","140.46"
"2010-05-03","138.11","129.57","138.59","140.54"
"2010-05-04","137.40","129.26","137.81","139.97"
"2010-05-05","137.16","129.43","137.40","140.18"
"2010-05-06","135.46","128.34","135.40","139.23"
"2010-05-07","135.54","128.40","135.43","139.42"
"2010-05-10","137.37","129.58","137.68","140.22"
"2010-05-11","138.24","130.57","138.58","141.01"
"2010-05-12","138.26","130.68","138.70","140.79"
"2010-05-13","138.98","131.37","139.57","141.12"
"2010-05-14","136.84","129.80","137.28","139.34"
"2010-05-17","136.48","129.87","136.77","139.36"
"2010-05-18","137.25","130.40","137.68","139.78"
"2010-05-19","135.34","129.05","135.34","138.94"
"2010-05-20","133.70","127.64","133.34","138.20"
"2010-05-21","134.35","127.84","134.04","138.77"
"2010-05-24","134.35","127.84","134.04","138.77"
"2010-05-25","132.55","126.85","132.03","137.45"
"2010-05-26","134.00","128.12","133.69","138.39"
"2010-05-27","135.49","129.09","135.32","139.52"
"2010-05-28","135.39","128.94","135.32","139.17"
"2010-05-31","136.08","129.80","136.03","139.84"
"2010-06-01","135.90","129.67","135.75","139.92"
"2010-06-02","137.03","130.87","137.00","140.74"
"2010-06-03","136.72","130.45","136.86","139.99"
"2010-06-04","135.89","130.09","135.97","139.29"
"2010-06-07","135.84","130.28","135.78","139.59"
"2010-06-08","136.01","130.33","135.93","139.83"
"2010-06-09","137.39","131.45","137.36","141.12"
"2010-06-10","137.88","131.65","137.87","141.57"
"2010-06-11","138.00","131.84","138.13","141.33"
"2010-06-14","138.53","131.84","138.69","141.81"
"2010-06-15","137.91","131.10","138.03","141.27"
"2010-06-16","138.58","131.71","138.74","141.84"
"2010-06-17","137.80","130.86","137.94","141.10"
"2010-06-18","138.33","131.26","138.54","141.45"
"2010-06-21","138.53","131.15","139.02","140.91"
"2010-06-22","138.72","131.54","139.07","141.48"
"2010-06-23","135.94","129.19","136.07","139.19"
"2010-06-24","135.63","128.59","135.71","139.02"
"2010-06-25","136.51","129.48","136.57","139.97"
"2010-06-28","136.82","129.66","136.95","140.10"
"2010-06-29","134.71","128.02","134.64","138.48"
"2010-06-30","133.59","126.83","133.54","137.29"
"2010-07-01","133.59","126.83","133.54","137.29"
"2010-07-02","132.70","125.65","132.30","137.26"
"2010-07-05","132.67","125.74","132.30","137.20"
"2010-07-06","134.34","126.97","134.02","138.74"
"2010-07-07","133.99","126.66","133.69","138.35"
"2010-07-08","134.94","127.46","134.74","139.05"
"2010-07-09","136.40","128.77","136.32","140.22"
"2010-07-12","135.91","128.47","135.81","139.76"
"2010-07-13","136.77","128.93","136.67","140.66"
"2010-07-14","136.40","128.51","136.31","140.26"
"2010-07-15","134.90","126.89","134.62","139.23"
"2010-07-16","133.28","125.44","132.82","138.03"
"2010-07-19","133.04","125.26","132.53","137.91"
"2010-07-20","133.46","125.66","133.06","138.06"
"2010-07-21","134.77","126.93","134.50","139.07"
"2010-07-22","135.21","127.14","134.90","139.64"
"2010-07-23","135.29","127.25","135.01","139.61"
"2010-07-26","135.82","127.52","135.54","140.19"
"2010-07-27","135.22","126.94","135.05","139.28"
"2010-07-28","135.20","126.90","134.97","139.40"
"2010-07-29","134.89","126.49","134.56","139.35"
"2010-07-30","135.74","127.09","135.48","140.01"
"2010-08-02","135.74","127.09","135.48","140.01"
"2010-08-03","136.13","127.03","135.86","140.45"
"2010-08-04","136.80","127.78","136.63","140.89"
"2010-08-05","137.13","128.05","136.95","141.24"
"2010-08-06","135.40","126.26","135.06","139.87"
"2010-08-09","135.57","126.50","135.33","139.81"
"2010-08-10","134.86","126.17","134.61","139.13"
"2010-08-11","133.83","125.53","133.55","138.13"
"2010-08-12","134.24","126.03","133.98","138.50"
"2010-08-13","134.84","126.77","134.62","139.02"
"2010-08-16","134.19","125.92","133.94","138.45"
"2010-08-17","135.57","127.05","135.44","139.54"
"2010-08-18","135.88","127.34","135.75","139.84"
"2010-08-19","134.60","126.28","134.38","138.73"
"2010-08-20","133.64","125.69","133.44","137.71"
"2010-08-23","133.53","125.65","133.23","137.87"
"2010-08-24","132.89","125.03","132.50","137.47"
"2010-08-25","132.10","124.46","131.62","136.89"
"2010-08-26","133.09","125.21","132.64","137.82"
"2010-08-27","133.07","125.17","132.61","137.85"
"2010-08-30","133.07","125.36","132.52","138.09"
"2010-08-31","132.10","124.44","131.48","137.27"
"2010-09-01","133.55","125.49","133.03","138.48"
"2010-09-02","133.20","125.10","132.70","138.08"
"2010-09-03","134.38","126.02","133.99","138.99"
"2010-09-06","134.38","126.02","133.99","138.99"
"2010-09-07","134.46","126.36","134.02","139.20"
"2010-09-08","135.20","126.92","134.82","139.79"
"2010-09-09","135.59","127.27","135.27","140.03"
"2010-09-10","135.12","126.75","134.90","139.29"
"2010-09-13","135.70","126.90","135.50","139.86"
"2010-09-14","136.10","126.93","135.90","140.24"
"2010-09-15","135.55","126.65","135.45","139.43"
"2010-09-16","135.64","126.72","135.49","139.65"
"2010-09-17","134.86","125.95","134.78","138.65"
"2010-09-20","135.40","126.36","135.36","139.10"
"2010-09-21","134.83","125.71","134.76","138.58"
"2010-09-22","134.13","124.58","133.99","138.09"
"2010-09-23","134.31","124.70","134.24","138.06"
"2010-09-24","134.63","124.74","134.58","138.36"
"2010-09-27","134.56","124.58","134.59","138.06"
"2010-09-28","133.76","123.66","133.75","137.35"
"2010-09-29","133.70","123.47","133.70","137.24"
"2010-09-30","133.90","123.82","133.83","137.65"
"2010-10-01","134.61","124.14","134.59","138.25"
"2010-10-04","134.51","124.18","134.46","138.23"
"2010-10-05","135.08","124.42","135.03","138.80"
"2010-10-06","136.11","125.16","136.09","139.78"
"2010-10-07","134.88","124.04","134.78","138.73"
"2010-10-08","135.12","124.12","135.08","138.82"
"2010-10-11","135.12","124.12","135.08","138.82"
"2010-10-12","135.58","124.64","135.59","139.16"
"2010-10-13","136.36","125.09","136.45","139.74"
"2010-10-14","136.03","124.58","136.08","139.52"
"2010-10-15","135.12","123.78","135.22","138.44"
"2010-10-18","134.66","123.45","134.72","138.09"
"2010-10-19","133.14","122.43","133.19","136.54"
"2010-10-20","133.51","122.49","133.54","136.99"
"2010-10-21","133.69","122.67","133.70","137.20"
"2010-10-22","133.50","122.68","133.53","136.98"
"2010-10-25","134.01","122.85","134.05","137.49"
"2010-10-26","133.98","123.09","134.00","137.50"
"2010-10-27","133.07","122.55","133.00","136.78"
"2010-10-28","134.26","123.34","134.15","138.11"
"2010-10-29","134.31","123.27","134.29","137.93"
"2010-11-01","135.04","123.98","135.01","138.73"
"2010-11-02","135.27","123.95","135.25","138.91"
"2010-11-03","135.40","124.10","135.43","138.93"
"2010-11-04","135.75","123.91","135.76","139.33"
"2010-11-05","136.14","124.51","136.31","139.31"
"2010-11-08","136.34","124.96","136.40","139.81"
"2010-11-09","136.43","125.02","136.66","139.45"
"2010-11-10","136.72","125.59","137.04","139.51"
"2010-11-11","136.72","125.59","137.04","139.51"
"2010-11-12","136.01","125.07","136.23","139.06"
"2010-11-15","136.49","125.75","136.69","139.60"
"2010-11-16","134.67","124.43","134.82","137.87"
"2010-11-17","134.83","124.44","135.00","137.98"
"2010-11-18","135.08","124.50","135.36","137.92"
"2010-11-19","134.63","124.08","134.86","137.62"
"2010-11-22","134.96","124.43","135.20","137.90"
"2010-11-23","134.75","124.73","134.80","138.18"
"2010-11-24","136.54","126.37","136.72","139.70"
"2010-11-25","136.84","126.60","137.09","139.82"
"2010-11-26","135.89","126.18","136.01","139.18"
"2010-11-29","135.70","126.26","135.84","138.95"
"2010-11-30","135.08","125.58","135.33","138.02"
"2010-12-01","136.21","126.39","136.56","138.90"
"2010-12-02","137.53","127.41","137.85","140.33"
"2010-12-03","136.96","126.55","137.23","139.89"
"2010-12-06","137.09","126.77","137.44","139.83"
"2010-12-07","136.56","126.22","136.89","139.35"
"2010-12-08","136.83","126.78","137.12","139.69"
"2010-12-09","136.91","126.91","137.17","139.86"
"2010-12-10","136.89","126.82","137.13","139.89"
"2010-12-13","137.23","126.86","137.41","140.38"
"2010-12-14","137.20","126.75","137.47","140.14"
"2010-12-15","137.58","127.37","137.85","140.55"
"2010-12-16","137.54","127.55","137.77","140.58"
"2010-12-17","136.68","126.81","136.98","139.52"
"2010-12-20","135.94","126.12","136.20","138.89"
"2010-12-21","135.88","125.97","136.23","138.57"
"2010-12-22","136.22","126.26","136.66","138.68"
"2010-12-23","136.84","126.76","137.28","139.35"
"2010-12-24","137.18","126.99","137.65","139.58"
"2010-12-27","137.18","126.99","137.65","139.58"
"2010-12-28","137.18","126.99","137.65","139.58"
"2010-12-29","137.76","127.30","138.19","140.27"
"2010-12-30","137.43","126.78","137.93","139.78"
"2010-12-31","137.92","126.88","138.42","140.27"
"2011-01-03","137.92","126.88","138.42","140.27"
