"REF_DATE","GEO","DGUID","Housing estimates","Type of unit","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1999-12","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","726","","","","0"
"2000-01","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","720","","","","0"
"2000-02","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","549","","","","0"
"2000-03","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","611","","","","0"
"2000-04","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","1167","","","","0"
"2000-05","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","883","","","","0"
"2000-06","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","810","","","","0"
"2000-07","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","1113","","","","0"
"2000-08","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","875","","","","0"
"2000-09","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","1049","","","","0"
"2000-10","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","910","","","","0"
"2000-11","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","790","","","","0"
"2000-12","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","861","","","","0"
"2001-01","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","733","","","","0"
"2001-02","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","689","","","","0"
"2001-03","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","786","","","","0"
"2001-04","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","1092","","","","0"
"2001-05","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","990","","","","0"
"2001-06","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","1055","","","","0"
"2001-07","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","872","","","","0"
"2001-08","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","1030","","","","0"
"2001-09","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","977","","","","0"
"2001-10","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","708","","","","0"
"2001-11","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","934","","","","0"
"2001-12","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","753","","","","0"
"2002-01","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","940","","","","0"
"2002-02","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","762","","","","0"
"2002-03","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","899","","","","0"
"2002-04","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","961","","","","0"
"2002-05","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","1266","","","","0"
"2002-06","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","1061","","","","0"
"2002-07","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","1207","","","","0"
"2002-08","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","1085","","","","0"
"2002-09","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","855","","","","0"
"2002-10","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","1144","","","","0"
"2002-11","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","828","","","","0"
"2002-12","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","966","","","","0"
"2003-01","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","519","","","","0"
"2003-02","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","665","","","","0"
"2003-03","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","852","","","","0"
"2003-04","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","1146","","","","0"
"2003-05","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","1145","","","","0"
"2003-06","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","1215","","","","0"
"2003-07","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","1132","","","","0"
"2003-08","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","1133","","","","0"
"2003-09","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","969","","","","0"
"2003-10","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","1001","","","","0"
"2003-11","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","1203","","","","0"
"2003-12","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","892","","","","0"
"2004-01","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","751","","","","0"
"2004-02","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","704","","","","0"
"2004-03","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","761","","","","0"
"2004-04","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","1268","","","","0"
"2004-05","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","1257","","","","0"
"2004-06","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","1159","","","","0"
"2004-07","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","1203","","","","0"
"2004-08","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","955","","","","0"
"2004-09","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","922","","","","0"
"2004-10","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","932","","","","0"
"2004-11","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","1064","","","","0"
"2004-12","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","1079","","","","0"
"2005-01","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","622","","","","0"
"2005-02","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","631","","","","0"
"2005-03","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","673","","","","0"
"2005-04","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","1246","","","","0"
"2005-05","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","1061","","","","0"
"2005-06","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","1094","","","","0"
"2005-07","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","980","","","","0"
"2005-08","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","899","","","","0"
"2005-09","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","1226","","","","0"
"2005-10","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","947","","","","0"
"2005-11","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","971","","","","0"
"2005-12","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","752","","","","0"
"2006-01","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","776","","","","0"
"2006-02","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","871","","","","0"
"2006-03","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","744","","","","0"
"2006-04","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","1126","","","","0"
"2006-05","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","1073","","","","0"
"2006-06","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","1021","","","","0"
"2006-07","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","910","","","","0"
"2006-08","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","1149","","","","0"
"2006-09","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","841","","","","0"
"2006-10","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","863","","","","0"
"2006-11","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","1027","","","","0"
"2006-12","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","935","","","","0"
"2007-01","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","799","","","","0"
"2007-02","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","672","","","","0"
"2007-03","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","754","","","","0"
"2007-04","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","1159","","","","0"
"2007-05","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","1217","","","","0"
"2007-06","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","1141","","","","0"
"2007-07","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","1041","","","","0"
"2007-08","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","976","","","","0"
"2007-09","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","1015","","","","0"
"2007-10","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","855","","","","0"
"2007-11","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","1122","","","","0"
"2007-12","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","684","","","","0"
"2008-01","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","630","","","","0"
"2008-02","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","593","","","","0"
"2008-03","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","726","","","","0"
"2008-04","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","834","","","","0"
"2008-05","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","979","","","","0"
"2008-06","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","995","","","","0"
"2008-07","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","928","","","","0"
"2008-08","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","881","","","","0"
"2008-09","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","995","","","","0"
"2008-10","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","784","","","","0"
"2008-11","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","834","","","","0"
"2008-12","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","621","","","","0"
"2009-01","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","527","","","","0"
"2009-02","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","317","","","","0"
"2009-03","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","562","","","","0"
"2009-04","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","677","","","","0"
"2009-05","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","901","","","","0"
"2009-06","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","841","","","","0"
"2009-07","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","906","","","","0"
"2009-08","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","688","","","","0"
"2009-09","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","1015","","","","0"
"2009-10","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","935","","","","0"
"2009-11","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","1011","","","","0"
"2009-12","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","769","","","","0"
"2010-01","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","779","","","","0"
"2010-02","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","624","","","","0"
"2010-03","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","828","","","","0"
"2010-04","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","1226","","","","0"
"2010-05","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","1164","","","","0"
"2010-06","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","985","","","","0"
"2010-07","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","850","","","","0"
"2010-08","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","923","","","","0"
"2010-09","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","782","","","","0"
"2010-10","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","795","","","","0"
"2010-11","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","969","","","","0"
"2010-12","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","747","","","","0"
"2011-01","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","517","","","","0"
"2011-02","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","639","","","","0"
"2011-03","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","626","","","","0"
"2011-04","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","1132","","","","0"
"2011-05","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","936","","","","0"
"2011-06","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","1018","","","","0"
"2011-07","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","839","","","","0"
"2011-08","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","760","","","","0"
"2011-09","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","897","","","","0"
"2011-10","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","942","","","","0"
"2011-11","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","868","","","","0"
"2011-12","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","984","","","","0"
"2012-01","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","556","","","","0"
"2012-02","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","818","","","","0"
"2012-03","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","796","","","","0"
"2012-04","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","1098","","","","0"
"2012-05","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","1084","","","","0"
"2012-06","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","1128","","","","0"
"2012-07","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","1182","","","","0"
"2012-08","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","1184","","","","0"
"2012-09","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","896","","","","0"
"2012-10","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","930","","","","0"
"2012-11","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","1264","","","","0"
"2012-12","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","910","","","","0"
"2013-01","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","724","","","","0"
"2013-02","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","636","","","","0"
"2013-03","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","647","","","","0"
"2013-04","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","1089","","","","0"
"2013-05","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","1060","","","","0"
"2013-06","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","996","","","","0"
"2013-07","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","976","","","","0"
"2013-08","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","974","","","","0"
"2013-09","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","878","","","","0"
"2013-10","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","940","","","","0"
"2013-11","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","958","","","","0"
"2013-12","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","680","","","","0"
"2014-01","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","608","","","","0"
"2014-02","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","610","","","","0"
"2014-03","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","818","","","","0"
"2014-04","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","1122","","","","0"
"2014-05","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","1204","","","","0"
"2014-06","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","1054","","","","0"
"2014-07","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","1115","","","","0"
"2014-08","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","900","","","","0"
"2014-09","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","882","","","","0"
"2014-10","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","1007","","","","0"
"2014-11","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","941","","","","0"
"2014-12","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","802","","","","0"
"2015-01","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","553","","","","0"
"2015-02","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","592","","","","0"
"2015-03","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","670","","","","0"
"2015-04","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","1019","","","","0"
"2015-05","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","869","","","","0"
"2015-06","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","907","","","","0"
"2015-07","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","790","","","","0"
"2015-08","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","911","","","","0"
"2015-09","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","742","","","","0"
"2015-10","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","746","","","","0"
"2015-11","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","786","","","","0"
"2015-12","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","704","","","","0"
"2016-01","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","504","","","","0"
"2016-02","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","478","","","","0"
"2016-03","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","566","","","","0"
"2016-04","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","876","","","","0"
"2016-05","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","834","","","","0"
"2016-06","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","1040","","","","0"
"2016-07","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","772","","","","0"
"2016-08","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","689","","","","0"
"2016-09","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","923","","","","0"
"2016-10","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","858","","","","0"
"2016-11","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","818","","","","0"
"2016-12","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","698","","","","0"
"2017-01","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","524","","","","0"
"2017-02","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","666","","","","0"
"2017-03","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","734","","","","0"
"2017-04","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","899","","","","0"
"2017-05","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","870","","","","0"
"2017-06","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","1006","","","","0"
"2017-07","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","1108","","","","0"
"2017-08","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","752","","","","0"
"2017-09","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","1162","","","","0"
"2017-10","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","928","","","","0"
"2017-11","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","930","","","","0"
"2017-12","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","754","","","","0"
"2018-01","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","652","","","","0"
"2018-02","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","538","","","","0"
"2018-03","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","636","","","","0"
"2018-04","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","890","","","","0"
"2018-05","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","918","","","","0"
"2018-06","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","902","","","","0"
"2018-07","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","748","","","","0"
"2018-08","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","650","","","","0"
"2018-09","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","1023","","","","0"
"2018-10","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","652","","","","0"
"2018-11","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","719","","","","0"
"2018-12","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","652","","","","0"
"2019-01","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","378","","","","0"
"2019-02","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","374","","","","0"
"2019-03","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","521","","","","0"
"2019-04","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","796","","","","0"
"2019-05","Canada","2016A000011124","Housing starts","Semi-detached units","Units","300","units","0","v15817858","1.1.3","783","","","","0"
