"REF_DATE","GEO","DGUID","Housing estimates","Type of unit","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1994-05","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","7554","","","","0"
"1994-06","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","7263","","","","0"
"1994-07","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","6865","","","","0"
"1994-08","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","5533","","","","0"
"1994-09","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","5093","","","","0"
"1994-10","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","4816","","","","0"
"1994-11","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","4365","","","","0"
"1994-12","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","3512","","","","0"
"1995-01","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","2449","","","","0"
"1995-02","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","2125","","","","0"
"1995-03","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","2249","","","","0"
"1995-04","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","3883","","","","0"
"1995-05","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","4247","","","","0"
"1995-06","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","4660","","","","0"
"1995-07","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","3630","","","","0"
"1995-08","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","3632","","","","0"
"1995-09","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","3647","","","","0"
"1995-10","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","3752","","","","0"
"1995-11","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","3469","","","","0"
"1995-12","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","2992","","","","0"
"1996-01","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","2189","","","","0"
"1996-02","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","1739","","","","0"
"1996-03","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","2572","","","","0"
"1996-04","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","4439","","","","0"
"1996-05","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","6172","","","","0"
"1996-06","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","6238","","","","0"
"1996-07","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","5745","","","","0"
"1996-08","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","4935","","","","0"
"1996-09","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","4773","","","","0"
"1996-10","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","4420","","","","0"
"1996-11","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","4678","","","","0"
"1996-12","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","4130","","","","0"
"1997-01","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","3049","","","","0"
"1997-02","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","3597","","","","0"
"1997-03","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","3978","","","","0"
"1997-04","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","6024","","","","0"
"1997-05","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","7652","","","","0"
"1997-06","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","6898","","","","0"
"1997-07","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","6580","","","","0"
"1997-08","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","6382","","","","0"
"1997-09","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","5806","","","","0"
"1997-10","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","5885","","","","0"
"1997-11","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","5494","","","","0"
"1997-12","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","4515","","","","0"
"1998-01","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","3483","","","","0"
"1998-02","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","3499","","","","0"
"1998-03","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","3723","","","","0"
"1998-04","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","6098","","","","0"
"1998-05","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","7240","","","","0"
"1998-06","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","6259","","","","0"
"1998-07","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","5612","","","","0"
"1998-08","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","5842","","","","0"
"1998-09","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","5512","","","","0"
"1998-10","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","5569","","","","0"
"1998-11","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","5225","","","","0"
"1998-12","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","4727","","","","0"
"1999-01","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","3139","","","","0"
"1999-02","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","3033","","","","0"
"1999-03","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","3455","","","","0"
"1999-04","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","6565","","","","0"
"1999-05","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","7477","","","","0"
"1999-06","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","7541","","","","0"
"1999-07","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","7064","","","","0"
"1999-08","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","6266","","","","0"
"1999-09","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","6271","","","","0"
"1999-10","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","5815","","","","0"
"1999-11","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","5650","","","","0"
"1999-12","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","5493","","","","0"
"2000-01","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","3890","","","","0"
"2000-02","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","3101","","","","0"
"2000-03","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","4884","","","","0"
"2000-04","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","7027","","","","0"
"2000-05","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","7235","","","","0"
"2000-06","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","7117","","","","0"
"2000-07","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","7117","","","","0"
"2000-08","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","6156","","","","0"
"2000-09","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","5959","","","","0"
"2000-10","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","5776","","","","0"
"2000-11","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","6111","","","","0"
"2000-12","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","5135","","","","0"
"2001-01","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","3877","","","","0"
"2001-02","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","3714","","","","0"
"2001-03","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","4448","","","","0"
"2001-04","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","6914","","","","0"
"2001-05","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","6884","","","","0"
"2001-06","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","7459","","","","0"
"2001-07","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","6854","","","","0"
"2001-08","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","6725","","","","0"
"2001-09","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","6345","","","","0"
"2001-10","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","6630","","","","0"
"2001-11","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","6628","","","","0"
"2001-12","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","5940","","","","0"
"2002-01","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","4666","","","","0"
"2002-02","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","4919","","","","0"
"2002-03","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","6262","","","","0"
"2002-04","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","9172","","","","0"
"2002-05","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","10568","","","","0"
"2002-06","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","10130","","","","0"
"2002-07","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","9016","","","","0"
"2002-08","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","9004","","","","0"
"2002-09","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","8495","","","","0"
"2002-10","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","8991","","","","0"
"2002-11","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","7907","","","","0"
"2002-12","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","6999","","","","0"
"2003-01","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","4837","","","","0"
"2003-02","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","5163","","","","0"
"2003-03","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","5660","","","","0"
"2003-04","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","8731","","","","0"
"2003-05","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","9002","","","","0"
"2003-06","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","9624","","","","0"
"2003-07","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","9265","","","","0"
"2003-08","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","8412","","","","0"
"2003-09","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","7935","","","","0"
"2003-10","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","8278","","","","0"
"2003-11","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","8101","","","","0"
"2003-12","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","6815","","","","0"
"2004-01","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","4582","","","","0"
"2004-02","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","5018","","","","0"
"2004-03","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","6429","","","","0"
"2004-04","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","9064","","","","0"
"2004-05","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","10084","","","","0"
"2004-06","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","9583","","","","0"
"2004-07","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","9871","","","","0"
"2004-08","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","8436","","","","0"
"2004-09","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","8405","","","","0"
"2004-10","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","8352","","","","0"
"2004-11","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","7642","","","","0"
"2004-12","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","6534","","","","0"
"2005-01","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","4212","","","","0"
"2005-02","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","4493","","","","0"
"2005-03","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","5347","","","","0"
"2005-04","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","8271","","","","0"
"2005-05","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","8925","","","","0"
"2005-06","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","8932","","","","0"
"2005-07","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","8165","","","","0"
"2005-08","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","6909","","","","0"
"2005-09","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","7682","","","","0"
"2005-10","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","7185","","","","0"
"2005-11","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","7020","","","","0"
"2005-12","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","6415","","","","0"
"2006-01","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","5446","","","","0"
"2006-02","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","5343","","","","0"
"2006-03","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","5681","","","","0"
"2006-04","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","7826","","","","0"
"2006-05","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","8268","","","","0"
"2006-06","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","8397","","","","0"
"2006-07","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","7949","","","","0"
"2006-08","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","7177","","","","0"
"2006-09","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","7513","","","","0"
"2006-10","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","7303","","","","0"
"2006-11","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","6677","","","","0"
"2006-12","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","5650","","","","0"
"2007-01","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","4786","","","","0"
"2007-02","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","4071","","","","0"
"2007-03","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","5068","","","","0"
"2007-04","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","7351","","","","0"
"2007-05","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","8185","","","","0"
"2007-06","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","8573","","","","0"
"2007-07","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","8098","","","","0"
"2007-08","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","7476","","","","0"
"2007-09","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","7234","","","","0"
"2007-10","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","6758","","","","0"
"2007-11","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","7504","","","","0"
"2007-12","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","5371","","","","0"
"2008-01","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","4010","","","","0"
"2008-02","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","3822","","","","0"
"2008-03","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","4208","","","","0"
"2008-04","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","5818","","","","0"
"2008-05","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","7284","","","","0"
"2008-06","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","6640","","","","0"
"2008-07","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","6281","","","","0"
"2008-08","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","5829","","","","0"
"2008-09","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","5177","","","","0"
"2008-10","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","5443","","","","0"
"2008-11","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","4826","","","","0"
"2008-12","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","3691","","","","0"
"2009-01","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","2262","","","","0"
"2009-02","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","1836","","","","0"
"2009-03","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","2199","","","","0"
"2009-04","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","3160","","","","0"
"2009-05","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","4394","","","","0"
"2009-06","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","4793","","","","0"
"2009-07","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","4994","","","","0"
"2009-08","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","4696","","","","0"
"2009-09","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","5716","","","","0"
"2009-10","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","5984","","","","0"
"2009-11","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","6088","","","","0"
"2009-12","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","5382","","","","0"
"2010-01","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","4377","","","","0"
"2010-02","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","4103","","","","0"
"2010-03","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","4963","","","","0"
"2010-04","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","6351","","","","0"
"2010-05","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","6711","","","","0"
"2010-06","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","6707","","","","0"
"2010-07","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","6144","","","","0"
"2010-08","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","5577","","","","0"
"2010-09","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","5072","","","","0"
"2010-10","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","4907","","","","0"
"2010-11","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","5143","","","","0"
"2010-12","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","4302","","","","0"
"2011-01","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","3197","","","","0"
"2011-02","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","3076","","","","0"
"2011-03","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","3274","","","","0"
"2011-04","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","4941","","","","0"
"2011-05","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","5438","","","","0"
"2011-06","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","6285","","","","0"
"2011-07","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","5826","","","","0"
"2011-08","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","5444","","","","0"
"2011-09","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","5305","","","","0"
"2011-10","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","5037","","","","0"
"2011-11","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","5467","","","","0"
"2011-12","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","4804","","","","0"
"2012-01","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","3299","","","","0"
"2012-02","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","3230","","","","0"
"2012-03","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","3615","","","","0"
"2012-04","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","5498","","","","0"
"2012-05","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","5531","","","","0"
"2012-06","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","5916","","","","0"
"2012-07","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","5750","","","","0"
"2012-08","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","5514","","","","0"
"2012-09","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","5306","","","","0"
"2012-10","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","4933","","","","0"
"2012-11","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","4891","","","","0"
"2012-12","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","4564","","","","0"
"2013-01","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","2991","","","","0"
"2013-02","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","3101","","","","0"
"2013-03","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","3337","","","","0"
"2013-04","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","4869","","","","0"
"2013-05","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","5549","","","","0"
"2013-06","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","5422","","","","0"
"2013-07","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","5269","","","","0"
"2013-08","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","4997","","","","0"
"2013-09","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","4876","","","","0"
"2013-10","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","4847","","","","0"
"2013-11","Canada","2016A000011124","Housing starts","Single-detached units","Units","300","units","0","v15817847","1.1.2","4948","","","","0"
