Id,When,Type,Unit,Alberta,ModifiedDate
156559,4/1/2012 0:00,WTI,$US/bbl,103.35,2/24/2021 9:00
156560,5/1/2012 0:00,WTI,$US/bbl,94.72,2/24/2021 9:00
156561,6/1/2012 0:00,WTI,$US/bbl,82.41,2/24/2021 9:00
156562,7/1/2012 0:00,WTI,$US/bbl,87.93,2/24/2021 9:00
156563,8/1/2012 0:00,WTI,$US/bbl,94.16,2/24/2021 9:00
156564,9/1/2012 0:00,WTI,$US/bbl,94.56,2/24/2021 9:00
156565,10/1/2012 0:00,WTI,$US/bbl,89.57,2/24/2021 9:00
156566,11/1/2012 0:00,WTI,$US/bbl,86.73,2/24/2021 9:00
156567,12/1/2012 0:00,WTI,$US/bbl,88.25,2/24/2021 9:00
156568,1/1/2013 0:00,WTI,$US/bbl,94.83,2/24/2021 9:00
156569,2/1/2013 0:00,WTI,$US/bbl,95.32,2/24/2021 9:00
156570,3/1/2013 0:00,WTI,$US/bbl,92.96,2/24/2021 9:00
156571,4/1/2013 0:00,WTI,$US/bbl,92.07,2/24/2021 9:00
156572,5/1/2013 0:00,WTI,$US/bbl,94.8,2/24/2021 9:00
156573,6/1/2013 0:00,WTI,$US/bbl,95.8,2/24/2021 9:00
156574,7/1/2013 0:00,WTI,$US/bbl,104.7,2/24/2021 9:00
156575,8/1/2013 0:00,WTI,$US/bbl,106.54,2/24/2021 9:00
156576,9/1/2013 0:00,WTI,$US/bbl,106.24,2/24/2021 9:00
156577,10/1/2013 0:00,WTI,$US/bbl,100.55,2/24/2021 9:00
156578,11/1/2013 0:00,WTI,$US/bbl,93.93,2/24/2021 9:00
156579,12/1/2013 0:00,WTI,$US/bbl,97.89,2/24/2021 9:00
156580,1/1/2014 0:00,WTI,$US/bbl,94.86,2/24/2021 9:00
156581,2/1/2014 0:00,WTI,$US/bbl,100.68,2/24/2021 9:00
156582,3/1/2014 0:00,WTI,$US/bbl,100.51,2/24/2021 9:00
156583,4/1/2014 0:00,WTI,$US/bbl,102.04,2/24/2021 9:00
156584,5/1/2014 0:00,WTI,$US/bbl,101.8,2/24/2021 9:00
156585,6/1/2014 0:00,WTI,$US/bbl,105.15,2/24/2021 9:00
156586,7/1/2014 0:00,WTI,$US/bbl,102.39,2/24/2021 9:00
156587,8/1/2014 0:00,WTI,$US/bbl,96.08,2/24/2021 9:00
156588,9/1/2014 0:00,WTI,$US/bbl,93.03,2/24/2021 9:00
156589,10/1/2014 0:00,WTI,$US/bbl,84.34,2/24/2021 9:00
156590,11/1/2014 0:00,WTI,$US/bbl,75.81,2/24/2021 9:00
156591,12/1/2014 0:00,WTI,$US/bbl,59.29,2/24/2021 9:00
156592,1/1/2015 0:00,WTI,$US/bbl,47.22,2/24/2021 9:00
156593,2/1/2015 0:00,WTI,$US/bbl,50.58,2/24/2021 9:00
156594,3/1/2015 0:00,WTI,$US/bbl,47.82,2/24/2021 9:00
156595,4/1/2015 0:00,WTI,$US/bbl,54.45,2/24/2021 9:00
156596,5/1/2015 0:00,WTI,$US/bbl,59.27,2/24/2021 9:00
156597,6/1/2015 0:00,WTI,$US/bbl,59.82,2/24/2021 9:00
156598,7/1/2015 0:00,WTI,$US/bbl,50.9,2/24/2021 9:00
156599,8/1/2015 0:00,WTI,$US/bbl,42.87,2/24/2021 9:00
156600,9/1/2015 0:00,WTI,$US/bbl,45.48,2/24/2021 9:00
156601,10/1/2015 0:00,WTI,$US/bbl,46.22,2/24/2021 9:00
156602,11/1/2015 0:00,WTI,$US/bbl,42.44,2/24/2021 9:00
156603,12/1/2015 0:00,WTI,$US/bbl,37.19,2/24/2021 9:00
156604,1/1/2016 0:00,WTI,$US/bbl,31.68,2/24/2021 9:00
156605,2/1/2016 0:00,WTI,$US/bbl,30.32,2/24/2021 9:00
156606,3/1/2016 0:00,WTI,$US/bbl,37.55,2/24/2021 9:00
156607,4/1/2016 0:00,WTI,$US/bbl,40.75,2/24/2021 9:00
156608,5/1/2016 0:00,WTI,$US/bbl,46.71,2/24/2021 9:00
156609,6/1/2016 0:00,WTI,$US/bbl,48.76,2/24/2021 9:00
156610,7/1/2016 0:00,WTI,$US/bbl,44.65,2/24/2021 9:00
156611,8/1/2016 0:00,WTI,$US/bbl,44.72,2/24/2021 9:00
156612,9/1/2016 0:00,WTI,$US/bbl,45.18,2/24/2021 9:00
156613,10/1/2016 0:00,WTI,$US/bbl,49.78,2/24/2021 9:00
156614,11/1/2016 0:00,WTI,$US/bbl,45.66,2/24/2021 9:00
156615,12/1/2016 0:00,WTI,$US/bbl,51.97,2/24/2021 9:00
156616,1/1/2017 0:00,WTI,$US/bbl,52.5,2/24/2021 9:00
156617,2/1/2017 0:00,WTI,$US/bbl,53.47,2/24/2021 9:00
156618,3/1/2017 0:00,WTI,$US/bbl,49.33,2/24/2021 9:00
156619,4/1/2017 0:00,WTI,$US/bbl,51.06,2/24/2021 9:00
156620,5/1/2017 0:00,WTI,$US/bbl,48.48,2/24/2021 9:00
156621,6/1/2017 0:00,WTI,$US/bbl,45.18,2/24/2021 9:00
156622,7/1/2017 0:00,WTI,$US/bbl,46.63,2/24/2021 9:00
156623,8/1/2017 0:00,WTI,$US/bbl,48.04,2/24/2021 9:00
156624,9/1/2017 0:00,WTI,$US/bbl,49.82,2/24/2021 9:00
156625,10/1/2017 0:00,WTI,$US/bbl,51.58,2/24/2021 9:00
156626,11/1/2017 0:00,WTI,$US/bbl,56.64,2/24/2021 9:00
156627,12/1/2017 0:00,WTI,$US/bbl,57.95,2/24/2021 9:00
156628,1/1/2018 0:00,WTI,$US/bbl,63.55,2/24/2021 9:00
156629,2/1/2018 0:00,WTI,$US/bbl,62.16,2/24/2021 9:00
156630,3/1/2018 0:00,WTI,$US/bbl,62.87,2/24/2021 9:00
156631,4/1/2018 0:00,WTI,$US/bbl,66.33,2/24/2021 9:00
156632,5/1/2018 0:00,WTI,$US/bbl,69.89,2/24/2021 9:00
156633,6/1/2018 0:00,WTI,$US/bbl,67.32,2/24/2021 9:00
156634,7/1/2018 0:00,WTI,$US/bbl,70.74,2/24/2021 9:00
156635,8/1/2018 0:00,WTI,$US/bbl,67.85,2/24/2021 9:00
156636,9/1/2018 0:00,WTI,$US/bbl,70.07,2/24/2021 9:00
156637,10/1/2018 0:00,WTI,$US/bbl,70.76,2/24/2021 9:00
156638,11/1/2018 0:00,WTI,$US/bbl,56.96,2/24/2021 9:00
156639,12/1/2018 0:00,WTI,$US/bbl,49.52,2/24/2021 9:00
156640,1/1/2019 0:00,WTI,$US/bbl,51.38,2/24/2021 9:00
156641,2/1/2019 0:00,WTI,$US/bbl,54.95,2/24/2021 9:00
156642,3/1/2019 0:00,WTI,$US/bbl,58.15,2/24/2021 9:00
156643,4/1/2019 0:00,WTI,$US/bbl,63.86,2/24/2021 9:00
156644,5/1/2019 0:00,WTI,$US/bbl,60.83,2/24/2021 9:00
156645,6/1/2019 0:00,WTI,$US/bbl,54.66,2/24/2021 9:00
156646,7/1/2019 0:00,WTI,$US/bbl,57.35,2/24/2021 9:00
156647,8/1/2019 0:00,WTI,$US/bbl,54.81,2/24/2021 9:00
156648,9/1/2019 0:00,WTI,$US/bbl,56.95,2/24/2021 9:00
156649,10/1/2019 0:00,WTI,$US/bbl,53.96,2/24/2021 9:00
156650,11/1/2019 0:00,WTI,$US/bbl,57.03,2/24/2021 9:00
156651,12/1/2019 0:00,WTI,$US/bbl,59.88,2/24/2021 9:00
156652,1/1/2020 0:00,WTI,$US/bbl,57.68,2/24/2021 9:00
156653,2/1/2020 0:00,WTI,$US/bbl,50.62,2/24/2021 9:00
156654,1/1/2005 0:00,WCS,$US/bbl,29.42,2/24/2021 9:00
156655,2/1/2005 0:00,WCS,$US/bbl,28.44,2/24/2021 9:00
156656,3/1/2005 0:00,WCS,$US/bbl,36.5,2/24/2021 9:00
156657,4/1/2005 0:00,WCS,$US/bbl,31.02,2/24/2021 9:00
156658,5/1/2005 0:00,WCS,$US/bbl,27.46,2/24/2021 9:00
156659,6/1/2005 0:00,WCS,$US/bbl,38.16,2/24/2021 9:00
156660,7/1/2005 0:00,WCS,$US/bbl,44.78,2/24/2021 9:00
156661,8/1/2005 0:00,WCS,$US/bbl,48.29,2/24/2021 9:00
156662,9/1/2005 0:00,WCS,$US/bbl,42.13,2/24/2021 9:00
156663,10/1/2005 0:00,WCS,$US/bbl,41.52,2/24/2021 9:00
156664,11/1/2005 0:00,WCS,$US/bbl,34.34,2/24/2021 9:00
156665,12/1/2005 0:00,WCS,$US/bbl,32.78,2/24/2021 9:00
156666,1/1/2006 0:00,WCS,$US/bbl,38.8,2/24/2021 9:00
156667,2/1/2006 0:00,WCS,$US/bbl,28.68,2/24/2021 9:00
156668,3/1/2006 0:00,WCS,$US/bbl,36.77,2/24/2021 9:00
156669,4/1/2006 0:00,WCS,$US/bbl,52.02,2/24/2021 9:00
156670,5/1/2006 0:00,WCS,$US/bbl,57.29,2/24/2021 9:00
156671,6/1/2006 0:00,WCS,$US/bbl,51.63,2/24/2021 9:00
156672,7/1/2006 0:00,WCS,$US/bbl,57.93,2/24/2021 9:00
156673,8/1/2006 0:00,WCS,$US/bbl,55.83,2/24/2021 9:00
156674,9/1/2006 0:00,WCS,$US/bbl,41.56,2/24/2021 9:00
156675,10/1/2006 0:00,WCS,$US/bbl,36.9,2/24/2021 9:00
156676,11/1/2006 0:00,WCS,$US/bbl,39.17,2/24/2021 9:00
156677,12/1/2006 0:00,WCS,$US/bbl,43.9,2/24/2021 9:00
156678,1/1/2007 0:00,WCS,$US/bbl,38.05,2/24/2021 9:00
156679,2/1/2007 0:00,WCS,$US/bbl,44.43,2/24/2021 9:00
156680,3/1/2007 0:00,WCS,$US/bbl,45.6,2/24/2021 9:00
156681,4/1/2007 0:00,WCS,$US/bbl,44.03,2/24/2021 9:00
156682,5/1/2007 0:00,WCS,$US/bbl,46.33,2/24/2021 9:00
156683,6/1/2007 0:00,WCS,$US/bbl,47.19,2/24/2021 9:00
156684,7/1/2007 0:00,WCS,$US/bbl,53.06,2/24/2021 9:00
156685,8/1/2007 0:00,WCS,$US/bbl,52.76,2/24/2021 9:00
156686,9/1/2007 0:00,WCS,$US/bbl,53,2/24/2021 9:00
156687,10/1/2007 0:00,WCS,$US/bbl,54.69,2/24/2021 9:00
156688,11/1/2007 0:00,WCS,$US/bbl,66.29,2/24/2021 9:00
156689,12/1/2007 0:00,WCS,$US/bbl,50.02,2/24/2021 9:00
156690,1/1/2008 0:00,WCS,$US/bbl,68.72,2/24/2021 9:00
156691,2/1/2008 0:00,WCS,$US/bbl,71.75,2/24/2021 9:00
156692,3/1/2008 0:00,WCS,$US/bbl,88.87,2/24/2021 9:00
156693,4/1/2008 0:00,WCS,$US/bbl,94.64,2/24/2021 9:00
156694,5/1/2008 0:00,WCS,$US/bbl,104.28,2/24/2021 9:00
156695,6/1/2008 0:00,WCS,$US/bbl,108.15,2/24/2021 9:00
156696,7/1/2008 0:00,WCS,$US/bbl,114.95,2/24/2021 9:00
156697,8/1/2008 0:00,WCS,$US/bbl,101.1,2/24/2021 9:00
156698,9/1/2008 0:00,WCS,$US/bbl,83.87,2/24/2021 9:00
156699,10/1/2008 0:00,WCS,$US/bbl,58.08,2/24/2021 9:00
156700,11/1/2008 0:00,WCS,$US/bbl,37.54,2/24/2021 9:00
156701,12/1/2008 0:00,WCS,$US/bbl,23.18,2/24/2021 9:00
156702,1/1/2009 0:00,WCS,$US/bbl,29.97,2/24/2021 9:00
156703,2/1/2009 0:00,WCS,$US/bbl,31.71,2/24/2021 9:00
156704,3/1/2009 0:00,WCS,$US/bbl,40.76,2/24/2021 9:00
156705,4/1/2009 0:00,WCS,$US/bbl,43.76,2/24/2021 9:00
156706,5/1/2009 0:00,WCS,$US/bbl,51.64,2/24/2021 9:00
156707,6/1/2009 0:00,WCS,$US/bbl,61.18,2/24/2021 9:00
156708,7/1/2009 0:00,WCS,$US/bbl,54.45,2/24/2021 9:00
156709,8/1/2009 0:00,WCS,$US/bbl,60.57,2/24/2021 9:00
156710,9/1/2009 0:00,WCS,$US/bbl,59.52,2/24/2021 9:00
156711,10/1/2009 0:00,WCS,$US/bbl,65.29,2/24/2021 9:00
156712,11/1/2009 0:00,WCS,$US/bbl,65.04,2/24/2021 9:00
156713,12/1/2009 0:00,WCS,$US/bbl,61.89,2/24/2021 9:00
156714,1/1/2010 0:00,WCS,$US/bbl,69.28,2/24/2021 9:00
156715,2/1/2010 0:00,WCS,$US/bbl,67.91,2/24/2021 9:00
156716,3/1/2010 0:00,WCS,$US/bbl,71.82,2/24/2021 9:00
156717,4/1/2010 0:00,WCS,$US/bbl,72.02,2/24/2021 9:00
156718,5/1/2010 0:00,WCS,$US/bbl,57.49,2/24/2021 9:00
156719,6/1/2010 0:00,WCS,$US/bbl,62.33,2/24/2021 9:00
156720,7/1/2010 0:00,WCS,$US/bbl,64.28,2/24/2021 9:00
156721,8/1/2010 0:00,WCS,$US/bbl,61.93,2/24/2021 9:00
156722,9/1/2010 0:00,WCS,$US/bbl,55.44,2/24/2021 9:00
156723,10/1/2010 0:00,WCS,$US/bbl,56.72,2/24/2021 9:00
156724,11/1/2010 0:00,WCS,$US/bbl,69.56,2/24/2021 9:00
156725,12/1/2010 0:00,WCS,$US/bbl,74.89,2/24/2021 9:00
156726,1/1/2011 0:00,WCS,$US/bbl,71.18,2/24/2021 9:00
156727,2/1/2011 0:00,WCS,$US/bbl,63.42,2/24/2021 9:00
156728,3/1/2011 0:00,WCS,$US/bbl,79.13,2/24/2021 9:00
156729,4/1/2011 0:00,WCS,$US/bbl,89.69,2/24/2021 9:00
156730,5/1/2011 0:00,WCS,$US/bbl,85.66,2/24/2021 9:00
156731,6/1/2011 0:00,WCS,$US/bbl,79.42,2/24/2021 9:00
156732,7/1/2011 0:00,WCS,$US/bbl,78.31,2/24/2021 9:00
156733,8/1/2011 0:00,WCS,$US/bbl,66.51,2/24/2021 9:00
156734,9/1/2011 0:00,WCS,$US/bbl,71.6,2/24/2021 9:00
156735,10/1/2011 0:00,WCS,$US/bbl,76.54,2/24/2021 9:00
156736,11/1/2011 0:00,WCS,$US/bbl,87.32,2/24/2021 9:00
156737,12/1/2011 0:00,WCS,$US/bbl,86.86,2/24/2021 9:00
156738,1/1/2012 0:00,WCS,$US/bbl,86.47,2/24/2021 9:00
156739,2/1/2012 0:00,WCS,$US/bbl,83.04,2/24/2021 9:00
156740,3/1/2012 0:00,WCS,$US/bbl,75.01,2/24/2021 9:00
156741,4/1/2012 0:00,WCS,$US/bbl,70.4,2/24/2021 9:00
156742,5/1/2012 0:00,WCS,$US/bbl,75.1,2/24/2021 9:00
156743,6/1/2012 0:00,WCS,$US/bbl,66.37,2/24/2021 9:00
156744,7/1/2012 0:00,WCS,$US/bbl,64.28,2/24/2021 9:00
156745,8/1/2012 0:00,WCS,$US/bbl,69.03,2/24/2021 9:00
156746,9/1/2012 0:00,WCS,$US/bbl,78.17,2/24/2021 9:00
156747,10/1/2012 0:00,WCS,$US/bbl,79.88,2/24/2021 9:00
156748,11/1/2012 0:00,WCS,$US/bbl,72.47,2/24/2021 9:00
156749,12/1/2012 0:00,WCS,$US/bbl,57.87,2/24/2021 9:00
156750,1/1/2013 0:00,WCS,$US/bbl,62.11,2/24/2021 9:00
156751,2/1/2013 0:00,WCS,$US/bbl,58.4,2/24/2021 9:00
156752,3/1/2013 0:00,WCS,$US/bbl,66.72,2/24/2021 9:00
156753,4/1/2013 0:00,WCS,$US/bbl,68.87,2/24/2021 9:00
156754,5/1/2013 0:00,WCS,$US/bbl,80.93,2/24/2021 9:00
156755,6/1/2013 0:00,WCS,$US/bbl,75.39,2/24/2021 9:00
156756,7/1/2013 0:00,WCS,$US/bbl,90.5,2/24/2021 9:00
156757,8/1/2013 0:00,WCS,$US/bbl,90.97,2/24/2021 9:00
156758,9/1/2013 0:00,WCS,$US/bbl,83.57,2/24/2021 9:00
156759,10/1/2013 0:00,WCS,$US/bbl,74.21,2/24/2021 9:00
156760,11/1/2013 0:00,WCS,$US/bbl,62.62,2/24/2021 9:00
156761,12/1/2013 0:00,WCS,$US/bbl,58.95,2/24/2021 9:00
156762,1/1/2014 0:00,WCS,$US/bbl,65.69,2/24/2021 9:00
156763,2/1/2014 0:00,WCS,$US/bbl,81.54,2/24/2021 9:00
156764,3/1/2014 0:00,WCS,$US/bbl,79.42,2/24/2021 9:00
156765,4/1/2014 0:00,WCS,$US/bbl,79.56,2/24/2021 9:00
156766,5/1/2014 0:00,WCS,$US/bbl,82.72,2/24/2021 9:00
156767,6/1/2014 0:00,WCS,$US/bbl,86.56,2/24/2021 9:00
156768,7/1/2014 0:00,WCS,$US/bbl,82.73,2/24/2021 9:00
156769,8/1/2014 0:00,WCS,$US/bbl,73.89,2/24/2021 9:00
156770,9/1/2014 0:00,WCS,$US/bbl,74.35,2/24/2021 9:00
156771,10/1/2014 0:00,WCS,$US/bbl,70.6,2/24/2021 9:00
156772,11/1/2014 0:00,WCS,$US/bbl,62.87,2/24/2021 9:00
156773,12/1/2014 0:00,WCS,$US/bbl,43.24,2/24/2021 9:00
156774,1/1/2015 0:00,WCS,$US/bbl,30.43,2/24/2021 9:00
156775,2/1/2015 0:00,WCS,$US/bbl,36.52,2/24/2021 9:00
156776,3/1/2015 0:00,WCS,$US/bbl,34.76,2/24/2021 9:00
156777,4/1/2015 0:00,WCS,$US/bbl,40.26,2/24/2021 9:00
156778,5/1/2015 0:00,WCS,$US/bbl,47.5,2/24/2021 9:00
156779,6/1/2015 0:00,WCS,$US/bbl,51.29,2/24/2021 9:00
156780,7/1/2015 0:00,WCS,$US/bbl,43.49,2/24/2021 9:00
156781,8/1/2015 0:00,WCS,$US/bbl,29.48,2/24/2021 9:00
156782,9/1/2015 0:00,WCS,$US/bbl,26.5,2/24/2021 9:00
156783,10/1/2015 0:00,WCS,$US/bbl,32.78,2/24/2021 9:00
156784,11/1/2015 0:00,WCS,$US/bbl,27.78,2/24/2021 9:00
156785,12/1/2015 0:00,WCS,$US/bbl,22.51,2/24/2021 9:00
156786,1/1/2016 0:00,WCS,$US/bbl,17.88,2/24/2021 9:00
156787,2/1/2016 0:00,WCS,$US/bbl,16.3,2/24/2021 9:00
156788,3/1/2016 0:00,WCS,$US/bbl,23.46,2/24/2021 9:00
156789,4/1/2016 0:00,WCS,$US/bbl,27.88,2/24/2021 9:00
156790,5/1/2016 0:00,WCS,$US/bbl,32.52,2/24/2021 9:00
156791,6/1/2016 0:00,WCS,$US/bbl,36.47,2/24/2021 9:00
156792,7/1/2016 0:00,WCS,$US/bbl,32.8,2/24/2021 9:00
156793,8/1/2016 0:00,WCS,$US/bbl,30.9,2/24/2021 9:00
156794,9/1/2016 0:00,WCS,$US/bbl,30.62,2/24/2021 9:00
156795,10/1/2016 0:00,WCS,$US/bbl,35.83,2/24/2021 9:00
156796,11/1/2016 0:00,WCS,$US/bbl,31.89,2/24/2021 9:00
156797,12/1/2016 0:00,WCS,$US/bbl,37.18,2/24/2021 9:00
156798,1/1/2017 0:00,WCS,$US/bbl,37.19,2/24/2021 9:00
156799,2/1/2017 0:00,WCS,$US/bbl,39.14,2/24/2021 9:00
156800,3/1/2017 0:00,WCS,$US/bbl,35.68,2/24/2021 9:00
156801,4/1/2017 0:00,WCS,$US/bbl,36.84,2/24/2021 9:00
156802,5/1/2017 0:00,WCS,$US/bbl,38.84,2/24/2021 9:00
156803,6/1/2017 0:00,WCS,$US/bbl,35.8,2/24/2021 9:00
156804,7/1/2017 0:00,WCS,$US/bbl,36.37,2/24/2021 9:00
156805,8/1/2017 0:00,WCS,$US/bbl,38.5,2/24/2021 9:00
156806,9/1/2017 0:00,WCS,$US/bbl,39.93,2/24/2021 9:00
156807,10/1/2017 0:00,WCS,$US/bbl,39.87,2/24/2021 9:00
156808,11/1/2017 0:00,WCS,$US/bbl,45.52,2/24/2021 9:00
156809,12/1/2017 0:00,WCS,$US/bbl,44.02,2/24/2021 9:00
156810,1/1/2018 0:00,WCS,$US/bbl,42.53,2/24/2021 9:00
156811,2/1/2018 0:00,WCS,$US/bbl,37.72,2/24/2021 9:00
156812,3/1/2018 0:00,WCS,$US/bbl,35.53,2/24/2021 9:00
156813,4/1/2018 0:00,WCS,$US/bbl,40.47,2/24/2021 9:00
156814,5/1/2018 0:00,WCS,$US/bbl,53.25,2/24/2021 9:00
156815,6/1/2018 0:00,WCS,$US/bbl,52.1,2/24/2021 9:00
156816,7/1/2018 0:00,WCS,$US/bbl,52.83,2/24/2021 9:00
156817,8/1/2018 0:00,WCS,$US/bbl,48.55,2/24/2021 9:00
156818,9/1/2018 0:00,WCS,$US/bbl,40.37,2/24/2021 9:00
156819,10/1/2018 0:00,WCS,$US/bbl,41.15,2/24/2021 9:00
156820,11/1/2018 0:00,WCS,$US/bbl,11.03,2/24/2021 9:00
156821,12/1/2018 0:00,WCS,$US/bbl,5.97,2/24/2021 9:00
156822,1/1/2019 0:00,WCS,$US/bbl,34.3,2/24/2021 9:00
156823,2/1/2019 0:00,WCS,$US/bbl,45.33,2/24/2021 9:00
156824,3/1/2019 0:00,WCS,$US/bbl,48.21,2/24/2021 9:00
156825,4/1/2019 0:00,WCS,$US/bbl,53.25,2/24/2021 9:00
156826,5/1/2019 0:00,WCS,$US/bbl,52.44,2/24/2021 9:00
156827,6/1/2019 0:00,WCS,$US/bbl,41.74,2/24/2021 9:00
156828,7/1/2019 0:00,WCS,$US/bbl,44.7,2/24/2021 9:00
156829,8/1/2019 0:00,WCS,$US/bbl,43.1,2/24/2021 9:00
156830,9/1/2019 0:00,WCS,$US/bbl,44.84,2/24/2021 9:00
156831,10/1/2019 0:00,WCS,$US/bbl,41.96,2/24/2021 9:00
156832,11/1/2019 0:00,WCS,$US/bbl,42.32,2/24/2021 9:00
156833,12/1/2019 0:00,WCS,$US/bbl,39.11,2/24/2021 9:00
156834,1/1/2020 0:00,WCS,$US/bbl,36.82,2/24/2021 9:00
156835,2/1/2020 0:00,WCS,$US/bbl,27.28,2/24/2021 9:00
156836,1/1/1988 0:00,NatGas,$CDN/GJ,1.56,2/24/2021 9:00
156837,2/1/1988 0:00,NatGas,$CDN/GJ,1.63,2/24/2021 9:00
156838,3/1/1988 0:00,NatGas,$CDN/GJ,1.6,2/24/2021 9:00
156839,4/1/1988 0:00,NatGas,$CDN/GJ,1.53,2/24/2021 9:00
156840,5/1/1988 0:00,NatGas,$CDN/GJ,1.48,2/24/2021 9:00
156841,6/1/1988 0:00,NatGas,$CDN/GJ,1.46,2/24/2021 9:00
156842,7/1/1988 0:00,NatGas,$CDN/GJ,1.53,2/24/2021 9:00
156843,8/1/1988 0:00,NatGas,$CDN/GJ,1.53,2/24/2021 9:00
156844,9/1/1988 0:00,NatGas,$CDN/GJ,1.53,2/24/2021 9:00
156845,10/1/1988 0:00,NatGas,$CDN/GJ,1.55,2/24/2021 9:00
156846,11/1/1988 0:00,NatGas,$CDN/GJ,1.59,2/24/2021 9:00
156847,12/1/1988 0:00,NatGas,$CDN/GJ,1.61,2/24/2021 9:00
156848,1/1/1989 0:00,NatGas,$CDN/GJ,1.62,2/24/2021 9:00
156849,2/1/1989 0:00,NatGas,$CDN/GJ,1.62,2/24/2021 9:00
156850,3/1/1989 0:00,NatGas,$CDN/GJ,1.58,2/24/2021 9:00
156851,4/1/1989 0:00,NatGas,$CDN/GJ,1.55,2/24/2021 9:00
156852,5/1/1989 0:00,NatGas,$CDN/GJ,1.54,2/24/2021 9:00
156853,6/1/1989 0:00,NatGas,$CDN/GJ,1.5,2/24/2021 9:00
156854,7/1/1989 0:00,NatGas,$CDN/GJ,1.46,2/24/2021 9:00
156855,8/1/1989 0:00,NatGas,$CDN/GJ,1.46,2/24/2021 9:00
156856,9/1/1989 0:00,NatGas,$CDN/GJ,1.47,2/24/2021 9:00
156857,10/1/1989 0:00,NatGas,$CDN/GJ,1.47,2/24/2021 9:00
156858,11/1/1989 0:00,NatGas,$CDN/GJ,1.52,2/24/2021 9:00
156859,12/1/1989 0:00,NatGas,$CDN/GJ,1.55,2/24/2021 9:00
156860,1/1/1990 0:00,NatGas,$CDN/GJ,1.62,2/24/2021 9:00
156861,2/1/1990 0:00,NatGas,$CDN/GJ,1.64,2/24/2021 9:00
156862,3/1/1990 0:00,NatGas,$CDN/GJ,1.59,2/24/2021 9:00
156863,4/1/1990 0:00,NatGas,$CDN/GJ,1.53,2/24/2021 9:00
156864,5/1/1990 0:00,NatGas,$CDN/GJ,1.55,2/24/2021 9:00
156865,6/1/1990 0:00,NatGas,$CDN/GJ,1.5,2/24/2021 9:00
156866,7/1/1990 0:00,NatGas,$CDN/GJ,1.5,2/24/2021 9:00
156867,8/1/1990 0:00,NatGas,$CDN/GJ,1.48,2/24/2021 9:00
156868,9/1/1990 0:00,NatGas,$CDN/GJ,1.48,2/24/2021 9:00
156869,10/1/1990 0:00,NatGas,$CDN/GJ,1.52,2/24/2021 9:00
156870,11/1/1990 0:00,NatGas,$CDN/GJ,1.58,2/24/2021 9:00
156871,12/1/1990 0:00,NatGas,$CDN/GJ,1.64,2/24/2021 9:00
156872,1/1/1991 0:00,NatGas,$CDN/GJ,1.64,2/24/2021 9:00
156873,2/1/1991 0:00,NatGas,$CDN/GJ,1.59,2/24/2021 9:00
156874,3/1/1991 0:00,NatGas,$CDN/GJ,1.49,2/24/2021 9:00
156875,4/1/1991 0:00,NatGas,$CDN/GJ,1.42,2/24/2021 9:00
156876,5/1/1991 0:00,NatGas,$CDN/GJ,1.38,2/24/2021 9:00
156877,6/1/1991 0:00,NatGas,$CDN/GJ,1.3,2/24/2021 9:00
156878,7/1/1991 0:00,NatGas,$CDN/GJ,1.25,2/24/2021 9:00
156879,8/1/1991 0:00,NatGas,$CDN/GJ,1.18,2/24/2021 9:00
156880,9/1/1991 0:00,NatGas,$CDN/GJ,1.18,2/24/2021 9:00
156881,10/1/1991 0:00,NatGas,$CDN/GJ,1.22,2/24/2021 9:00
156882,11/1/1991 0:00,NatGas,$CDN/GJ,1.33,2/24/2021 9:00
156883,12/1/1991 0:00,NatGas,$CDN/GJ,1.36,2/24/2021 9:00
156884,1/1/1992 0:00,NatGas,$CDN/GJ,1.36,2/24/2021 9:00
156885,2/1/1992 0:00,NatGas,$CDN/GJ,1.26,2/24/2021 9:00
156886,3/1/1992 0:00,NatGas,$CDN/GJ,1.22,2/24/2021 9:00
156887,4/1/1992 0:00,NatGas,$CDN/GJ,1.24,2/24/2021 9:00
156888,5/1/1992 0:00,NatGas,$CDN/GJ,1.26,2/24/2021 9:00
156889,6/1/1992 0:00,NatGas,$CDN/GJ,1.28,2/24/2021 9:00
156890,7/1/1992 0:00,NatGas,$CDN/GJ,1.21,2/24/2021 9:00
156891,8/1/1992 0:00,NatGas,$CDN/GJ,1.28,2/24/2021 9:00
156892,9/1/1992 0:00,NatGas,$CDN/GJ,1.28,2/24/2021 9:00
156893,10/1/1992 0:00,NatGas,$CDN/GJ,1.45,2/24/2021 9:00
156894,11/1/1992 0:00,NatGas,$CDN/GJ,1.45,2/24/2021 9:00
156895,12/1/1992 0:00,NatGas,$CDN/GJ,1.44,2/24/2021 9:00
156896,1/1/1993 0:00,NatGas,$CDN/GJ,1.46,2/24/2021 9:00
156897,2/1/1993 0:00,NatGas,$CDN/GJ,1.42,2/24/2021 9:00
156898,3/1/1993 0:00,NatGas,$CDN/GJ,1.47,2/24/2021 9:00
156899,4/1/1993 0:00,NatGas,$CDN/GJ,1.53,2/24/2021 9:00
156900,5/1/1993 0:00,NatGas,$CDN/GJ,1.59,2/24/2021 9:00
156901,6/1/1993 0:00,NatGas,$CDN/GJ,1.56,2/24/2021 9:00
156902,7/1/1993 0:00,NatGas,$CDN/GJ,1.49,2/24/2021 9:00
