Date,Open,High,Low,Close,Adj Close,Volume
1979-08-13,1575.500000,1582.099976,1575.500000,1582.099976,1582.099976,0
1979-08-14,1582.099976,1584.699951,1578.699951,1584.300049,1584.300049,0
1979-08-15,1587.099976,1600.699951,1587.099976,1600.699951,1600.699951,0
1979-08-16,1605.699951,1611.099976,1605.699951,1606.900024,1606.900024,0
1979-08-17,1608.300049,1620.199951,1608.300049,1619.199951,1619.199951,0
1979-08-20,1623.699951,1640.699951,1623.699951,1640.699951,1640.699951,0
1979-08-21,1645.900024,1657.699951,1645.900024,1657.300049,1657.300049,0
1979-08-22,1660.300049,1666.000000,1660.300049,1665.199951,1665.199951,0
1979-08-23,1665.199951,1669.699951,1661.300049,1662.000000,1662.000000,0
1979-08-24,1662.000000,1669.699951,1655.900024,1669.699951,1669.699951,0
1979-08-27,1670.000000,1681.300049,1670.000000,1678.699951,1678.699951,0
1979-08-28,1678.699951,1679.099976,1674.500000,1678.900024,1678.900024,0
1979-08-29,1678.900024,1682.099976,1677.300049,1678.500000,1678.500000,0
1979-08-30,1678.500000,1680.000000,1676.099976,1679.699951,1679.699951,0
1979-08-31,1682.599976,1695.300049,1682.599976,1695.300049,1695.300049,0
1979-09-03,null,null,null,null,null,null
1979-09-04,1695.300049,1697.900024,1689.400024,1689.400024,1689.400024,0
1979-09-05,1681.000000,1681.000000,1659.400024,1661.800049,1661.800049,0
1979-09-06,1667.099976,1696.900024,1667.099976,1694.400024,1694.400024,0
1979-09-07,1697.099976,1725.300049,1697.099976,1725.300049,1725.300049,0
1979-09-10,1725.000000,1725.000000,1718.599976,1720.900024,1720.900024,0
1979-09-11,1720.900024,1726.699951,1715.000000,1715.699951,1715.699951,0
1979-09-12,1715.699951,1727.099976,1711.900024,1727.099976,1727.099976,0
1979-09-13,1727.000000,1727.000000,1718.500000,1719.000000,1719.000000,0
1979-09-14,1719.699951,1732.599976,1719.699951,1731.900024,1731.900024,0
1979-09-17,1731.900024,1739.099976,1728.900024,1728.900024,1728.900024,0
1979-09-18,1726.699951,1726.699951,1718.000000,1719.099976,1719.099976,0
1979-09-19,1719.099976,1723.599976,1714.699951,1721.900024,1721.900024,0
1979-09-20,1722.300049,1737.000000,1722.300049,1737.000000,1737.000000,0
1979-09-21,1738.500000,1745.599976,1738.500000,1740.900024,1740.900024,0
1979-09-24,1740.900024,1742.300049,1735.199951,1735.599976,1735.599976,0
1979-09-25,1735.599976,1737.199951,1727.800049,1736.900024,1736.900024,0
1979-09-26,1740.000000,1756.699951,1740.000000,1751.199951,1751.199951,0
1979-09-27,1751.900024,1761.099976,1751.900024,1758.800049,1758.800049,0
1979-09-28,1758.800049,1759.099976,1750.199951,1751.900024,1751.900024,0
1979-10-01,1751.900024,1753.500000,1745.099976,1753.500000,1753.500000,0
1979-10-02,1756.199951,1771.900024,1756.199951,1771.900024,1771.900024,0
1979-10-03,1773.500000,1781.900024,1773.500000,1780.500000,1780.500000,0
1979-10-04,1780.500000,1790.900024,1779.699951,1790.900024,1790.900024,0
1979-10-05,1791.199951,1807.400024,1791.199951,1804.699951,1804.699951,0
1979-10-08,1804.699951,1804.699951,1804.699951,1804.699951,1804.699951,0
1979-10-09,1793.500000,1793.500000,1740.300049,1740.300049,1740.300049,0
1979-10-10,1724.300049,1724.300049,1668.400024,1689.500000,1689.500000,0
1979-10-11,1689.500000,1698.599976,1683.500000,1685.800049,1685.800049,0
1979-10-12,1685.800049,1686.699951,1674.300049,1674.900024,1674.900024,0
1979-10-15,1671.699951,1671.699951,1643.199951,1643.199951,1643.199951,0
1979-10-16,1635.699951,1635.699951,1610.099976,1617.300049,1617.300049,0
1979-10-17,1617.300049,1625.400024,1617.300049,1620.400024,1620.400024,0
1979-10-18,1624.199951,1645.000000,1624.199951,1639.500000,1639.500000,0
1979-10-19,1635.300049,1635.300049,1597.500000,1597.500000,1597.500000,0
1979-10-22,1588.900024,1588.900024,1514.800049,1537.300049,1537.300049,0
1979-10-23,1537.300049,1551.099976,1525.500000,1526.000000,1526.000000,0
1979-10-24,1526.000000,1541.900024,1522.800049,1538.400024,1538.400024,0
1979-10-25,1533.199951,1533.199951,1520.300049,1521.099976,1521.099976,0
1979-10-26,1521.500000,1529.800049,1521.500000,1527.800049,1527.800049,0
1979-10-29,1534.599976,1547.199951,1534.599976,1542.599976,1542.599976,0
1979-10-30,1542.599976,1556.199951,1539.000000,1556.199951,1556.199951,0
1979-10-31,1560.400024,1582.199951,1560.400024,1579.300049,1579.300049,0
1979-11-01,1580.000000,1603.699951,1580.000000,1603.400024,1603.400024,0
1979-11-02,1607.000000,1612.900024,1607.000000,1610.900024,1610.900024,0
1979-11-05,1607.599976,1607.599976,1597.199951,1600.599976,1600.599976,0
1979-11-06,1600.599976,1600.900024,1595.000000,1597.000000,1597.000000,0
1979-11-07,1595.300049,1595.300049,1578.000000,1578.500000,1578.500000,0
1979-11-08,1577.400024,1577.400024,1572.900024,1573.199951,1573.199951,0
1979-11-09,1575.099976,1589.300049,1575.099976,1588.000000,1588.000000,0
1979-11-12,1590.199951,1612.800049,1590.199951,1612.800049,1612.800049,0
1979-11-13,1614.300049,1619.300049,1614.300049,1615.099976,1615.099976,0
1979-11-14,1615.099976,1624.500000,1607.599976,1623.900024,1623.900024,0
1979-11-15,1626.199951,1634.800049,1626.199951,1632.699951,1632.699951,0
1979-11-16,1632.699951,1634.199951,1625.199951,1625.699951,1625.699951,0
1979-11-19,1625.699951,1635.000000,1624.500000,1628.500000,1628.500000,0
1979-11-20,1628.800049,1639.000000,1628.800049,1631.699951,1631.699951,0
1979-11-21,1625.599976,1625.599976,1615.199951,1624.400024,1624.400024,0
1979-11-22,null,null,null,null,null,null
1979-11-23,1634.199951,1651.699951,1634.199951,1651.699951,1651.699951,0
1979-11-26,1655.400024,1682.199951,1655.400024,1682.199951,1682.199951,0
1979-11-27,1688.000000,1701.400024,1688.000000,1688.099976,1688.099976,0
1979-11-28,1688.099976,1697.099976,1682.900024,1695.000000,1695.000000,0
1979-11-29,1697.500000,1709.699951,1697.500000,1703.300049,1703.300049,0
1979-11-30,1702.199951,1702.199951,1699.199951,1699.599976,1699.599976,0
1979-12-03,1699.599976,1701.300049,1697.699951,1700.099976,1700.099976,0
1979-12-04,1700.199951,1716.699951,1700.199951,1716.699951,1716.699951,0
1979-12-05,1723.699951,1734.900024,1723.699951,1728.699951,1728.699951,0
1979-12-06,1730.500000,1746.599976,1730.500000,1746.599976,1746.599976,0
1979-12-07,1746.599976,1759.300049,1725.599976,1730.300049,1730.300049,0
1979-12-10,1730.300049,1731.500000,1725.900024,1726.500000,1726.500000,0
1979-12-11,1726.500000,1726.599976,1722.400024,1723.000000,1723.000000,0
1979-12-12,1732.800049,1755.800049,1732.800049,1755.800049,1755.800049,0
1979-12-13,1762.000000,1771.800049,1762.000000,1765.800049,1765.800049,0
1979-12-14,1744.300049,1744.300049,1715.000000,1743.500000,1743.500000,0
1979-12-17,1750.300049,1774.199951,1750.300049,1772.400024,1772.400024,0
1979-12-18,1774.699951,1792.599976,1774.699951,1783.900024,1783.900024,0
1979-12-19,1783.900024,1785.199951,1779.599976,1782.500000,1782.500000,0
1979-12-20,1782.500000,1789.699951,1782.300049,1787.900024,1787.900024,0
1979-12-21,1787.900024,1791.599976,1785.000000,1785.400024,1785.400024,0
1979-12-24,1785.400024,1787.300049,1784.000000,1787.300049,1787.300049,0
1979-12-25,null,null,null,null,null,null
1979-12-26,1787.300049,1787.300049,1784.000000,1787.300049,1787.300049,0
1979-12-27,1792.000000,1799.099976,1792.000000,1798.599976,1798.599976,0
1979-12-28,1801.900024,1808.199951,1801.900024,1804.300049,1804.300049,0
1979-12-31,1804.300049,1813.500000,1804.099976,1813.199951,1813.199951,0
1980-01-01,null,null,null,null,null,null
1980-01-02,1813.199951,1828.900024,1806.000000,1806.099976,1806.099976,0
1980-01-03,1799.699951,1799.699951,1778.599976,1789.400024,1789.400024,0
1980-01-04,1789.400024,1796.099976,1786.699951,1795.199951,1795.199951,0
1980-01-07,1797.800049,1814.099976,1797.800049,1814.099976,1814.099976,0
1980-01-08,1814.800049,1832.599976,1814.800049,1832.599976,1832.599976,0
1980-01-09,1839.699951,1861.400024,1839.699951,1854.000000,1854.000000,0
1980-01-10,1859.199951,1884.900024,1859.199951,1884.099976,1884.099976,0
1980-01-11,1887.199951,1903.000000,1887.199951,1898.699951,1898.699951,0
1980-01-14,1903.900024,1924.400024,1903.900024,1922.199951,1922.199951,0
1980-01-15,1927.900024,1944.500000,1927.900024,1944.500000,1944.500000,0
1980-01-16,1946.800049,1964.400024,1946.800049,1946.800049,1946.800049,0
1980-01-17,1946.800049,1968.099976,1944.000000,1968.099976,1968.099976,0
1980-01-18,1968.099976,1975.599976,1964.300049,1966.699951,1966.699951,0
1980-01-21,1972.800049,1981.900024,1972.800049,1973.199951,1973.199951,0
1980-01-22,1967.000000,1967.000000,1920.199951,1920.699951,1920.699951,0
1980-01-23,1920.699951,1934.800049,1895.900024,1934.099976,1934.099976,0
1980-01-24,1944.500000,1959.099976,1944.500000,1952.599976,1952.599976,0
1980-01-25,1952.599976,1955.099976,1952.000000,1955.099976,1955.099976,0
1980-01-28,1957.199951,1972.699951,1957.199951,1972.699951,1972.699951,0
1980-01-29,1977.000000,1999.400024,1977.000000,1988.699951,1988.699951,0
1980-01-30,1993.199951,2025.900024,1993.199951,2025.599976,2025.599976,0
1980-01-31,2027.699951,2048.899902,2027.699951,2027.699951,2027.699951,0
1980-02-01,2027.699951,2032.599976,2014.199951,2032.599976,2032.599976,0
1980-02-04,2033.800049,2041.800049,2033.800049,2039.800049,2039.800049,0
1980-02-05,2032.800049,2032.800049,2016.099976,2018.699951,2018.699951,0
1980-02-06,2018.699951,2029.000000,2017.900024,2022.900024,2022.900024,0
1980-02-07,2038.699951,2054.600098,2038.699951,2052.199951,2052.199951,0
1980-02-08,2059.500000,2100.399902,2059.500000,2100.399902,2100.399902,0
1980-02-11,2113.800049,2125.899902,2113.800049,2118.600098,2118.600098,0
1980-02-12,2117.100098,2117.100098,2108.800049,2117.100098,2117.100098,0
1980-02-13,2117.100098,2128.899902,2106.800049,2107.699951,2107.699951,0
1980-02-14,2102.300049,2102.300049,2041.699951,2045.000000,2045.000000,0
1980-02-15,2044.900024,2044.900024,2030.599976,2044.900024,2044.900024,0
1980-02-18,null,null,null,null,null,null
1980-02-19,2074.600098,2093.399902,2074.600098,2093.399902,2093.399902,0
1980-02-20,2095.199951,2125.399902,2095.199951,2125.399902,2125.399902,0
1980-02-21,2130.699951,2169.699951,2130.699951,2144.500000,2144.500000,0
1980-02-22,2144.500000,2147.800049,2125.100098,2140.000000,2140.000000,0
1980-02-25,2134.199951,2134.199951,2119.000000,2119.000000,2119.000000,0
1980-02-26,2119.000000,2146.000000,2117.500000,2146.000000,2146.000000,0
1980-02-27,2150.100098,2181.600098,2150.100098,2165.899902,2165.899902,0
1980-02-28,2165.899902,2181.699951,2165.899902,2177.600098,2177.600098,0
1980-02-29,2178.699951,2194.800049,2178.699951,2192.600098,2192.600098,0
1980-03-03,2192.600098,2202.600098,2182.500000,2182.500000,2182.500000,0
1980-03-04,2180.199951,2180.199951,2150.000000,2164.899902,2164.899902,0
1980-03-05,2165.300049,2193.199951,2165.300049,2165.899902,2165.899902,0
1980-03-06,2158.600098,2158.600098,2096.500000,2096.500000,2096.500000,0
1980-03-07,2079.600098,2079.600098,2038.599976,2045.699951,2045.699951,0
1980-03-10,2035.599976,2035.599976,1972.000000,1974.599976,1974.599976,0
1980-03-11,1974.599976,2009.699951,1971.699951,2005.099976,2005.099976,0
1980-03-12,2005.099976,2027.900024,1984.900024,1996.300049,1996.300049,0
1980-03-13,1992.300049,1992.300049,1966.800049,1966.800049,1966.800049,0
1980-03-14,1952.400024,1952.400024,1934.599976,1947.300049,1947.300049,0
1980-03-17,1940.900024,1940.900024,1864.800049,1864.800049,1864.800049,0
1980-03-18,1864.800049,1884.800049,1844.199951,1884.800049,1884.800049,0
1980-03-19,1908.400024,1933.099976,1908.400024,1924.000000,1924.000000,0
1980-03-20,1924.000000,1932.500000,1906.500000,1906.500000,1906.500000,0
1980-03-21,1896.900024,1896.900024,1887.099976,1888.099976,1888.099976,0
1980-03-24,1884.900024,1884.900024,1830.800049,1830.800049,1830.800049,0
1980-03-25,1830.800049,1835.699951,1811.599976,1819.800049,1819.800049,0
1980-03-26,1819.800049,1828.900024,1798.000000,1798.199951,1798.199951,0
1980-03-27,1773.099976,1773.099976,1670.900024,1702.500000,1702.500000,0
1980-03-28,1733.699951,1789.199951,1733.699951,1789.199951,1789.199951,0
1980-03-31,1790.599976,1805.099976,1790.599976,1797.599976,1797.599976,0
1980-04-01,1802.300049,1813.699951,1802.300049,1807.800049,1807.800049,0
1980-04-02,1807.800049,1809.800049,1800.800049,1807.199951,1807.199951,0
1980-04-03,1806.900024,1806.900024,1793.500000,1793.500000,1793.500000,0
1980-04-04,null,null,null,null,null,null
1980-04-07,1792.199951,1792.199951,1776.699951,1784.900024,1784.900024,0
1980-04-08,1784.900024,1816.400024,1782.699951,1815.599976,1815.599976,0
1980-04-09,1827.300049,1858.099976,1827.300049,1858.099976,1858.099976,0
1980-04-10,1873.500000,1881.800049,1873.500000,1877.900024,1877.900024,0
1980-04-11,1877.900024,1878.300049,1871.199951,1871.500000,1871.500000,0
1980-04-14,1871.099976,1871.099976,1858.900024,1865.900024,1865.900024,0
1980-04-15,1865.900024,1866.900024,1849.699951,1851.199951,1851.199951,0
1980-04-16,1851.199951,1855.900024,1818.599976,1818.599976,1818.599976,0
1980-04-17,1807.699951,1807.699951,1791.699951,1801.699951,1801.699951,0
1980-04-18,1803.300049,1812.800049,1803.300049,1807.000000,1807.000000,0
1980-04-21,1807.000000,1807.900024,1781.500000,1784.500000,1784.500000,0
1980-04-22,1791.599976,1818.500000,1791.599976,1818.300049,1818.300049,0
1980-04-23,1824.900024,1839.699951,1824.900024,1830.699951,1830.699951,0
1980-04-24,1830.699951,1846.300049,1826.599976,1843.800049,1843.800049,0
1980-04-25,1843.800049,1848.400024,1840.300049,1848.400024,1848.400024,0
1980-04-28,1848.400024,1854.000000,1843.400024,1850.300049,1850.300049,0
1980-04-29,1852.400024,1866.099976,1852.400024,1866.099976,1866.099976,0
1980-04-30,1866.099976,1869.900024,1860.099976,1869.900024,1869.900024,0
1980-05-01,1870.900024,1881.300049,1870.900024,1875.000000,1875.000000,0
1980-05-02,1878.400024,1889.000000,1878.400024,1884.900024,1884.900024,0
1980-05-05,1884.900024,1887.599976,1878.900024,1878.900024,1878.900024,0
1980-05-06,1877.500000,1877.500000,1860.300049,1860.300049,1860.300049,0
1980-05-07,1856.800049,1856.800049,1841.400024,1841.400024,1841.400024,0
1980-05-08,1841.400024,1843.900024,1828.400024,1828.400024,1828.400024,0
1980-05-09,1828.400024,1829.800049,1809.800049,1809.800049,1809.800049,0
1980-05-12,1807.900024,1807.900024,1793.300049,1801.500000,1801.500000,0
1980-05-13,1807.400024,1830.500000,1807.400024,1830.500000,1830.500000,0
1980-05-14,1846.900024,1859.699951,1846.900024,1858.500000,1858.500000,0
1980-05-15,1868.599976,1883.900024,1868.599976,1871.699951,1871.699951,0
1980-05-16,1871.699951,1882.400024,1867.300049,1882.400024,1882.400024,0
1980-05-19,1882.400024,1882.400024,1882.400024,1882.400024,1882.400024,0
1980-05-20,1882.400024,1889.300049,1881.900024,1887.699951,1887.699951,0
1980-05-21,1898.099976,1915.699951,1898.099976,1905.500000,1905.500000,0
1980-05-22,1906.599976,1927.500000,1906.599976,1924.300049,1924.300049,0
1980-05-23,1932.900024,1961.900024,1932.900024,1961.099976,1961.099976,0
1980-05-26,null,null,null,null,null,null
1980-05-27,1998.599976,2011.699951,1998.599976,2006.900024,2006.900024,0
1980-05-28,2006.900024,2011.500000,1991.800049,1997.199951,1997.199951,0
1980-05-29,1995.000000,1995.000000,1956.800049,1956.800049,1956.800049,0
1980-05-30,1956.800049,1973.699951,1949.099976,1971.699951,1971.699951,0
1980-06-02,1975.599976,1987.000000,1975.599976,1981.199951,1981.199951,0
1980-06-03,1982.599976,1989.500000,1982.599976,1984.800049,1984.800049,0
1980-06-04,1987.300049,2016.400024,1987.300049,2016.400024,2016.400024,0
1980-06-05,2019.199951,2035.400024,2019.199951,2019.199951,2019.199951,0
1980-06-06,2019.199951,2027.099976,2018.599976,2022.699951,2022.699951,0
1980-06-09,2026.099976,2035.099976,2026.099976,2027.599976,2027.599976,0
1980-06-10,2027.599976,2029.800049,2020.400024,2026.699951,2026.699951,0
1980-06-11,2031.500000,2043.900024,2031.500000,2040.199951,2040.199951,0
1980-06-12,2040.199951,2049.500000,2035.900024,2040.800049,2040.800049,0
1980-06-13,2045.699951,2053.500000,2045.699951,2051.100098,2051.100098,0
1980-06-16,2048.399902,2048.399902,2037.099976,2041.300049,2041.300049,0
1980-06-17,2041.300049,2048.199951,2040.000000,2048.199951,2048.199951,0
1980-06-18,2048.199951,2051.500000,2039.599976,2044.500000,2044.500000,0
1980-06-19,2044.500000,2048.800049,2026.900024,2027.199951,2027.199951,0
1980-06-20,2024.400024,2024.400024,2018.400024,2020.800049,2020.800049,0
1980-06-23,2016.500000,2020.599976,2014.699951,2018.699951,2018.699951,0
1980-06-24,2020.800049,2032.099976,2017.599976,2031.900024,2031.900024,0
1980-06-25,2037.300049,2053.800049,2037.300049,2053.800049,2053.800049,0
1980-06-26,2061.600098,2072.899902,2057.199951,2057.199951,2057.199951,0
1980-06-27,2058.699951,2070.500000,2054.100098,2069.500000,2069.500000,0
1980-06-30,2073.600098,2076.500000,2061.300049,2061.300049,2061.300049,0
1980-07-01,2061.300049,2061.300049,2061.300049,2061.300049,2061.300049,0
1980-07-02,2075.600098,2088.800049,2072.100098,2088.800049,2088.800049,0
1980-07-03,2094.800049,2120.399902,2094.800049,2120.199951,2120.199951,0
1980-07-04,2122.399902,2136.300049,2122.399902,2136.300049,2136.300049,0
1980-07-07,2137.699951,2138.500000,2130.600098,2138.500000,2138.500000,0
1980-07-08,2145.199951,2149.000000,2138.100098,2143.300049,2143.300049,0
1980-07-09,2141.600098,2151.699951,2139.500000,2141.300049,2141.300049,0
1980-07-10,2135.500000,2135.500000,2114.300049,2114.300049,2114.300049,0
1980-07-11,2103.600098,2116.899902,2099.899902,2116.899902,2116.899902,0
1980-07-14,2116.300049,2126.300049,2116.300049,2126.300049,2126.300049,0
1980-07-15,2129.600098,2129.600098,2114.500000,2115.000000,2115.000000,0
1980-07-16,2114.100098,2126.300049,2113.100098,2117.899902,2117.899902,0
1980-07-17,2120.300049,2133.899902,2120.300049,2133.899902,2133.899902,0
1980-07-18,2145.100098,2156.199951,2145.100098,2150.399902,2150.399902,0
1980-07-21,2158.000000,2170.600098,2151.899902,2170.600098,2170.600098,0
1980-07-22,2172.699951,2184.000000,2172.699951,2179.000000,2179.000000,0
1980-07-23,2184.600098,2198.800049,2184.399902,2195.800049,2195.800049,0
1980-07-24,2201.699951,2205.600098,2195.300049,2204.600098,2204.600098,0
1980-07-25,2204.199951,2205.100098,2196.300049,2197.199951,2197.199951,0
1980-07-28,2191.399902,2191.399902,2181.800049,2184.100098,2184.100098,0
1980-07-29,2185.699951,2206.899902,2185.699951,2206.899902,2206.899902,0
1980-07-30,2209.199951,2221.100098,2209.199951,2212.100098,2212.100098,0
1980-07-31,2202.300049,2202.300049,2186.500000,2197.399902,2197.399902,0
1980-08-01,2200.500000,2200.500000,2189.600098,2194.100098,2194.100098,0
1980-08-04,2194.100098,2194.100098,2194.100098,2194.100098,2194.100098,0
1980-08-05,2187.199951,2187.199951,2177.100098,2177.100098,2177.100098,0
1980-08-06,2175.300049,2180.199951,2165.899902,2179.699951,2179.699951,0
1980-08-07,2188.699951,2205.100098,2188.699951,2205.100098,2205.100098,0
1980-08-08,2212.699951,2231.199951,2212.699951,2225.399902,2225.399902,0
1980-08-11,2224.600098,2247.699951,2224.600098,2246.800049,2246.800049,0
1980-08-12,2254.000000,2258.800049,2239.300049,2239.300049,2239.300049,0
1980-08-13,2236.899902,2247.800049,2236.500000,2241.500000,2241.500000,0
1980-08-14,2246.300049,2258.800049,2246.300049,2258.800049,2258.800049,0
1980-08-15,2259.000000,2261.699951,2255.300049,2256.600098,2256.600098,0
1980-08-18,2251.399902,2251.399902,2218.899902,2218.899902,2218.899902,0
1980-08-19,2212.800049,2215.899902,2203.899902,2203.899902,2203.899902,0
1980-08-20,2205.699951,2246.399902,2205.699951,2246.399902,2246.399902,0
1980-08-21,2255.399902,2270.699951,2255.399902,2270.699951,2270.699951,0
1980-08-22,2280.899902,2288.500000,2271.699951,2271.699951,2271.699951,0
1980-08-25,2272.500000,2276.800049,2267.199951,2267.199951,2267.199951,0
1980-08-26,2266.300049,2278.000000,2261.800049,2262.699951,2262.699951,0
1980-08-27,2260.399902,2260.399902,2242.000000,2242.300049,2242.300049,0
1980-08-28,2238.000000,2238.000000,2205.699951,2205.699951,2205.699951,0
1980-08-29,2199.300049,2218.000000,2195.500000,2218.000000,2218.000000,0
1980-09-01,null,null,null,null,null,null
1980-09-02,2218.199951,2239.100098,2218.199951,2239.100098,2239.100098,0
1980-09-03,2243.500000,2265.500000,2243.500000,2265.500000,2265.500000,0
1980-09-04,2275.399902,2287.100098,2268.600098,2272.699951,2272.699951,0
1980-09-05,2274.399902,2278.800049,2266.300049,2268.800049,2268.800049,0
1980-09-08,2271.800049,2296.199951,2271.800049,2282.899902,2282.899902,0
1980-09-09,2278.600098,2289.300049,2271.000000,2288.800049,2288.800049,0
1980-09-10,2301.600098,2324.300049,2301.600098,2321.300049,2321.300049,0
1980-09-11,2321.100098,2337.699951,2321.100098,2337.699951,2337.699951,0
1980-09-12,2344.100098,2347.699951,2337.100098,2337.800049,2337.800049,0
1980-09-15,2337.199951,2337.199951,2312.199951,2319.100098,2319.100098,0
1980-09-16,2317.899902,2331.600098,2316.100098,2329.000000,2329.000000,0
1980-09-17,2333.600098,2345.399902,2333.600098,2343.199951,2343.199951,0
1980-09-18,2345.899902,2350.199951,2312.100098,2314.100098,2314.100098,0
1980-09-19,2304.399902,2304.399902,2296.699951,2301.199951,2301.199951,0
1980-09-22,2306.699951,2330.800049,2303.399902,2330.800049,2330.800049,0
1980-09-23,2343.199951,2352.899902,2335.100098,2335.699951,2335.699951,0
1980-09-24,2342.800049,2349.199951,2338.399902,2347.800049,2347.800049,0
1980-09-25,2350.699951,2355.399902,2329.500000,2329.500000,2329.500000,0
1980-09-26,2323.000000,2323.000000,2271.100098,2271.100098,2271.100098,0
1980-09-29,2262.699951,2262.699951,2238.800049,2238.800049,2238.800049,0
1980-09-30,2239.000000,2260.000000,2239.000000,2260.000000,2260.000000,0
1980-10-01,2267.399902,2284.600098,2259.000000,2283.100098,2283.100098,0
1980-10-02,2290.399902,2290.399902,2278.800049,2281.899902,2281.899902,0
1980-10-03,2278.800049,2280.100098,2271.800049,2280.100098,2280.100098,0
1980-10-06,2281.600098,2297.500000,2281.600098,2297.500000,2297.500000,0
1980-10-07,2302.000000,2306.300049,2284.500000,2286.600098,2286.600098,0
1980-10-08,2283.100098,2291.399902,2282.399902,2288.100098,2288.100098,0
1980-10-09,2288.500000,2291.699951,2283.500000,2289.300049,2289.300049,0
1980-10-10,2289.899902,2298.800049,2289.899902,2295.899902,2295.899902,0
1980-10-13,2295.899902,2295.899902,2295.899902,2295.899902,2295.899902,0
1980-10-14,2308.800049,2313.000000,2308.199951,2311.199951,2311.199951,0
1980-10-15,2317.399902,2336.800049,2317.399902,2336.800049,2336.800049,0
1980-10-16,2365.800049,2381.399902,2357.699951,2359.100098,2359.100098,0
1980-10-17,2354.199951,2360.800049,2347.399902,2352.199951,2352.199951,0
1980-10-20,2349.699951,2366.300049,2345.300049,2366.300049,2366.300049,0
1980-10-21,2370.500000,2373.000000,2361.000000,2364.399902,2364.399902,0
1980-10-22,2360.300049,2365.899902,2356.100098,2357.699951,2357.699951,0
1980-10-23,2358.500000,2360.300049,2322.399902,2323.100098,2323.100098,0
1980-10-24,2317.000000,2319.500000,2310.199951,2319.199951,2319.199951,0
1980-10-27,2320.100098,2320.100098,2301.000000,2301.800049,2301.800049,0
1980-10-28,2297.100098,2321.899902,2293.800049,2321.899902,2321.899902,0
1980-10-29,2331.899902,2343.300049,2301.399902,2301.399902,2301.399902,0
1980-10-30,2284.699951,2284.699951,2213.000000,2213.000000,2213.000000,0
1980-10-31,2213.399902,2240.399902,2207.800049,2240.199951,2240.199951,0
1980-11-03,2247.100098,2260.699951,2246.800049,2250.800049,2250.800049,0
1980-11-04,null,null,null,null,null,null
1980-11-05,2324.399902,2353.199951,2285.800049,2287.800049,2287.800049,0
1980-11-06,2275.000000,2275.000000,2232.199951,2234.500000,2234.500000,0
1980-11-07,2221.899902,2222.800049,2207.199951,2222.800049,2222.800049,0
1980-11-10,2227.000000,2227.000000,2209.300049,2210.600098,2210.600098,0
1980-11-11,2213.399902,2224.300049,2213.399902,2222.500000,2222.500000,0
1980-11-12,2212.100098,2221.899902,2200.800049,2221.899902,2221.899902,0
1980-11-13,2230.399902,2248.300049,2230.399902,2248.300049,2248.300049,0
1980-11-14,2255.800049,2280.100098,2255.800049,2271.000000,2271.000000,0
1980-11-17,2268.399902,2282.600098,2259.399902,2282.600098,2282.600098,0
