"REF_DATE","GEO","DGUID","Seasonal adjustment","Estimates","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1961-01","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","33952","","","","0"
"1961-04","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","34816","","","","0"
"1961-07","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","35852","","","","0"
"1961-10","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","36508","","","","0"
"1962-01","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","37784","","","","0"
"1962-04","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","37860","","","","0"
"1962-07","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","38984","","","","0"
"1962-10","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","39828","","","","0"
"1963-01","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","40108","","","","0"
"1963-04","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","40788","","","","0"
"1963-07","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","41568","","","","0"
"1963-10","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","43236","","","","0"
"1964-01","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","44444","","","","0"
"1964-04","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","45072","","","","0"
"1964-07","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","46104","","","","0"
"1964-10","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","46728","","","","0"
"1965-01","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","48348","","","","0"
"1965-04","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","49392","","","","0"
"1965-07","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","50684","","","","0"
"1965-10","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","52396","","","","0"
"1966-01","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","54316","","","","0"
"1966-04","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","56124","","","","0"
"1966-07","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","56540","","","","0"
"1966-10","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","57456","","","","0"
"1967-01","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","58244","","","","0"
"1967-04","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","59684","","","","0"
"1967-07","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","60660","","","","0"
"1967-10","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","61612","","","","0"
"1968-01","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","63216","","","","0"
"1968-04","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","65284","","","","0"
"1968-07","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","67036","","","","0"
"1968-10","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","68784","","","","0"
"1969-01","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","70972","","","","0"
"1969-04","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","72056","","","","0"
"1969-07","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","73548","","","","0"
"1969-10","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","75392","","","","0"
"1970-01","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","76900","","","","0"
"1970-04","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","77412","","","","0"
"1970-07","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","79020","","","","0"
"1970-10","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","79744","","","","0"
"1971-01","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","80792","","","","0"
"1971-04","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","84396","","","","0"
"1971-07","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","87204","","","","0"
"1971-10","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","89424","","","","0"
"1972-01","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","91052","","","","0"
"1972-04","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","94652","","","","0"
"1972-07","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","96788","","","","0"
"1972-10","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","100640","","","","0"
"1973-01","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","105780","","","","0"
"1973-04","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","110128","","","","0"
"1973-07","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","113744","","","","0"
"1973-10","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","120668","","","","0"
"1974-01","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","126172","","","","0"
"1974-04","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","131444","","","","0"
"1974-07","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","136428","","","","0"
"1974-10","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","137944","","","","0"
"1975-01","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","139324","","","","0"
"1975-04","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","144240","","","","0"
"1975-07","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","151492","","","","0"
"1975-10","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","156696","","","","0"
"1976-01","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","163560","","","","0"
"1976-04","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","172488","","","","0"
"1976-07","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","173596","","","","0"
"1976-10","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","177276","","","","0"
"1977-01","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","182868","","","","0"
"1977-04","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","186420","","","","0"
"1977-07","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","190452","","","","0"
"1977-10","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","195244","","","","0"
"1978-01","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","199172","","","","0"
"1978-04","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","205108","","","","0"
"1978-07","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","210484","","","","0"
"1978-10","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","215724","","","","0"
"1979-01","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","222948","","","","0"
"1979-04","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","234016","","","","0"
"1979-07","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","240804","","","","0"
"1979-10","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","247508","","","","0"
"1980-01","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","253428","","","","0"
"1980-04","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","259672","","","","0"
"1980-07","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","265024","","","","0"
"1980-10","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","278024","","","","0"
"1981-01","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","289156","","","","0"
"1981-04","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","298456","","","","0"
"1981-07","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","300292","","","","0"
"1981-10","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","305052","","","","0"
"1982-01","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","306684","","","","0"
"1982-04","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","307644","","","","0"
"1982-07","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","310356","","","","0"
"1982-10","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","314296","","","","0"
"1983-01","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","325176","","","","0"
"1983-04","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","334808","","","","0"
"1983-07","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","347176","","","","0"
"1983-10","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","355356","","","","0"
"1984-01","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","362300","","","","0"
"1984-04","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","371444","","","","0"
"1984-07","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","378360","","","","0"
"1984-10","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","386812","","","","0"
"1985-01","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","393932","","","","0"
"1985-04","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","404160","","","","0"
"1985-07","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","410132","","","","0"
"1985-10","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","419280","","","","0"
"1986-01","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","419804","","","","0"
"1986-04","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","425640","","","","0"
"1986-07","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","432544","","","","0"
"1986-10","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","430792","","","","0"
"1987-01","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","450676","","","","0"
"1987-04","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","464588","","","","0"
"1987-07","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","475724","","","","0"
"1987-10","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","486472","","","","0"
"1988-01","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","502336","","","","0"
"1988-04","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","507428","","","","0"
"1988-07","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","518364","","","","0"
"1988-10","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","524532","","","","0"
"1989-01","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","532180","","","","0"
"1989-04","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","547316","","","","0"
"1989-07","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","555648","","","","0"
"1989-10","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","554424","","","","0"
"1990-01","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","562952","","","","0"
"1990-04","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","562092","","","","0"
"1990-07","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","564628","","","","0"
"1990-10","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","560912","","","","0"
"1991-01","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","562992","","","","0"
"1991-04","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","568820","","","","0"
"1991-07","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","571820","","","","0"
"1991-10","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","573348","","","","0"
"1992-01","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","573464","","","","0"
"1992-04","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","577300","","","","0"
"1992-07","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","584180","","","","0"
"1992-10","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","584624","","","","0"
"1993-01","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","596204","","","","0"
"1993-04","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","605252","","","","0"
"1993-07","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","608356","","","","0"
"1993-10","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","614680","","","","0"
"1994-01","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","625548","","","","0"
"1994-04","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","632276","","","","0"
"1994-07","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","651168","","","","0"
"1994-10","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","658884","","","","0"
"1995-01","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","670356","","","","0"
"1995-04","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","673260","","","","0"
"1995-07","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","678944","","","","0"
"1995-10","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","683520","","","","0"
"1996-01","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","685748","","","","0"
"1996-04","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","694332","","","","0"
"1996-07","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","702484","","","","0"
"1996-10","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","717816","","","","0"
"1997-01","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","726764","","","","0"
"1997-04","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","736136","","","","0"
"1997-07","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","743652","","","","0"
"1997-10","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","755872","","","","0"
"1998-01","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","760744","","","","0"
"1998-04","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","758292","","","","0"
"1998-07","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","756108","","","","0"
"1998-10","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","770912","","","","0"
"1999-01","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","793440","","","","0"
"1999-04","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","810968","","","","0"
"1999-07","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","833300","","","","0"
"1999-10","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","839760","","","","0"
"2000-01","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","879140","","","","0"
"2000-04","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","906512","","","","0"
"2000-07","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","927392","","","","0"
"2000-10","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","936352","","","","0"
"2001-01","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","946992","","","","0"
"2001-04","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","948468","","","","0"
"2001-07","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","931292","","","","0"
"2001-10","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","922672","","","","0"
"2002-01","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","949228","","","","0"
"2002-04","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","977404","","","","0"
"2002-07","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","990840","","","","0"
"2002-10","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","1004664","","","","0"
"2003-01","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","1038688","","","","0"
"2003-04","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","1016796","","","","0"
"2003-07","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","1040212","","","","0"
"2003-10","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","1053564","","","","0"
"2004-01","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","1079016","","","","0"
"2004-04","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","1107432","","","","0"
"2004-07","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","1129612","","","","0"
"2004-10","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","1135484","","","","0"
"2005-01","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","1150076","","","","0"
"2005-04","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","1170236","","","","0"
"2005-07","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","1203956","","","","0"
"2005-10","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","1221620","","","","0"
"2006-01","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","1231288","","","","0"
"2006-04","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","1252064","","","","0"
"2006-07","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","1262444","","","","0"
"2006-10","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","1260528","","","","0"
"2007-01","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","1282420","","","","0"
"2007-04","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","1316152","","","","0"
"2007-07","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","1323344","","","","0"
"2007-10","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","1344108","","","","0"
"2008-01","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","1367928","","","","0"
"2008-04","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","1399352","","","","0"
"2008-07","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","1409020","","","","0"
"2008-10","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","1321524","","","","0"
"2009-01","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","1263076","","","","0"
"2009-04","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","1249964","","","","0"
"2009-07","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","1268136","","","","0"
"2009-10","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","1308852","","","","0"
"2010-01","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","1340996","","","","0"
"2010-04","Canada","2016A000011124","Seasonally adjusted at annual rates","National disposable income","Dollars","81","millions","6","v62305868","1.1.11","1348924","","","","0"
