"REF_DATE","GEO","DGUID","North American Product Classification System (NAPCS)","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2020-01","Canada","2016A000011124","Tobacco products [P14]","Index, 202001=100","403","units","0","v1230996055","1.49","100.0","","","","1"
"2020-02","Canada","2016A000011124","Tobacco products [P14]","Index, 202001=100","403","units","0","v1230996055","1.49","100.1","","","","1"
"2020-03","Canada","2016A000011124","Tobacco products [P14]","Index, 202001=100","403","units","0","v1230996055","1.49","100.5","","","","1"
"2020-04","Canada","2016A000011124","Tobacco products [P14]","Index, 202001=100","403","units","0","v1230996055","1.49","100.8","","","","1"
"2020-05","Canada","2016A000011124","Tobacco products [P14]","Index, 202001=100","403","units","0","v1230996055","1.49","100.7","","","","1"
"2020-06","Canada","2016A000011124","Tobacco products [P14]","Index, 202001=100","403","units","0","v1230996055","1.49","100.5","","","","1"
"2020-07","Canada","2016A000011124","Tobacco products [P14]","Index, 202001=100","403","units","0","v1230996055","1.49","100.8","","","","1"
"2020-08","Canada","2016A000011124","Tobacco products [P14]","Index, 202001=100","403","units","0","v1230996055","1.49","100.7","","","","1"
"2020-09","Canada","2016A000011124","Tobacco products [P14]","Index, 202001=100","403","units","0","v1230996055","1.49","102.4","","","","1"
"2020-10","Canada","2016A000011124","Tobacco products [P14]","Index, 202001=100","403","units","0","v1230996055","1.49","102.4","","","","1"
"2020-11","Canada","2016A000011124","Tobacco products [P14]","Index, 202001=100","403","units","0","v1230996055","1.49","102.4","","","","1"
"2020-12","Canada","2016A000011124","Tobacco products [P14]","Index, 202001=100","403","units","0","v1230996055","1.49","102.3","","","","1"
"2021-01","Canada","2016A000011124","Tobacco products [P14]","Index, 202001=100","403","units","0","v1230996055","1.49","103.0","","","","1"
"2020-01","Canada","2016A000011124","Cannabis products (except seeds, plants, plant parts and fresh cannabis) [P15]","Index, 202001=100","403","units","0","v1230996059","1.53","","..","","","1"
"2020-02","Canada","2016A000011124","Cannabis products (except seeds, plants, plant parts and fresh cannabis) [P15]","Index, 202001=100","403","units","0","v1230996059","1.53","","..","","","1"
"2020-03","Canada","2016A000011124","Cannabis products (except seeds, plants, plant parts and fresh cannabis) [P15]","Index, 202001=100","403","units","0","v1230996059","1.53","","..","","","1"
"2020-04","Canada","2016A000011124","Cannabis products (except seeds, plants, plant parts and fresh cannabis) [P15]","Index, 202001=100","403","units","0","v1230996059","1.53","","..","","","1"
"2020-05","Canada","2016A000011124","Cannabis products (except seeds, plants, plant parts and fresh cannabis) [P15]","Index, 202001=100","403","units","0","v1230996059","1.53","","..","","","1"
"2020-06","Canada","2016A000011124","Cannabis products (except seeds, plants, plant parts and fresh cannabis) [P15]","Index, 202001=100","403","units","0","v1230996059","1.53","","..","","","1"
"2020-07","Canada","2016A000011124","Cannabis products (except seeds, plants, plant parts and fresh cannabis) [P15]","Index, 202001=100","403","units","0","v1230996059","1.53","","..","","","1"
"2020-08","Canada","2016A000011124","Cannabis products (except seeds, plants, plant parts and fresh cannabis) [P15]","Index, 202001=100","403","units","0","v1230996059","1.53","","..","","","1"
"2020-09","Canada","2016A000011124","Cannabis products (except seeds, plants, plant parts and fresh cannabis) [P15]","Index, 202001=100","403","units","0","v1230996059","1.53","","..","","","1"
"2020-10","Canada","2016A000011124","Cannabis products (except seeds, plants, plant parts and fresh cannabis) [P15]","Index, 202001=100","403","units","0","v1230996059","1.53","","..","","","1"
"2020-11","Canada","2016A000011124","Cannabis products (except seeds, plants, plant parts and fresh cannabis) [P15]","Index, 202001=100","403","units","0","v1230996059","1.53","","..","","","1"
"2020-12","Canada","2016A000011124","Cannabis products (except seeds, plants, plant parts and fresh cannabis) [P15]","Index, 202001=100","403","units","0","v1230996059","1.53","","..","","","1"
"1981-01","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","63.0","","","","1"
"1981-02","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","63.1","","","","1"
"1981-03","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","63.3","","","","1"
"1981-04","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","63.9","","","","1"
"1981-05","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","64.7","","","","1"
"1981-06","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","64.9","","","","1"
"1981-07","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","65.6","","","","1"
"1981-08","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","65.9","","","","1"
"1981-09","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","65.8","","","","1"
"1981-10","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","66.4","","","","1"
"1981-11","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","66.5","","","","1"
"1981-12","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","66.4","","","","1"
"1982-01","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","66.7","","","","1"
"1982-02","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","66.8","","","","1"
"1982-03","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","66.9","","","","1"
"1982-04","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","67.1","","","","1"
"1982-05","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","67.2","","","","1"
"1982-06","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","67.2","","","","1"
"1982-07","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","67.3","","","","1"
"1982-08","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","67.4","","","","1"
"1982-09","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","67.6","","","","1"
"1982-10","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","67.5","","","","1"
"1982-11","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","67.4","","","","1"
"1982-12","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","67.4","","","","1"
"1983-01","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","67.5","","","","1"
"1983-02","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","67.4","","","","1"
"1983-03","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","67.5","","","","1"
"1983-04","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","67.6","","","","1"
"1983-05","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","67.7","","","","1"
"1983-06","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","68.0","","","","1"
"1983-07","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","68.2","","","","1"
"1983-08","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","68.7","","","","1"
"1983-09","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","68.7","","","","1"
"1983-10","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","68.9","","","","1"
"1983-11","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","68.9","","","","1"
"1983-12","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","69.1","","","","1"
"1984-01","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","69.4","","","","1"
"1984-02","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","69.6","","","","1"
"1984-03","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","69.8","","","","1"
"1984-04","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","70.0","","","","1"
"1984-05","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","70.2","","","","1"
"1984-06","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","70.4","","","","1"
"1984-07","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","70.7","","","","1"
"1984-08","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","70.7","","","","1"
"1984-09","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","70.8","","","","1"
"1984-10","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","71.2","","","","1"
"1984-11","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","71.1","","","","1"
"1984-12","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","71.2","","","","1"
"1985-01","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","71.2","","","","1"
"1985-02","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","71.3","","","","1"
"1985-03","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","71.3","","","","1"
"1985-04","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","71.3","","","","1"
"1985-05","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","71.2","","","","1"
"1985-06","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","71.4","","","","1"
"1985-07","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","71.4","","","","1"
"1985-08","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","71.5","","","","1"
"1985-09","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","71.6","","","","1"
"1985-10","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","71.6","","","","1"
"1985-11","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","71.7","","","","1"
"1985-12","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","71.7","","","","1"
"1986-01","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","71.7","","","","1"
"1986-02","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","72.0","","","","1"
"1986-03","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","72.1","","","","1"
"1986-04","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","72.1","","","","1"
"1986-05","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","72.1","","","","1"
"1986-06","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","72.4","","","","1"
"1986-07","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","72.5","","","","1"
"1986-08","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","72.5","","","","1"
"1986-09","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","72.5","","","","1"
"1986-10","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","72.5","","","","1"
"1986-11","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","72.5","","","","1"
"1986-12","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","72.7","","","","1"
"1987-01","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","73.1","","","","1"
"1987-02","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","73.0","","","","1"
"1987-03","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","73.0","","","","1"
"1987-04","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","73.4","","","","1"
"1987-05","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","73.5","","","","1"
"1987-06","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","73.7","","","","1"
"1987-07","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","74.0","","","","1"
"1987-08","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","74.5","","","","1"
"1987-09","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","74.6","","","","1"
"1987-10","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","74.8","","","","1"
"1987-11","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","74.8","","","","1"
"1987-12","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","75.1","","","","1"
"1988-01","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","75.7","","","","1"
"1988-02","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","75.7","","","","1"
"1988-03","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","75.7","","","","1"
"1988-04","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","76.3","","","","1"
"1988-05","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","76.4","","","","1"
"1988-06","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","76.7","","","","1"
"1988-07","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","76.9","","","","1"
"1988-08","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","77.1","","","","1"
"1988-09","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","77.1","","","","1"
"1988-10","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","77.3","","","","1"
"1988-11","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","77.3","","","","1"
"1988-12","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","77.3","","","","1"
"1989-01","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","77.5","","","","1"
"1989-02","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","77.6","","","","1"
"1989-03","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","77.8","","","","1"
"1989-04","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","77.9","","","","1"
"1989-05","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","77.9","","","","1"
"1989-06","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","78.0","","","","1"
"1989-07","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","78.3","","","","1"
"1989-08","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","78.4","","","","1"
"1989-09","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","78.4","","","","1"
"1989-10","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","78.5","","","","1"
"1989-11","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","78.6","","","","1"
"1989-12","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","78.8","","","","1"
"1990-01","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","79.3","","","","1"
"1990-02","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","79.2","","","","1"
"1990-03","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","79.3","","","","1"
"1990-04","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","79.2","","","","1"
"1990-05","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","79.2","","","","1"
"1990-06","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","79.2","","","","1"
"1990-07","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","79.1","","","","1"
"1990-08","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","79.0","","","","1"
"1990-09","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","79.2","","","","1"
"1990-10","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","78.6","","","","1"
"1990-11","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","78.7","","","","1"
"1990-12","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","78.8","","","","1"
"1991-01","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","79.3","","","","1"
"1991-02","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","78.8","","","","1"
"1991-03","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","78.9","","","","1"
"1991-04","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","79.0","","","","1"
"1991-05","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","79.2","","","","1"
"1991-06","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","79.2","","","","1"
"1991-07","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","79.4","","","","1"
"1991-08","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","79.4","","","","1"
"1991-09","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","79.3","","","","1"
"1991-10","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","79.3","","","","1"
"1991-11","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","79.0","","","","1"
"1991-12","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","78.8","","","","1"
"1992-01","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","78.2","","","","1"
"1992-02","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","78.3","","","","1"
"1992-03","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","78.3","","","","1"
"1992-04","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","78.4","","","","1"
"1992-05","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","78.4","","","","1"
"1992-06","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","79.0","","","","1"
"1992-07","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","79.3","","","","1"
"1992-08","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","79.2","","","","1"
"1992-09","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","79.3","","","","1"
"1992-10","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","79.4","","","","1"
"1992-11","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","79.6","","","","1"
"1992-12","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","79.5","","","","1"
"1993-01","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","79.7","","","","1"
"1993-02","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","79.6","","","","1"
"1993-03","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","79.7","","","","1"
"1993-04","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","79.6","","","","1"
"1993-05","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","79.5","","","","1"
"1993-06","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","79.8","","","","1"
"1993-07","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","79.6","","","","1"
"1993-08","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","79.7","","","","1"
"1993-09","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","79.9","","","","1"
"1993-10","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","80.3","","","","1"
"1993-11","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","80.3","","","","1"
"1993-12","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","80.4","","","","1"
"1994-01","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","80.5","","","","1"
"1994-02","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","80.6","","","","1"
"1994-03","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","80.7","","","","1"
"1994-04","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","81.0","","","","1"
"1994-05","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","81.1","","","","1"
"1994-06","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","81.5","","","","1"
"1994-07","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","81.4","","","","1"
"1994-08","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","81.5","","","","1"
"1994-09","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","81.8","","","","1"
"1994-10","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","82.0","","","","1"
"1994-11","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","82.4","","","","1"
"1994-12","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","82.6","","","","1"
"1995-01","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","83.5","","","","1"
"1995-02","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","83.7","","","","1"
"1995-03","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","84.3","","","","1"
"1995-04","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","84.5","","","","1"
"1995-05","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","84.4","","","","1"
"1995-06","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","84.7","","","","1"
"1995-07","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","84.8","","","","1"
"1995-08","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","85.0","","","","1"
"1995-09","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","85.3","","","","1"
"1995-10","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","85.3","","","","1"
"1995-11","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","85.3","","","","1"
"1995-12","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","85.2","","","","1"
"1996-01","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","85.4","","","","1"
"1996-02","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","85.7","","","","1"
"1996-03","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","85.7","","","","1"
"1996-04","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","85.8","","","","1"
"1996-05","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","85.7","","","","1"
"1996-06","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","85.7","","","","1"
"1996-07","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","86.3","","","","1"
"1996-08","Canada","2016A000011124","Textile and leather products [P21]","Index, 202001=100","403","units","0","v1230996063","1.57","86.2","","","","1"
