date,GDP,Exports,Imports,Consumption,Gross Fixed Capital Formation,Wages and Salaries,Population,Median Age,CPI,IPPI,WTI,Housing Starts,Unemployment,Retail,Manufacturing,GSPTSE,CAD/USD,Over 10Y Bond,Target Rate,Savings Rate,Household Disposable Income
1992-12-01,1086810,265963.0,226548.0,839140.0,202337.0,344156.0,28371264.0,33.3,84.7,60.9,20.36,10845.0,12.1,15983239.0,23490141.0,3273.699951,1.2857,8.79,7.0,12.2,435524.0
1992-12-02,1086810,265963.0,226548.0,839140.0,202337.0,344156.0,28371264.0,33.3,84.7,60.9,20.36,10845.0,12.1,15983239.0,23490141.0,3265.300049,1.2815,8.79,8.875,12.2,435524.0
1992-12-03,1086810,265963.0,226548.0,839140.0,202337.0,344156.0,28371264.0,33.3,84.7,60.9,19.41,10845.0,12.1,15983239.0,23490141.0,3264.899902,1.277,8.66,7.75,12.2,435524.0
1992-12-04,1086810,265963.0,226548.0,839140.0,202337.0,344156.0,28371264.0,33.3,84.7,60.9,19.41,10845.0,12.1,15983239.0,23490141.0,3289.399902,1.2782,8.64,9.0,12.2,435524.0
1992-12-09,1086810,265963.0,226548.0,839140.0,202337.0,344156.0,28371264.0,33.3,84.7,60.9,19.41,10845.0,12.1,15983239.0,23490141.0,3285.5,1.2735,8.63,8.75,12.2,435524.0
1992-12-10,1086810,265963.0,226548.0,839140.0,202337.0,344156.0,28371264.0,33.3,84.7,60.9,19.41,10845.0,12.1,15983239.0,23490141.0,3270.199951,1.2718,8.63,8.875,12.2,435524.0
1992-12-11,1086810,265963.0,226548.0,839140.0,202337.0,344156.0,28371264.0,33.3,84.7,60.9,19.41,10845.0,12.1,15983239.0,23490141.0,3267.5,1.2765,8.63,8.625,12.2,435524.0
1992-12-15,1086810,265963.0,226548.0,839140.0,202337.0,344156.0,28371264.0,33.3,84.7,60.9,19.41,10845.0,12.1,15983239.0,23490141.0,3264.600098,1.2772,8.69,7.5,12.2,435524.0
1992-12-16,1086810,265963.0,226548.0,839140.0,202337.0,344156.0,28371264.0,33.3,84.7,60.9,19.41,10845.0,12.1,15983239.0,23490141.0,3296.199951,1.2787,8.69,7.0,12.2,435524.0
1992-12-17,1086810,265963.0,226548.0,839140.0,202337.0,344156.0,28371264.0,33.3,84.7,60.9,19.41,10845.0,12.1,15983239.0,23490141.0,3304.300049,1.2748,8.64,6.75,12.2,435524.0
1992-12-18,1086810,265963.0,226548.0,839140.0,202337.0,344156.0,28371264.0,33.3,84.7,60.9,19.41,10845.0,12.1,15983239.0,23490141.0,3320.399902,1.2756,8.64,7.0,12.2,435524.0
1992-12-21,1086810,265963.0,226548.0,839140.0,202337.0,344156.0,28371264.0,33.3,84.7,60.9,19.41,10845.0,12.1,15983239.0,23490141.0,3310.399902,1.2675,8.51,6.875,12.2,435524.0
1992-12-22,1086810,265963.0,226548.0,839140.0,202337.0,344156.0,28371264.0,33.3,84.7,60.9,19.41,10845.0,12.1,15983239.0,23490141.0,3313.5,1.2613,8.51,7.125,12.2,435524.0
1992-12-23,1086810,265963.0,226548.0,839140.0,202337.0,344156.0,28371264.0,33.3,84.7,60.9,19.41,10845.0,12.1,15983239.0,23490141.0,3323.199951,1.2605,8.44,6.75,12.2,435524.0
1992-12-24,1086810,265963.0,226548.0,839140.0,202337.0,344156.0,28371264.0,33.3,84.7,60.9,19.41,10845.0,12.1,15983239.0,23490141.0,3319.899902,1.2612,8.46,6.8125,12.2,435524.0
1992-12-29,1086810,265963.0,226548.0,839140.0,202337.0,344156.0,28371264.0,33.3,84.7,60.9,19.41,10845.0,12.1,15983239.0,23490141.0,3314.899902,1.266,8.49,6.9375,12.2,435524.0
1992-12-30,1086810,265963.0,226548.0,839140.0,202337.0,344156.0,28371264.0,33.3,84.7,60.9,19.41,10845.0,12.1,15983239.0,23490141.0,3326.800049,1.2687,8.54,6.625,12.2,435524.0
1992-12-31,1086810,265963.0,226548.0,839140.0,202337.0,344156.0,28371264.0,33.3,84.7,60.9,19.41,10845.0,12.1,15983239.0,23490141.0,3350.399902,1.2714,8.54,6.75,12.2,435524.0
1993-01-04,1093765,273228.0,221829.0,845308.0,193948.0,345380.0,28474177.0,33.6,84.7,61.2,19.07,9594.0,11.7,16125835.0,24093241.0,3351.0,1.2782,8.47,7.0,12.3,439276.0
1993-01-05,1093765,273228.0,221829.0,845308.0,193948.0,345380.0,28474177.0,33.6,84.7,61.2,19.07,9594.0,11.7,16125835.0,24093241.0,3353.5,1.2768,8.47,7.0,12.3,439276.0
1993-01-06,1093765,273228.0,221829.0,845308.0,193948.0,345380.0,28474177.0,33.6,84.7,61.2,19.07,9594.0,11.7,16125835.0,24093241.0,3353.0,1.2782,8.54,6.8125,12.3,439276.0
1993-01-07,1093765,273228.0,221829.0,845308.0,193948.0,345380.0,28474177.0,33.6,84.7,61.2,19.07,9594.0,11.7,16125835.0,24093241.0,3318.899902,1.2798,8.69,6.8125,12.3,439276.0
1993-01-08,1093765,273228.0,221829.0,845308.0,193948.0,345380.0,28474177.0,33.6,84.7,61.2,19.07,9594.0,11.7,16125835.0,24093241.0,3311.800049,1.2825,8.7,6.8125,12.3,439276.0
1993-01-11,1093765,273228.0,221829.0,845308.0,193948.0,345380.0,28474177.0,33.6,84.7,61.2,19.07,9594.0,11.7,16125835.0,24093241.0,3310.199951,1.2755,8.75,6.75,12.3,439276.0
1993-01-12,1093765,273228.0,221829.0,845308.0,193948.0,345380.0,28474177.0,33.6,84.7,61.2,19.07,9594.0,11.7,16125835.0,24093241.0,3314.5,1.2783,8.75,7.0625,12.3,439276.0
1993-01-13,1093765,273228.0,221829.0,845308.0,193948.0,345380.0,28474177.0,33.6,84.7,61.2,19.07,9594.0,11.7,16125835.0,24093241.0,3298.300049,1.2821,8.75,6.9375,12.3,439276.0
1993-01-14,1093765,273228.0,221829.0,845308.0,193948.0,345380.0,28474177.0,33.6,84.7,61.2,19.07,9594.0,11.7,16125835.0,24093241.0,3303.800049,1.2785,8.69,6.75,12.3,439276.0
1993-01-15,1093765,273228.0,221829.0,845308.0,193948.0,345380.0,28474177.0,33.6,84.7,61.2,19.07,9594.0,11.7,16125835.0,24093241.0,3306.600098,1.2822,8.69,6.8125,12.3,439276.0
1993-01-19,1093765,273228.0,221829.0,845308.0,193948.0,345380.0,28474177.0,33.6,84.7,61.2,19.07,9594.0,11.7,16125835.0,24093241.0,3288.100098,1.2769,8.62,7.125,12.3,439276.0
1993-01-20,1093765,273228.0,221829.0,845308.0,193948.0,345380.0,28474177.0,33.6,84.7,61.2,19.07,9594.0,11.7,16125835.0,24093241.0,3290.100098,1.2805,8.62,7.0625,12.3,439276.0
1993-01-21,1093765,273228.0,221829.0,845308.0,193948.0,345380.0,28474177.0,33.6,84.7,61.2,19.07,9594.0,11.7,16125835.0,24093241.0,3275.800049,1.2875,8.72,6.75,12.3,439276.0
1993-01-22,1093765,273228.0,221829.0,845308.0,193948.0,345380.0,28474177.0,33.6,84.7,61.2,19.07,9594.0,11.7,16125835.0,24093241.0,3276.0,1.2822,8.68,6.75,12.3,439276.0
1993-01-25,1093765,273228.0,221829.0,845308.0,193948.0,345380.0,28474177.0,33.6,84.7,61.2,19.07,9594.0,11.7,16125835.0,24093241.0,3295.600098,1.2789,8.65,6.5,12.3,439276.0
1993-01-26,1093765,273228.0,221829.0,845308.0,193948.0,345380.0,28474177.0,33.6,84.7,61.2,19.07,9594.0,11.7,16125835.0,24093241.0,3312.800049,1.2712,8.68,6.4375,12.3,439276.0
1993-01-27,1093765,273228.0,221829.0,845308.0,193948.0,345380.0,28474177.0,33.6,84.7,61.2,19.07,9594.0,11.7,16125835.0,24093241.0,3311.600098,1.2701,8.67,6.125,12.3,439276.0
1993-01-28,1093765,273228.0,221829.0,845308.0,193948.0,345380.0,28474177.0,33.6,84.7,61.2,19.07,9594.0,11.7,16125835.0,24093241.0,3307.899902,1.2709,8.62,6.0,12.3,439276.0
1993-01-29,1093765,273228.0,221829.0,845308.0,193948.0,345380.0,28474177.0,33.6,84.7,61.2,19.07,9594.0,11.7,16125835.0,24093241.0,3305.5,1.27,8.64,6.0625,12.3,439276.0
1993-02-01,1093765,273228.0,221829.0,845308.0,193948.0,345380.0,28474177.0,33.6,85.0,61.3,19.07,5702.0,11.2,16049478.0,23922194.0,3310.899902,1.264,8.64,6.0625,12.3,439276.0
1993-02-02,1093765,273228.0,221829.0,845308.0,193948.0,345380.0,28474177.0,33.6,85.0,61.3,19.07,5702.0,11.2,16049478.0,23922194.0,3321.800049,1.2627,8.64,6.0625,12.3,439276.0
1993-02-03,1093765,273228.0,221829.0,845308.0,193948.0,345380.0,28474177.0,33.6,85.0,61.3,20.08,5702.0,11.2,16049478.0,23922194.0,3344.0,1.2663,8.61,6.0625,12.3,439276.0
1993-02-04,1093765,273228.0,221829.0,845308.0,193948.0,345380.0,28474177.0,33.6,85.0,61.3,20.08,5702.0,11.2,16049478.0,23922194.0,3366.399902,1.263,8.61,5.875,12.3,439276.0
1993-02-05,1093765,273228.0,221829.0,845308.0,193948.0,345380.0,28474177.0,33.6,85.0,61.3,20.08,5702.0,11.2,16049478.0,23922194.0,3377.899902,1.2611,8.45,6.3125,12.3,439276.0
1993-02-08,1093765,273228.0,221829.0,845308.0,193948.0,345380.0,28474177.0,33.6,85.0,61.3,20.08,5702.0,11.2,16049478.0,23922194.0,3394.800049,1.2641,8.48,6.0625,12.3,439276.0
1993-02-09,1093765,273228.0,221829.0,845308.0,193948.0,345380.0,28474177.0,33.6,85.0,61.3,20.08,5702.0,11.2,16049478.0,23922194.0,3414.100098,1.2682,8.48,6.125,12.3,439276.0
1993-02-10,1093765,273228.0,221829.0,845308.0,193948.0,345380.0,28474177.0,33.6,85.0,61.3,20.08,5702.0,11.2,16049478.0,23922194.0,3443.0,1.2659,8.48,6.125,12.3,439276.0
1993-02-11,1093765,273228.0,221829.0,845308.0,193948.0,345380.0,28474177.0,33.6,85.0,61.3,20.08,5702.0,11.2,16049478.0,23922194.0,3443.199951,1.2563,8.45,6.0625,12.3,439276.0
1993-02-12,1093765,273228.0,221829.0,845308.0,193948.0,345380.0,28474177.0,33.6,85.0,61.3,20.08,5702.0,11.2,16049478.0,23922194.0,3445.600098,1.2554,8.39,6.4375,12.3,439276.0
1993-02-16,1093765,273228.0,221829.0,845308.0,193948.0,345380.0,28474177.0,33.6,85.0,61.3,20.08,5702.0,11.2,16049478.0,23922194.0,3410.5,1.2564,8.41,6.3125,12.3,439276.0
1993-02-17,1093765,273228.0,221829.0,845308.0,193948.0,345380.0,28474177.0,33.6,85.0,61.3,20.08,5702.0,11.2,16049478.0,23922194.0,3417.699951,1.2617,8.41,6.0,12.3,439276.0
1993-02-18,1093765,273228.0,221829.0,845308.0,193948.0,345380.0,28474177.0,33.6,85.0,61.3,20.08,5702.0,11.2,16049478.0,23922194.0,3409.399902,1.26,8.41,5.9375,12.3,439276.0
1993-02-19,1093765,273228.0,221829.0,845308.0,193948.0,345380.0,28474177.0,33.6,85.0,61.3,20.08,5702.0,11.2,16049478.0,23922194.0,3426.300049,1.257,8.41,5.875,12.3,439276.0
1993-02-22,1093765,273228.0,221829.0,845308.0,193948.0,345380.0,28474177.0,33.6,85.0,61.3,20.08,5702.0,11.2,16049478.0,23922194.0,3447.699951,1.262,8.22,5.75,12.3,439276.0
1993-02-23,1093765,273228.0,221829.0,845308.0,193948.0,345380.0,28474177.0,33.6,85.0,61.3,20.08,5702.0,11.2,16049478.0,23922194.0,3452.800049,1.255,8.22,5.75,12.3,439276.0
1993-02-24,1093765,273228.0,221829.0,845308.0,193948.0,345380.0,28474177.0,33.6,85.0,61.3,20.08,5702.0,11.2,16049478.0,23922194.0,3465.800049,1.2619,8.19,5.8125,12.3,439276.0
1993-02-25,1093765,273228.0,221829.0,845308.0,193948.0,345380.0,28474177.0,33.6,85.0,61.3,20.08,5702.0,11.2,16049478.0,23922194.0,3459.899902,1.2535,8.19,5.75,12.3,439276.0
1993-02-26,1093765,273228.0,221829.0,845308.0,193948.0,345380.0,28474177.0,33.6,85.0,61.3,20.08,5702.0,11.2,16049478.0,23922194.0,3451.699951,1.2498,8.15,5.75,12.3,439276.0
1993-03-01,1093765,273228.0,221829.0,845308.0,193948.0,345380.0,28474177.0,33.6,85.3,61.9,20.08,5769.0,11.0,16095727.0,24319544.0,3432.699951,1.2498,8.05,5.75,12.3,439276.0
1993-03-02,1093765,273228.0,221829.0,845308.0,193948.0,345380.0,28474177.0,33.6,85.3,61.9,20.08,5769.0,11.0,16095727.0,24319544.0,3446.199951,1.248,8.07,5.75,12.3,439276.0
1993-03-03,1093765,273228.0,221829.0,845308.0,193948.0,345380.0,28474177.0,33.6,85.3,61.9,20.35,5769.0,11.0,16095727.0,24319544.0,3467.199951,1.2469,8.01,5.8125,12.3,439276.0
1993-03-04,1093765,273228.0,221829.0,845308.0,193948.0,345380.0,28474177.0,33.6,85.3,61.9,20.35,5769.0,11.0,16095727.0,24319544.0,3501.300049,1.2428,8.02,5.6875,12.3,439276.0
1993-03-05,1093765,273228.0,221829.0,845308.0,193948.0,345380.0,28474177.0,33.6,85.3,61.9,20.35,5769.0,11.0,16095727.0,24319544.0,3524.5,1.2475,8.02,5.5625,12.3,439276.0
1993-03-08,1093765,273228.0,221829.0,845308.0,193948.0,345380.0,28474177.0,33.6,85.3,61.9,20.35,5769.0,11.0,16095727.0,24319544.0,3551.0,1.2435,8.08,5.5,12.3,439276.0
1993-03-09,1093765,273228.0,221829.0,845308.0,193948.0,345380.0,28474177.0,33.6,85.3,61.9,20.35,5769.0,11.0,16095727.0,24319544.0,3553.199951,1.2462,8.19,5.5,12.3,439276.0
1993-03-10,1093765,273228.0,221829.0,845308.0,193948.0,345380.0,28474177.0,33.6,85.3,61.9,20.35,5769.0,11.0,16095727.0,24319544.0,3552.0,1.2458,8.19,5.4375,12.3,439276.0
1993-03-11,1093765,273228.0,221829.0,845308.0,193948.0,345380.0,28474177.0,33.6,85.3,61.9,20.35,5769.0,11.0,16095727.0,24319544.0,3552.399902,1.2446,8.16,5.25,12.3,439276.0
1993-03-12,1093765,273228.0,221829.0,845308.0,193948.0,345380.0,28474177.0,33.6,85.3,61.9,20.35,5769.0,11.0,16095727.0,24319544.0,3548.100098,1.2435,8.28,5.1875,12.3,439276.0
1993-03-15,1093765,273228.0,221829.0,845308.0,193948.0,345380.0,28474177.0,33.6,85.3,61.9,20.35,5769.0,11.0,16095727.0,24319544.0,3562.100098,1.2465,8.37,5.1875,12.3,439276.0
1993-03-16,1093765,273228.0,221829.0,845308.0,193948.0,345380.0,28474177.0,33.6,85.3,61.9,20.35,5769.0,11.0,16095727.0,24319544.0,3556.800049,1.2505,8.37,5.0625,12.3,439276.0
1993-03-17,1093765,273228.0,221829.0,845308.0,193948.0,345380.0,28474177.0,33.6,85.3,61.9,20.35,5769.0,11.0,16095727.0,24319544.0,3541.0,1.2518,8.34,4.9375,12.3,439276.0
1993-03-18,1093765,273228.0,221829.0,845308.0,193948.0,345380.0,28474177.0,33.6,85.3,61.9,20.35,5769.0,11.0,16095727.0,24319544.0,3559.300049,1.2472,8.34,4.875,12.3,439276.0
1993-03-19,1093765,273228.0,221829.0,845308.0,193948.0,345380.0,28474177.0,33.6,85.3,61.9,20.35,5769.0,11.0,16095727.0,24319544.0,3577.0,1.2455,8.24,5.0625,12.3,439276.0
1993-03-22,1093765,273228.0,221829.0,845308.0,193948.0,345380.0,28474177.0,33.6,85.3,61.9,20.35,5769.0,11.0,16095727.0,24319544.0,3583.699951,1.2453,8.2,5.0,12.3,439276.0
1993-03-23,1093765,273228.0,221829.0,845308.0,193948.0,345380.0,28474177.0,33.6,85.3,61.9,20.35,5769.0,11.0,16095727.0,24319544.0,3598.699951,1.2483,8.15,5.0,12.3,439276.0
1993-03-24,1093765,273228.0,221829.0,845308.0,193948.0,345380.0,28474177.0,33.6,85.3,61.9,20.35,5769.0,11.0,16095727.0,24319544.0,3603.699951,1.2446,8.15,4.9375,12.3,439276.0
1993-03-25,1093765,273228.0,221829.0,845308.0,193948.0,345380.0,28474177.0,33.6,85.3,61.9,20.35,5769.0,11.0,16095727.0,24319544.0,3612.0,1.244,8.2,5.0,12.3,439276.0
1993-03-26,1093765,273228.0,221829.0,845308.0,193948.0,345380.0,28474177.0,33.6,85.3,61.9,20.35,5769.0,11.0,16095727.0,24319544.0,3599.699951,1.2449,8.27,4.9375,12.3,439276.0
1993-03-30,1093765,273228.0,221829.0,845308.0,193948.0,345380.0,28474177.0,33.6,85.3,61.9,20.35,5769.0,11.0,16095727.0,24319544.0,3586.100098,1.2514,8.21,4.6875,12.3,439276.0
1993-03-31,1093765,273228.0,221829.0,845308.0,193948.0,345380.0,28474177.0,33.6,85.3,61.9,20.35,5769.0,11.0,16095727.0,24319544.0,3602.399902,1.2573,8.27,4.625,12.3,439276.0
1993-04-01,1103723,283144.0,231889.0,846058.0,191824.0,346492.0,28533602.0,33.6,85.2,61.9,20.35,7603.0,11.2,16408864.0,24241579.0,3614.600098,1.2585,8.33,4.625,15.4,458584.0
1993-04-02,1103723,283144.0,231889.0,846058.0,191824.0,346492.0,28533602.0,33.6,85.2,61.9,20.35,7603.0,11.2,16408864.0,24241579.0,3595.100098,1.2605,8.33,4.75,15.4,458584.0
1993-04-06,1103723,283144.0,231889.0,846058.0,191824.0,346492.0,28533602.0,33.6,85.2,61.9,20.33,7603.0,11.2,16408864.0,24241579.0,3598.800049,1.2595,8.32,4.75,15.4,458584.0
1993-04-07,1103723,283144.0,231889.0,846058.0,191824.0,346492.0,28533602.0,33.6,85.2,61.9,20.33,7603.0,11.2,16408864.0,24241579.0,3601.399902,1.2614,8.32,4.75,15.4,458584.0
1993-04-08,1103723,283144.0,231889.0,846058.0,191824.0,346492.0,28533602.0,33.6,85.2,61.9,20.33,7603.0,11.2,16408864.0,24241579.0,3591.800049,1.258,8.22,4.625,15.4,458584.0
1993-04-15,1103723,283144.0,231889.0,846058.0,191824.0,346492.0,28533602.0,33.6,85.2,61.9,20.33,7603.0,11.2,16408864.0,24241579.0,3634.199951,1.261,8.07,4.625,15.4,458584.0
1993-04-16,1103723,283144.0,231889.0,846058.0,191824.0,346492.0,28533602.0,33.6,85.2,61.9,20.33,7603.0,11.2,16408864.0,24241579.0,3651.899902,1.259,8.05,4.625,15.4,458584.0
1993-04-19,1103723,283144.0,231889.0,846058.0,191824.0,346492.0,28533602.0,33.6,85.2,61.9,20.33,7603.0,11.2,16408864.0,24241579.0,3663.199951,1.2562,8.05,4.5625,15.4,458584.0
1993-04-20,1103723,283144.0,231889.0,846058.0,191824.0,346492.0,28533602.0,33.6,85.2,61.9,20.33,7603.0,11.2,16408864.0,24241579.0,3663.300049,1.2567,8.05,4.625,15.4,458584.0
1993-04-21,1103723,283144.0,231889.0,846058.0,191824.0,346492.0,28533602.0,33.6,85.2,61.9,20.33,7603.0,11.2,16408864.0,24241579.0,3663.699951,1.258,8.06,4.5625,15.4,458584.0
1993-04-22,1103723,283144.0,231889.0,846058.0,191824.0,346492.0,28533602.0,33.6,85.2,61.9,20.33,7603.0,11.2,16408864.0,24241579.0,3665.699951,1.262,8.08,4.5,15.4,458584.0
1993-04-23,1103723,283144.0,231889.0,846058.0,191824.0,346492.0,28533602.0,33.6,85.2,61.9,20.33,7603.0,11.2,16408864.0,24241579.0,3685.399902,1.2615,8.07,4.4375,15.4,458584.0
1993-04-26,1103723,283144.0,231889.0,846058.0,191824.0,346492.0,28533602.0,33.6,85.2,61.9,20.33,7603.0,11.2,16408864.0,24241579.0,3683.800049,1.2585,8.14,4.4375,15.4,458584.0
1993-04-27,1103723,283144.0,231889.0,846058.0,191824.0,346492.0,28533602.0,33.6,85.2,61.9,20.33,7603.0,11.2,16408864.0,24241579.0,3691.199951,1.2715,8.42,4.4375,15.4,458584.0
1993-04-28,1103723,283144.0,231889.0,846058.0,191824.0,346492.0,28533602.0,33.6,85.2,61.9,20.33,7603.0,11.2,16408864.0,24241579.0,3710.199951,1.2732,8.27,4.5,15.4,458584.0
1993-04-29,1103723,283144.0,231889.0,846058.0,191824.0,346492.0,28533602.0,33.6,85.2,61.9,20.33,7603.0,11.2,16408864.0,24241579.0,3755.100098,1.2724,8.25,4.4375,15.4,458584.0
1993-04-30,1103723,283144.0,231889.0,846058.0,191824.0,346492.0,28533602.0,33.6,85.2,61.9,20.33,7603.0,11.2,16408864.0,24241579.0,3789.399902,1.2702,8.28,4.5,15.4,458584.0
1993-05-03,1103723,283144.0,231889.0,846058.0,191824.0,346492.0,28533602.0,33.6,85.2,62.1,19.98,12166.0,11.6,16239039.0,24701404.0,3773.5,1.2675,8.23,4.5625,15.4,458584.0
1993-05-04,1103723,283144.0,231889.0,846058.0,191824.0,346492.0,28533602.0,33.6,85.2,62.1,19.98,12166.0,11.6,16239039.0,24701404.0,3779.199951,1.2727,8.23,5.0,15.4,458584.0
1993-05-05,1103723,283144.0,231889.0,846058.0,191824.0,346492.0,28533602.0,33.6,85.2,62.1,19.98,12166.0,11.6,16239039.0,24701404.0,3788.899902,1.2763,8.23,5.0,15.4,458584.0
1993-05-06,1103723,283144.0,231889.0,846058.0,191824.0,346492.0,28533602.0,33.6,85.2,62.1,19.98,12166.0,11.6,16239039.0,24701404.0,3794.699951,1.2707,8.23,4.75,15.4,458584.0
1993-05-07,1103723,283144.0,231889.0,846058.0,191824.0,346492.0,28533602.0,33.6,85.2,62.1,19.98,12166.0,11.6,16239039.0,24701404.0,3779.100098,1.2711,8.23,4.8125,15.4,458584.0
1993-05-11,1103723,283144.0,231889.0,846058.0,191824.0,346492.0,28533602.0,33.6,85.2,62.1,19.98,12166.0,11.6,16239039.0,24701404.0,3780.399902,1.2749,8.16,4.6875,15.4,458584.0
1993-05-12,1103723,283144.0,231889.0,846058.0,191824.0,346492.0,28533602.0,33.6,85.2,62.1,19.98,12166.0,11.6,16239039.0,24701404.0,3796.5,1.2747,8.16,4.5625,15.4,458584.0
1993-05-13,1103723,283144.0,231889.0,846058.0,191824.0,346492.0,28533602.0,33.6,85.2,62.1,19.98,12166.0,11.6,16239039.0,24701404.0,3801.300049,1.2727,8.27,4.4375,15.4,458584.0
1993-05-14,1103723,283144.0,231889.0,846058.0,191824.0,346492.0,28533602.0,33.6,85.2,62.1,19.98,12166.0,11.6,16239039.0,24701404.0,3813.300049,1.2743,8.33,4.4375,15.4,458584.0
1993-05-17,1103723,283144.0,231889.0,846058.0,191824.0,346492.0,28533602.0,33.6,85.2,62.1,19.98,12166.0,11.6,16239039.0,24701404.0,3792.5,1.2757,8.31,4.3125,15.4,458584.0
1993-05-18,1103723,283144.0,231889.0,846058.0,191824.0,346492.0,28533602.0,33.6,85.2,62.1,19.98,12166.0,11.6,16239039.0,24701404.0,3826.899902,1.273,8.31,4.3125,15.4,458584.0
1993-05-19,1103723,283144.0,231889.0,846058.0,191824.0,346492.0,28533602.0,33.6,85.2,62.1,19.98,12166.0,11.6,16239039.0,24701404.0,3811.300049,1.2675,8.31,4.25,15.4,458584.0
1993-05-20,1103723,283144.0,231889.0,846058.0,191824.0,346492.0,28533602.0,33.6,85.2,62.1,19.98,12166.0,11.6,16239039.0,24701404.0,3831.600098,1.2683,8.31,4.375,15.4,458584.0
1993-05-21,1103723,283144.0,231889.0,846058.0,191824.0,346492.0,28533602.0,33.6,85.2,62.1,19.98,12166.0,11.6,16239039.0,24701404.0,3836.0,1.2665,8.24,4.375,15.4,458584.0
1993-05-26,1103723,283144.0,231889.0,846058.0,191824.0,346492.0,28533602.0,33.6,85.2,62.1,19.98,12166.0,11.6,16239039.0,24701404.0,3865.199951,1.2645,8.12,4.6875,15.4,458584.0
1993-05-27,1103723,283144.0,231889.0,846058.0,191824.0,346492.0,28533602.0,33.6,85.2,62.1,19.98,12166.0,11.6,16239039.0,24701404.0,3869.699951,1.2637,8.12,4.75,15.4,458584.0
1993-05-28,1103723,283144.0,231889.0,846058.0,191824.0,346492.0,28533602.0,33.6,85.2,62.1,19.98,12166.0,11.6,16239039.0,24701404.0,3866.399902,1.2707,8.13,4.6875,15.4,458584.0
1993-06-01,1103723,283144.0,231889.0,846058.0,191824.0,346492.0,28533602.0,33.6,85.4,62.0,19.98,11791.0,11.6,16314960.0,25275823.0,3856.899902,1.2722,8.11,4.625,15.4,458584.0
1993-06-02,1103723,283144.0,231889.0,846058.0,191824.0,346492.0,28533602.0,33.6,85.4,62.0,19.98,11791.0,11.6,16314960.0,25275823.0,3859.800049,1.2714,8.13,4.5625,15.4,458584.0
1993-06-03,1103723,283144.0,231889.0,846058.0,191824.0,346492.0,28533602.0,33.6,85.4,62.0,19.13,11791.0,11.6,16314960.0,25275823.0,3875.0,1.2746,8.19,4.5625,15.4,458584.0
1993-06-04,1103723,283144.0,231889.0,846058.0,191824.0,346492.0,28533602.0,33.6,85.4,62.0,19.13,11791.0,11.6,16314960.0,25275823.0,3894.600098,1.2775,8.23,4.5,15.4,458584.0
1993-06-07,1103723,283144.0,231889.0,846058.0,191824.0,346492.0,28533602.0,33.6,85.4,62.0,19.13,11791.0,11.6,16314960.0,25275823.0,3892.199951,1.2785,8.26,4.4375,15.4,458584.0
1993-06-08,1103723,283144.0,231889.0,846058.0,191824.0,346492.0,28533602.0,33.6,85.4,62.0,19.13,11791.0,11.6,16314960.0,25275823.0,3862.699951,1.283,8.26,4.4375,15.4,458584.0
1993-06-09,1103723,283144.0,231889.0,846058.0,191824.0,346492.0,28533602.0,33.6,85.4,62.0,19.13,11791.0,11.6,16314960.0,25275823.0,3859.699951,1.2806,8.21,4.375,15.4,458584.0
1993-06-10,1103723,283144.0,231889.0,846058.0,191824.0,346492.0,28533602.0,33.6,85.4,62.0,19.13,11791.0,11.6,16314960.0,25275823.0,3875.399902,1.2791,8.21,4.375,15.4,458584.0
1993-06-11,1103723,283144.0,231889.0,846058.0,191824.0,346492.0,28533602.0,33.6,85.4,62.0,19.13,11791.0,11.6,16314960.0,25275823.0,3866.5,1.28,8.09,4.5,15.4,458584.0
1993-06-14,1103723,283144.0,231889.0,846058.0,191824.0,346492.0,28533602.0,33.6,85.4,62.0,19.13,11791.0,11.6,16314960.0,25275823.0,3872.199951,1.2815,8.12,4.0625,15.4,458584.0
1993-06-15,1103723,283144.0,231889.0,846058.0,191824.0,346492.0,28533602.0,33.6,85.4,62.0,19.13,11791.0,11.6,16314960.0,25275823.0,3887.800049,1.2796,8.1,4.5625,15.4,458584.0
1993-06-16,1103723,283144.0,231889.0,846058.0,191824.0,346492.0,28533602.0,33.6,85.4,62.0,19.13,11791.0,11.6,16314960.0,25275823.0,3892.399902,1.2804,8.05,4.625,15.4,458584.0
1993-06-17,1103723,283144.0,231889.0,846058.0,191824.0,346492.0,28533602.0,33.6,85.4,62.0,19.13,11791.0,11.6,16314960.0,25275823.0,3903.699951,1.2771,8.02,4.5625,15.4,458584.0
1993-06-18,1103723,283144.0,231889.0,846058.0,191824.0,346492.0,28533602.0,33.6,85.4,62.0,19.13,11791.0,11.6,16314960.0,25275823.0,3906.899902,1.2749,8.02,4.5,15.4,458584.0
1993-06-21,1103723,283144.0,231889.0,846058.0,191824.0,346492.0,28533602.0,33.6,85.4,62.0,19.13,11791.0,11.6,16314960.0,25275823.0,3922.399902,1.2738,7.98,4.5,15.4,458584.0
1993-06-22,1103723,283144.0,231889.0,846058.0,191824.0,346492.0,28533602.0,33.6,85.4,62.0,19.13,11791.0,11.6,16314960.0,25275823.0,3935.699951,1.2785,7.98,4.5625,15.4,458584.0
1993-06-23,1103723,283144.0,231889.0,846058.0,191824.0,346492.0,28533602.0,33.6,85.4,62.0,19.13,11791.0,11.6,16314960.0,25275823.0,3951.600098,1.2807,8.03,4.375,15.4,458584.0
