"REF_DATE","GEO","DGUID","Estimate","North American Industry Classification System (NAICS)","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2013-07","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","909.70","A","","","2"
"2013-08","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","911.97","A","","","2"
"2013-09","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","912.86","A","","","2"
"2013-10","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","916.47","A","","","2"
"2013-11","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","923.10","A","","","2"
"2013-12","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","924.27","A","","","2"
"2014-01","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","923.39","A","","","2"
"2014-02","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","926.76","A","","","2"
"2014-03","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","926.91","A","","","2"
"2014-04","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","931.62","A","","","2"
"2014-05","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","935.71","A","","","2"
"2014-06","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","936.69","A","","","2"
"2014-07","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","942.43","A","","","2"
"2014-08","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","940.70","A","","","2"
"2014-09","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","940.36","A","","","2"
"2014-10","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","941.98","A","","","2"
"2014-11","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","938.87","A","","","2"
"2014-12","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","939.83","A","","","2"
"2015-01","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","948.64","A","","","2"
"2015-02","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","949.70","A","","","2"
"2015-03","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","951.63","A","","","2"
"2015-04","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","954.31","A","","","2"
"2015-05","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","948.41","A","","","2"
"2015-06","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","953.43","A","","","2"
"2015-07","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","957.26","A","","","2"
"2015-08","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","945.69","A","","","2"
"2015-09","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","954.05","A","","","2"
"2015-10","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","955.57","A","","","2"
"2015-11","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","951.47","A","","","2"
"2015-12","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","954.37","A","","","2"
"2016-01","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","949.71","A","","","2"
"2016-02","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","953.97","A","","","2"
"2016-03","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","955.89","A","","","2"
"2016-04","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","953.17","A","","","2"
"2016-05","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","954.74","A","","","2"
"2016-06","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","957.06","A","","","2"
"2016-07","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","957.12","A","","","2"
"2016-08","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","959.31","A","","","2"
"2016-09","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","955.53","A","","","2"
"2016-10","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","954.76","A","","","2"
"2016-11","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","959.79","A","","","2"
"2016-12","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","967.83","A","","","2"
"2017-01","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","966.80","A","","","2"
"2017-02","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","963.95","A","","","2"
"2017-03","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","966.68","A","","","2"
"2017-04","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","971.57","A","","","2"
"2017-05","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","970.39","A","","","2"
"2017-06","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","972.67","A","","","2"
"2017-07","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","970.21","A","","","2"
"2017-08","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","977.35","A","","","2"
"2017-09","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","985.92","A","","","2"
"2017-10","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","982.93","A","","","2"
"2017-11","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","990.45","A","","","2"
"2017-12","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","991.56","A","","","2"
"2018-01","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","991.59","A","","","2"
"2018-02","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","998.53","A","","","2"
"2018-03","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","997.80","A","","","2"
"2018-04","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","994.26","A","","","2"
"2018-05","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","995.65","A","","","2"
"2018-06","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","1002.49","A","","","2"
"2018-07","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","1000.46","A","","","2"
"2018-08","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","1006.51","A","","","2"
"2018-09","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","1001.06","A","","","2"
"2018-10","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","1006.55","A","","","2"
"2018-11","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","1010.56","A","","","2"
"2018-12","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","1008.81","A","","","2"
"2019-01","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","1010.14","A","","","2"
"2019-02","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","1008.83","A","","","2"
"2019-03","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","1015.34","A","","","2"
"2019-04","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","1019.32","A","","","2"
"2019-05","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","1032.19","A","","","2"
"2019-06","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","1022.69","A","","","2"
"2019-07","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","1029.07","A","","","2"
"2019-08","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","1032.70","A","","","2"
"2019-09","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","1039.48","B","","","2"
"2019-10","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","1044.91","B","","","2"
"2019-11","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","1041.26","B","","","2"
"2019-12","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","1044.19","B","","","2"
"2020-01","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","1048.59","B","","","2"
"2020-02","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","1046.31","B","","","2"
"2020-03","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","1048.06","B","","","2"
"2020-04","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","1117.06","B","","","2"
"2020-05","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","1138.50","B","","","2"
"2020-06","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","1117.31","B","","","2"
"2020-07","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","1113.90","B","","","2"
"2020-08","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","1109.79","B","","","2"
"2020-09","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","1107.84","B","","","2"
"2020-10","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","1103.57","B","","","2"
"2020-11","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","1109.41","B","","","2"
"2020-12","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","1111.54","B","","","2"


