date,GDP,Exports,Imports,Consumption,Gross Fixed Capital Formation,Population,Median Age,Median Market Income,Crime Severity,CPI,IPPI,Housing Starts,Unemployment,Unemployment Searches GT,Avg. Weekly Earnings,Retail,Manufacturing,Jobless,WCS,GSPTSE,CAD/USD,Over 10Y Bond,Target Rate,Savings Rate,Household Disposable Income
1961-01-01,343577,44853,38840,,,18009000.0,,,,15.7,13.8,,,,,,,,,,,,,5.4,24872.0
1961-01-02,343577,44853,38840,,,18009000.0,,,,15.7,13.8,,,,,,,,,,,,,5.4,24872.0
1961-01-03,343577,44853,38840,,,18009000.0,,,,15.7,13.8,,,,,,,,,,,,,5.4,24872.0
1961-01-04,343577,44853,38840,,,18009000.0,,,,15.7,13.8,,,,,,,,,,,,,5.4,24872.0
1961-01-05,343577,44853,38840,,,18009000.0,,,,15.7,13.8,,,,,,,,,,,,,5.4,24872.0
1961-01-06,343577,44853,38840,,,18009000.0,,,,15.7,13.8,,,,,,,,,,,,,5.4,24872.0
1961-01-07,343577,44853,38840,,,18009000.0,,,,15.7,13.8,,,,,,,,,,,,,5.4,24872.0
1961-01-08,343577,44853,38840,,,18009000.0,,,,15.7,13.8,,,,,,,,,,,,,5.4,24872.0
1961-01-09,343577,44853,38840,,,18009000.0,,,,15.7,13.8,,,,,,,,,,,,,5.4,24872.0
1961-01-10,343577,44853,38840,,,18009000.0,,,,15.7,13.8,,,,,,,,,,,,,5.4,24872.0
1961-01-11,343577,44853,38840,,,18009000.0,,,,15.7,13.8,,,,,,,,,,,,,5.4,24872.0
1961-01-12,343577,44853,38840,,,18009000.0,,,,15.7,13.8,,,,,,,,,,,,,5.4,24872.0
1961-01-13,343577,44853,38840,,,18009000.0,,,,15.7,13.8,,,,,,,,,,,,,5.4,24872.0
1961-01-14,343577,44853,38840,,,18009000.0,,,,15.7,13.8,,,,,,,,,,,,,5.4,24872.0
1961-01-15,343577,44853,38840,,,18009000.0,,,,15.7,13.8,,,,,,,,,,,,,5.4,24872.0
1961-01-16,343577,44853,38840,,,18009000.0,,,,15.7,13.8,,,,,,,,,,,,,5.4,24872.0
1961-01-17,343577,44853,38840,,,18009000.0,,,,15.7,13.8,,,,,,,,,,,,,5.4,24872.0
1961-01-18,343577,44853,38840,,,18009000.0,,,,15.7,13.8,,,,,,,,,,,,,5.4,24872.0
1961-01-19,343577,44853,38840,,,18009000.0,,,,15.7,13.8,,,,,,,,,,,,,5.4,24872.0
1961-01-20,343577,44853,38840,,,18009000.0,,,,15.7,13.8,,,,,,,,,,,,,5.4,24872.0
1961-01-21,343577,44853,38840,,,18009000.0,,,,15.7,13.8,,,,,,,,,,,,,5.4,24872.0
1961-01-22,343577,44853,38840,,,18009000.0,,,,15.7,13.8,,,,,,,,,,,,,5.4,24872.0
1961-01-23,343577,44853,38840,,,18009000.0,,,,15.7,13.8,,,,,,,,,,,,,5.4,24872.0
1961-01-24,343577,44853,38840,,,18009000.0,,,,15.7,13.8,,,,,,,,,,,,,5.4,24872.0
1961-01-25,343577,44853,38840,,,18009000.0,,,,15.7,13.8,,,,,,,,,,,,,5.4,24872.0
1961-01-26,343577,44853,38840,,,18009000.0,,,,15.7,13.8,,,,,,,,,,,,,5.4,24872.0
1961-01-27,343577,44853,38840,,,18009000.0,,,,15.7,13.8,,,,,,,,,,,,,5.4,24872.0
1961-01-28,343577,44853,38840,,,18009000.0,,,,15.7,13.8,,,,,,,,,,,,,5.4,24872.0
1961-01-29,343577,44853,38840,,,18009000.0,,,,15.7,13.8,,,,,,,,,,,,,5.4,24872.0
1961-01-30,343577,44853,38840,,,18009000.0,,,,15.7,13.8,,,,,,,,,,,,,5.4,24872.0
1961-01-31,343577,44853,38840,,,18009000.0,,,,15.7,13.8,,,,,,,,,,,,,5.4,24872.0
1961-02-01,343577,44853,38840,,,18009000.0,,,,15.7,13.9,,,,,,,,,,,,,5.4,24872.0
1961-02-02,343577,44853,38840,,,18009000.0,,,,15.7,13.9,,,,,,,,,,,,,5.4,24872.0
1961-02-03,343577,44853,38840,,,18009000.0,,,,15.7,13.9,,,,,,,,,,,,,5.4,24872.0
1961-02-04,343577,44853,38840,,,18009000.0,,,,15.7,13.9,,,,,,,,,,,,,5.4,24872.0
1961-02-05,343577,44853,38840,,,18009000.0,,,,15.7,13.9,,,,,,,,,,,,,5.4,24872.0
1961-02-06,343577,44853,38840,,,18009000.0,,,,15.7,13.9,,,,,,,,,,,,,5.4,24872.0
1961-02-07,343577,44853,38840,,,18009000.0,,,,15.7,13.9,,,,,,,,,,,,,5.4,24872.0
1961-02-08,343577,44853,38840,,,18009000.0,,,,15.7,13.9,,,,,,,,,,,,,5.4,24872.0
1961-02-09,343577,44853,38840,,,18009000.0,,,,15.7,13.9,,,,,,,,,,,,,5.4,24872.0
1961-02-10,343577,44853,38840,,,18009000.0,,,,15.7,13.9,,,,,,,,,,,,,5.4,24872.0
1961-02-11,343577,44853,38840,,,18009000.0,,,,15.7,13.9,,,,,,,,,,,,,5.4,24872.0
1961-02-12,343577,44853,38840,,,18009000.0,,,,15.7,13.9,,,,,,,,,,,,,5.4,24872.0
1961-02-13,343577,44853,38840,,,18009000.0,,,,15.7,13.9,,,,,,,,,,,,,5.4,24872.0
1961-02-14,343577,44853,38840,,,18009000.0,,,,15.7,13.9,,,,,,,,,,,,,5.4,24872.0
1961-02-15,343577,44853,38840,,,18009000.0,,,,15.7,13.9,,,,,,,,,,,,,5.4,24872.0
1961-02-16,343577,44853,38840,,,18009000.0,,,,15.7,13.9,,,,,,,,,,,,,5.4,24872.0
1961-02-17,343577,44853,38840,,,18009000.0,,,,15.7,13.9,,,,,,,,,,,,,5.4,24872.0
1961-02-18,343577,44853,38840,,,18009000.0,,,,15.7,13.9,,,,,,,,,,,,,5.4,24872.0
1961-02-19,343577,44853,38840,,,18009000.0,,,,15.7,13.9,,,,,,,,,,,,,5.4,24872.0
1961-02-20,343577,44853,38840,,,18009000.0,,,,15.7,13.9,,,,,,,,,,,,,5.4,24872.0
1961-02-21,343577,44853,38840,,,18009000.0,,,,15.7,13.9,,,,,,,,,,,,,5.4,24872.0
1961-02-22,343577,44853,38840,,,18009000.0,,,,15.7,13.9,,,,,,,,,,,,,5.4,24872.0
1961-02-23,343577,44853,38840,,,18009000.0,,,,15.7,13.9,,,,,,,,,,,,,5.4,24872.0
1961-02-24,343577,44853,38840,,,18009000.0,,,,15.7,13.9,,,,,,,,,,,,,5.4,24872.0
1961-02-25,343577,44853,38840,,,18009000.0,,,,15.7,13.9,,,,,,,,,,,,,5.4,24872.0
1961-02-26,343577,44853,38840,,,18009000.0,,,,15.7,13.9,,,,,,,,,,,,,5.4,24872.0
1961-02-27,343577,44853,38840,,,18009000.0,,,,15.7,13.9,,,,,,,,,,,,,5.4,24872.0
1961-02-28,343577,44853,38840,,,18009000.0,,,,15.7,13.9,,,,,,,,,,,,,5.4,24872.0
1961-03-01,343577,44853,38840,,,18009000.0,,,,15.7,13.9,,,,,,,,,,,,,5.4,24872.0
1961-03-02,343577,44853,38840,,,18009000.0,,,,15.7,13.9,,,,,,,,,,,,,5.4,24872.0
1961-03-03,343577,44853,38840,,,18009000.0,,,,15.7,13.9,,,,,,,,,,,,,5.4,24872.0
1961-03-04,343577,44853,38840,,,18009000.0,,,,15.7,13.9,,,,,,,,,,,,,5.4,24872.0
1961-03-05,343577,44853,38840,,,18009000.0,,,,15.7,13.9,,,,,,,,,,,,,5.4,24872.0
1961-03-06,343577,44853,38840,,,18009000.0,,,,15.7,13.9,,,,,,,,,,,,,5.4,24872.0
1961-03-07,343577,44853,38840,,,18009000.0,,,,15.7,13.9,,,,,,,,,,,,,5.4,24872.0
1961-03-08,343577,44853,38840,,,18009000.0,,,,15.7,13.9,,,,,,,,,,,,,5.4,24872.0
1961-03-09,343577,44853,38840,,,18009000.0,,,,15.7,13.9,,,,,,,,,,,,,5.4,24872.0
1961-03-10,343577,44853,38840,,,18009000.0,,,,15.7,13.9,,,,,,,,,,,,,5.4,24872.0
1961-03-11,343577,44853,38840,,,18009000.0,,,,15.7,13.9,,,,,,,,,,,,,5.4,24872.0
1961-03-12,343577,44853,38840,,,18009000.0,,,,15.7,13.9,,,,,,,,,,,,,5.4,24872.0
1961-03-13,343577,44853,38840,,,18009000.0,,,,15.7,13.9,,,,,,,,,,,,,5.4,24872.0
1961-03-14,343577,44853,38840,,,18009000.0,,,,15.7,13.9,,,,,,,,,,,,,5.4,24872.0
1961-03-15,343577,44853,38840,,,18009000.0,,,,15.7,13.9,,,,,,,,,,,,,5.4,24872.0
1961-03-16,343577,44853,38840,,,18009000.0,,,,15.7,13.9,,,,,,,,,,,,,5.4,24872.0
1961-03-17,343577,44853,38840,,,18009000.0,,,,15.7,13.9,,,,,,,,,,,,,5.4,24872.0
1961-03-18,343577,44853,38840,,,18009000.0,,,,15.7,13.9,,,,,,,,,,,,,5.4,24872.0
1961-03-19,343577,44853,38840,,,18009000.0,,,,15.7,13.9,,,,,,,,,,,,,5.4,24872.0
1961-03-20,343577,44853,38840,,,18009000.0,,,,15.7,13.9,,,,,,,,,,,,,5.4,24872.0
1961-03-21,343577,44853,38840,,,18009000.0,,,,15.7,13.9,,,,,,,,,,,,,5.4,24872.0
1961-03-22,343577,44853,38840,,,18009000.0,,,,15.7,13.9,,,,,,,,,,,,,5.4,24872.0
1961-03-23,343577,44853,38840,,,18009000.0,,,,15.7,13.9,,,,,,,,,,,,,5.4,24872.0
1961-03-24,343577,44853,38840,,,18009000.0,,,,15.7,13.9,,,,,,,,,,,,,5.4,24872.0
1961-03-25,343577,44853,38840,,,18009000.0,,,,15.7,13.9,,,,,,,,,,,,,5.4,24872.0
1961-03-26,343577,44853,38840,,,18009000.0,,,,15.7,13.9,,,,,,,,,,,,,5.4,24872.0
1961-03-27,343577,44853,38840,,,18009000.0,,,,15.7,13.9,,,,,,,,,,,,,5.4,24872.0
1961-03-28,343577,44853,38840,,,18009000.0,,,,15.7,13.9,,,,,,,,,,,,,5.4,24872.0
1961-03-29,343577,44853,38840,,,18009000.0,,,,15.7,13.9,,,,,,,,,,,,,5.4,24872.0
1961-03-30,343577,44853,38840,,,18009000.0,,,,15.7,13.9,,,,,,,,,,,,,5.4,24872.0
1961-03-31,343577,44853,38840,,,18009000.0,,,,15.7,13.9,,,,,,,,,,,,,5.4,24872.0
1961-04-01,352261,44358,38687,182407.0,57964.0,18092000.0,,,,15.7,13.9,,,,,,,,,,,,,6.0,25136.0
1961-04-02,352261,44358,38687,182407.0,57964.0,18092000.0,,,,15.7,13.9,,,,,,,,,,,,,6.0,25136.0
1961-04-03,352261,44358,38687,182407.0,57964.0,18092000.0,,,,15.7,13.9,,,,,,,,,,,,,6.0,25136.0
1961-04-04,352261,44358,38687,182407.0,57964.0,18092000.0,,,,15.7,13.9,,,,,,,,,,,,,6.0,25136.0
1961-04-05,352261,44358,38687,182407.0,57964.0,18092000.0,,,,15.7,13.9,,,,,,,,,,,,,6.0,25136.0
1961-04-06,352261,44358,38687,182407.0,57964.0,18092000.0,,,,15.7,13.9,,,,,,,,,,,,,6.0,25136.0
1961-04-07,352261,44358,38687,182407.0,57964.0,18092000.0,,,,15.7,13.9,,,,,,,,,,,,,6.0,25136.0
1961-04-08,352261,44358,38687,182407.0,57964.0,18092000.0,,,,15.7,13.9,,,,,,,,,,,,,6.0,25136.0
1961-04-09,352261,44358,38687,182407.0,57964.0,18092000.0,,,,15.7,13.9,,,,,,,,,,,,,6.0,25136.0
1961-04-10,352261,44358,38687,182407.0,57964.0,18092000.0,,,,15.7,13.9,,,,,,,,,,,,,6.0,25136.0
1961-04-11,352261,44358,38687,182407.0,57964.0,18092000.0,,,,15.7,13.9,,,,,,,,,,,,,6.0,25136.0
1961-04-12,352261,44358,38687,182407.0,57964.0,18092000.0,,,,15.7,13.9,,,,,,,,,,,,,6.0,25136.0
1961-04-13,352261,44358,38687,182407.0,57964.0,18092000.0,,,,15.7,13.9,,,,,,,,,,,,,6.0,25136.0
1961-04-14,352261,44358,38687,182407.0,57964.0,18092000.0,,,,15.7,13.9,,,,,,,,,,,,,6.0,25136.0
1961-04-15,352261,44358,38687,182407.0,57964.0,18092000.0,,,,15.7,13.9,,,,,,,,,,,,,6.0,25136.0
1961-04-16,352261,44358,38687,182407.0,57964.0,18092000.0,,,,15.7,13.9,,,,,,,,,,,,,6.0,25136.0
1961-04-17,352261,44358,38687,182407.0,57964.0,18092000.0,,,,15.7,13.9,,,,,,,,,,,,,6.0,25136.0
1961-04-18,352261,44358,38687,182407.0,57964.0,18092000.0,,,,15.7,13.9,,,,,,,,,,,,,6.0,25136.0
1961-04-19,352261,44358,38687,182407.0,57964.0,18092000.0,,,,15.7,13.9,,,,,,,,,,,,,6.0,25136.0
1961-04-20,352261,44358,38687,182407.0,57964.0,18092000.0,,,,15.7,13.9,,,,,,,,,,,,,6.0,25136.0
1961-04-21,352261,44358,38687,182407.0,57964.0,18092000.0,,,,15.7,13.9,,,,,,,,,,,,,6.0,25136.0
1961-04-22,352261,44358,38687,182407.0,57964.0,18092000.0,,,,15.7,13.9,,,,,,,,,,,,,6.0,25136.0
1961-04-23,352261,44358,38687,182407.0,57964.0,18092000.0,,,,15.7,13.9,,,,,,,,,,,,,6.0,25136.0
1961-04-24,352261,44358,38687,182407.0,57964.0,18092000.0,,,,15.7,13.9,,,,,,,,,,,,,6.0,25136.0
1961-04-25,352261,44358,38687,182407.0,57964.0,18092000.0,,,,15.7,13.9,,,,,,,,,,,,,6.0,25136.0
1961-04-26,352261,44358,38687,182407.0,57964.0,18092000.0,,,,15.7,13.9,,,,,,,,,,,,,6.0,25136.0
1961-04-27,352261,44358,38687,182407.0,57964.0,18092000.0,,,,15.7,13.9,,,,,,,,,,,,,6.0,25136.0
1961-04-28,352261,44358,38687,182407.0,57964.0,18092000.0,,,,15.7,13.9,,,,,,,,,,,,,6.0,25136.0
1961-04-29,352261,44358,38687,182407.0,57964.0,18092000.0,,,,15.7,13.9,,,,,,,,,,,,,6.0,25136.0
1961-04-30,352261,44358,38687,182407.0,57964.0,18092000.0,,,,15.7,13.9,,,,,,,,,,,,,6.0,25136.0
1961-05-01,352261,44358,38687,182407.0,57964.0,18092000.0,,,,15.7,13.8,,,,,,,,,,,,,6.0,25136.0
1961-05-02,352261,44358,38687,182407.0,57964.0,18092000.0,,,,15.7,13.8,,,,,,,,,,,,,6.0,25136.0
1961-05-03,352261,44358,38687,182407.0,57964.0,18092000.0,,,,15.7,13.8,,,,,,,,,,,,,6.0,25136.0
1961-05-04,352261,44358,38687,182407.0,57964.0,18092000.0,,,,15.7,13.8,,,,,,,,,,,,,6.0,25136.0
1961-05-05,352261,44358,38687,182407.0,57964.0,18092000.0,,,,15.7,13.8,,,,,,,,,,,,,6.0,25136.0
1961-05-06,352261,44358,38687,182407.0,57964.0,18092000.0,,,,15.7,13.8,,,,,,,,,,,,,6.0,25136.0
1961-05-07,352261,44358,38687,182407.0,57964.0,18092000.0,,,,15.7,13.8,,,,,,,,,,,,,6.0,25136.0
1961-05-08,352261,44358,38687,182407.0,57964.0,18092000.0,,,,15.7,13.8,,,,,,,,,,,,,6.0,25136.0
1961-05-09,352261,44358,38687,182407.0,57964.0,18092000.0,,,,15.7,13.8,,,,,,,,,,,,,6.0,25136.0
1961-05-10,352261,44358,38687,182407.0,57964.0,18092000.0,,,,15.7,13.8,,,,,,,,,,,,,6.0,25136.0
1961-05-11,352261,44358,38687,182407.0,57964.0,18092000.0,,,,15.7,13.8,,,,,,,,,,,,,6.0,25136.0
1961-05-12,352261,44358,38687,182407.0,57964.0,18092000.0,,,,15.7,13.8,,,,,,,,,,,,,6.0,25136.0
1961-05-13,352261,44358,38687,182407.0,57964.0,18092000.0,,,,15.7,13.8,,,,,,,,,,,,,6.0,25136.0
1961-05-14,352261,44358,38687,182407.0,57964.0,18092000.0,,,,15.7,13.8,,,,,,,,,,,,,6.0,25136.0
1961-05-15,352261,44358,38687,182407.0,57964.0,18092000.0,,,,15.7,13.8,,,,,,,,,,,,,6.0,25136.0
1961-05-16,352261,44358,38687,182407.0,57964.0,18092000.0,,,,15.7,13.8,,,,,,,,,,,,,6.0,25136.0
1961-05-17,352261,44358,38687,182407.0,57964.0,18092000.0,,,,15.7,13.8,,,,,,,,,,,,,6.0,25136.0
1961-05-18,352261,44358,38687,182407.0,57964.0,18092000.0,,,,15.7,13.8,,,,,,,,,,,,,6.0,25136.0
1961-05-19,352261,44358,38687,182407.0,57964.0,18092000.0,,,,15.7,13.8,,,,,,,,,,,,,6.0,25136.0
1961-05-20,352261,44358,38687,182407.0,57964.0,18092000.0,,,,15.7,13.8,,,,,,,,,,,,,6.0,25136.0
1961-05-21,352261,44358,38687,182407.0,57964.0,18092000.0,,,,15.7,13.8,,,,,,,,,,,,,6.0,25136.0
1961-05-22,352261,44358,38687,182407.0,57964.0,18092000.0,,,,15.7,13.8,,,,,,,,,,,,,6.0,25136.0
1961-05-23,352261,44358,38687,182407.0,57964.0,18092000.0,,,,15.7,13.8,,,,,,,,,,,,,6.0,25136.0
1961-05-24,352261,44358,38687,182407.0,57964.0,18092000.0,,,,15.7,13.8,,,,,,,,,,,,,6.0,25136.0
1961-05-25,352261,44358,38687,182407.0,57964.0,18092000.0,,,,15.7,13.8,,,,,,,,,,,,,6.0,25136.0
1961-05-26,352261,44358,38687,182407.0,57964.0,18092000.0,,,,15.7,13.8,,,,,,,,,,,,,6.0,25136.0
1961-05-27,352261,44358,38687,182407.0,57964.0,18092000.0,,,,15.7,13.8,,,,,,,,,,,,,6.0,25136.0
1961-05-28,352261,44358,38687,182407.0,57964.0,18092000.0,,,,15.7,13.8,,,,,,,,,,,,,6.0,25136.0
1961-05-29,352261,44358,38687,182407.0,57964.0,18092000.0,,,,15.7,13.8,,,,,,,,,,,,,6.0,25136.0
1961-05-30,352261,44358,38687,182407.0,57964.0,18092000.0,,,,15.7,13.8,,,,,,,,,,,,,6.0,25136.0
1961-05-31,352261,44358,38687,182407.0,57964.0,18092000.0,,,,15.7,13.8,,,,,,,,,,,,,6.0,25136.0
1961-06-01,352261,44358,38687,182407.0,57964.0,18092000.0,,,,15.7,13.9,,,,,,,,,,,,,6.0,25136.0
1961-06-02,352261,44358,38687,182407.0,57964.0,18092000.0,,,,15.7,13.9,,,,,,,,,,,,,6.0,25136.0
1961-06-03,352261,44358,38687,182407.0,57964.0,18092000.0,,,,15.7,13.9,,,,,,,,,,,,,6.0,25136.0
1961-06-04,352261,44358,38687,182407.0,57964.0,18092000.0,,,,15.7,13.9,,,,,,,,,,,,,6.0,25136.0
1961-06-05,352261,44358,38687,182407.0,57964.0,18092000.0,,,,15.7,13.9,,,,,,,,,,,,,6.0,25136.0
1961-06-06,352261,44358,38687,182407.0,57964.0,18092000.0,,,,15.7,13.9,,,,,,,,,,,,,6.0,25136.0
1961-06-07,352261,44358,38687,182407.0,57964.0,18092000.0,,,,15.7,13.9,,,,,,,,,,,,,6.0,25136.0
1961-06-08,352261,44358,38687,182407.0,57964.0,18092000.0,,,,15.7,13.9,,,,,,,,,,,,,6.0,25136.0
1961-06-09,352261,44358,38687,182407.0,57964.0,18092000.0,,,,15.7,13.9,,,,,,,,,,,,,6.0,25136.0
1961-06-10,352261,44358,38687,182407.0,57964.0,18092000.0,,,,15.7,13.9,,,,,,,,,,,,,6.0,25136.0
1961-06-11,352261,44358,38687,182407.0,57964.0,18092000.0,,,,15.7,13.9,,,,,,,,,,,,,6.0,25136.0
1961-06-12,352261,44358,38687,182407.0,57964.0,18092000.0,,,,15.7,13.9,,,,,,,,,,,,,6.0,25136.0
1961-06-13,352261,44358,38687,182407.0,57964.0,18092000.0,,,,15.7,13.9,,,,,,,,,,,,,6.0,25136.0
1961-06-14,352261,44358,38687,182407.0,57964.0,18092000.0,,,,15.7,13.9,,,,,,,,,,,,,6.0,25136.0
1961-06-15,352261,44358,38687,182407.0,57964.0,18092000.0,,,,15.7,13.9,,,,,,,,,,,,,6.0,25136.0
1961-06-16,352261,44358,38687,182407.0,57964.0,18092000.0,,,,15.7,13.9,,,,,,,,,,,,,6.0,25136.0
1961-06-17,352261,44358,38687,182407.0,57964.0,18092000.0,,,,15.7,13.9,,,,,,,,,,,,,6.0,25136.0
1961-06-18,352261,44358,38687,182407.0,57964.0,18092000.0,,,,15.7,13.9,,,,,,,,,,,,,6.0,25136.0
1961-06-19,352261,44358,38687,182407.0,57964.0,18092000.0,,,,15.7,13.9,,,,,,,,,,,,,6.0,25136.0
1961-06-20,352261,44358,38687,182407.0,57964.0,18092000.0,,,,15.7,13.9,,,,,,,,,,,,,6.0,25136.0
1961-06-21,352261,44358,38687,182407.0,57964.0,18092000.0,,,,15.7,13.9,,,,,,,,,,,,,6.0,25136.0
1961-06-22,352261,44358,38687,182407.0,57964.0,18092000.0,,,,15.7,13.9,,,,,,,,,,,,,6.0,25136.0
1961-06-23,352261,44358,38687,182407.0,57964.0,18092000.0,,,,15.7,13.9,,,,,,,,,,,,,6.0,25136.0
1961-06-24,352261,44358,38687,182407.0,57964.0,18092000.0,,,,15.7,13.9,,,,,,,,,,,,,6.0,25136.0
1961-06-25,352261,44358,38687,182407.0,57964.0,18092000.0,,,,15.7,13.9,,,,,,,,,,,,,6.0,25136.0
1961-06-26,352261,44358,38687,182407.0,57964.0,18092000.0,,,,15.7,13.9,,,,,,,,,,,,,6.0,25136.0
1961-06-27,352261,44358,38687,182407.0,57964.0,18092000.0,,,,15.7,13.9,,,,,,,,,,,,,6.0,25136.0
1961-06-28,352261,44358,38687,182407.0,57964.0,18092000.0,,,,15.7,13.9,,,,,,,,,,,,,6.0,25136.0
1961-06-29,352261,44358,38687,182407.0,57964.0,18092000.0,,,,15.7,13.9,,,,,,,,,,,,,6.0,25136.0
1961-06-30,352261,44358,38687,182407.0,57964.0,18092000.0,,,,15.7,13.9,,,,,,,,,,,,,6.0,25136.0
1961-07-01,360748,45748,39267,185810.0,59451.0,18172000.0,,,,15.7,13.8,,,,,,,,,,,,,6.0,25964.0
1961-07-02,360748,45748,39267,185810.0,59451.0,18172000.0,,,,15.7,13.8,,,,,,,,,,,,,6.0,25964.0
1961-07-03,360748,45748,39267,185810.0,59451.0,18172000.0,,,,15.7,13.8,,,,,,,,,,,,,6.0,25964.0
1961-07-04,360748,45748,39267,185810.0,59451.0,18172000.0,,,,15.7,13.8,,,,,,,,,,,,,6.0,25964.0
1961-07-05,360748,45748,39267,185810.0,59451.0,18172000.0,,,,15.7,13.8,,,,,,,,,,,,,6.0,25964.0
1961-07-06,360748,45748,39267,185810.0,59451.0,18172000.0,,,,15.7,13.8,,,,,,,,,,,,,6.0,25964.0
1961-07-07,360748,45748,39267,185810.0,59451.0,18172000.0,,,,15.7,13.8,,,,,,,,,,,,,6.0,25964.0
1961-07-08,360748,45748,39267,185810.0,59451.0,18172000.0,,,,15.7,13.8,,,,,,,,,,,,,6.0,25964.0
1961-07-09,360748,45748,39267,185810.0,59451.0,18172000.0,,,,15.7,13.8,,,,,,,,,,,,,6.0,25964.0
1961-07-10,360748,45748,39267,185810.0,59451.0,18172000.0,,,,15.7,13.8,,,,,,,,,,,,,6.0,25964.0
1961-07-11,360748,45748,39267,185810.0,59451.0,18172000.0,,,,15.7,13.8,,,,,,,,,,,,,6.0,25964.0
1961-07-12,360748,45748,39267,185810.0,59451.0,18172000.0,,,,15.7,13.8,,,,,,,,,,,,,6.0,25964.0
1961-07-13,360748,45748,39267,185810.0,59451.0,18172000.0,,,,15.7,13.8,,,,,,,,,,,,,6.0,25964.0
1961-07-14,360748,45748,39267,185810.0,59451.0,18172000.0,,,,15.7,13.8,,,,,,,,,,,,,6.0,25964.0
1961-07-15,360748,45748,39267,185810.0,59451.0,18172000.0,,,,15.7,13.8,,,,,,,,,,,,,6.0,25964.0
1961-07-16,360748,45748,39267,185810.0,59451.0,18172000.0,,,,15.7,13.8,,,,,,,,,,,,,6.0,25964.0
1961-07-17,360748,45748,39267,185810.0,59451.0,18172000.0,,,,15.7,13.8,,,,,,,,,,,,,6.0,25964.0
1961-07-18,360748,45748,39267,185810.0,59451.0,18172000.0,,,,15.7,13.8,,,,,,,,,,,,,6.0,25964.0
1961-07-19,360748,45748,39267,185810.0,59451.0,18172000.0,,,,15.7,13.8,,,,,,,,,,,,,6.0,25964.0
1961-07-20,360748,45748,39267,185810.0,59451.0,18172000.0,,,,15.7,13.8,,,,,,,,,,,,,6.0,25964.0
1961-07-21,360748,45748,39267,185810.0,59451.0,18172000.0,,,,15.7,13.8,,,,,,,,,,,,,6.0,25964.0
1961-07-22,360748,45748,39267,185810.0,59451.0,18172000.0,,,,15.7,13.8,,,,,,,,,,,,,6.0,25964.0
1961-07-23,360748,45748,39267,185810.0,59451.0,18172000.0,,,,15.7,13.8,,,,,,,,,,,,,6.0,25964.0
1961-07-24,360748,45748,39267,185810.0,59451.0,18172000.0,,,,15.7,13.8,,,,,,,,,,,,,6.0,25964.0
1961-07-25,360748,45748,39267,185810.0,59451.0,18172000.0,,,,15.7,13.8,,,,,,,,,,,,,6.0,25964.0
1961-07-26,360748,45748,39267,185810.0,59451.0,18172000.0,,,,15.7,13.8,,,,,,,,,,,,,6.0,25964.0
1961-07-27,360748,45748,39267,185810.0,59451.0,18172000.0,,,,15.7,13.8,,,,,,,,,,,,,6.0,25964.0
1961-07-28,360748,45748,39267,185810.0,59451.0,18172000.0,,,,15.7,13.8,,,,,,,,,,,,,6.0,25964.0
1961-07-29,360748,45748,39267,185810.0,59451.0,18172000.0,,,,15.7,13.8,,,,,,,,,,,,,6.0,25964.0
1961-07-30,360748,45748,39267,185810.0,59451.0,18172000.0,,,,15.7,13.8,,,,,,,,,,,,,6.0,25964.0
1961-07-31,360748,45748,39267,185810.0,59451.0,18172000.0,,,,15.7,13.8,,,,,,,,,,,,,6.0,25964.0
1961-08-01,360748,45748,39267,185810.0,59451.0,18172000.0,,,,15.7,14.0,,,,,,,,,,,,,6.0,25964.0
1961-08-02,360748,45748,39267,185810.0,59451.0,18172000.0,,,,15.7,14.0,,,,,,,,,,,,,6.0,25964.0
1961-08-03,360748,45748,39267,185810.0,59451.0,18172000.0,,,,15.7,14.0,,,,,,,,,,,,,6.0,25964.0
1961-08-04,360748,45748,39267,185810.0,59451.0,18172000.0,,,,15.7,14.0,,,,,,,,,,,,,6.0,25964.0
1961-08-05,360748,45748,39267,185810.0,59451.0,18172000.0,,,,15.7,14.0,,,,,,,,,,,,,6.0,25964.0
1961-08-06,360748,45748,39267,185810.0,59451.0,18172000.0,,,,15.7,14.0,,,,,,,,,,,,,6.0,25964.0
1961-08-07,360748,45748,39267,185810.0,59451.0,18172000.0,,,,15.7,14.0,,,,,,,,,,,,,6.0,25964.0
1961-08-08,360748,45748,39267,185810.0,59451.0,18172000.0,,,,15.7,14.0,,,,,,,,,,,,,6.0,25964.0
1961-08-09,360748,45748,39267,185810.0,59451.0,18172000.0,,,,15.7,14.0,,,,,,,,,,,,,6.0,25964.0
1961-08-10,360748,45748,39267,185810.0,59451.0,18172000.0,,,,15.7,14.0,,,,,,,,,,,,,6.0,25964.0
1961-08-11,360748,45748,39267,185810.0,59451.0,18172000.0,,,,15.7,14.0,,,,,,,,,,,,,6.0,25964.0
1961-08-12,360748,45748,39267,185810.0,59451.0,18172000.0,,,,15.7,14.0,,,,,,,,,,,,,6.0,25964.0
1961-08-13,360748,45748,39267,185810.0,59451.0,18172000.0,,,,15.7,14.0,,,,,,,,,,,,,6.0,25964.0
1961-08-14,360748,45748,39267,185810.0,59451.0,18172000.0,,,,15.7,14.0,,,,,,,,,,,,,6.0,25964.0
1961-08-15,360748,45748,39267,185810.0,59451.0,18172000.0,,,,15.7,14.0,,,,,,,,,,,,,6.0,25964.0
