"REF_DATE","GEO","DGUID","North American Industry Classification System (NAICS)","Adjustments","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1996-01","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","466529","","","","0"
"1996-02","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","465910","","","","0"
"1996-03","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","467562","","","","0"
"1996-04","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","469289","","","","0"
"1996-05","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","468574","","","","0"
"1996-06","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","473403","","","","0"
"1996-07","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","471206","","","","0"
"1996-08","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","477836","","","","0"
"1996-09","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","465567","","","","0"
"1996-10","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","476611","","","","0"
"1996-11","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","476765","","","","0"
"1996-12","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","476766","","","","0"
"1997-01","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","470202","","","","0"
"1997-02","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","473753","","","","0"
"1997-03","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","474628","","","","0"
"1997-04","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","494015","","","","0"
"1997-05","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","482816","","","","0"
"1997-06","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","489959","","","","0"
"1997-07","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","481729","","","","0"
"1997-08","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","492924","","","","0"
"1997-09","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","503409","","","","0"
"1997-10","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","513888","","","","0"
"1997-11","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","509424","","","","0"
"1997-12","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","530981","","","","0"
"1998-01","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","521732","","","","0"
"1998-02","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","510759","","","","0"
"1998-03","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","527277","","","","0"
"1998-04","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","542976","","","","0"
"1998-05","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","530133","","","","0"
"1998-06","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","531974","","","","0"
"1998-07","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","535370","","","","0"
"1998-08","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","523049","","","","0"
"1998-09","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","531875","","","","0"
"1998-10","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","525687","","","","0"
"1998-11","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","530889","","","","0"
"1998-12","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","525057","","","","0"
"1999-01","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","555447","","","","0"
"1999-02","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","565512","","","","0"
"1999-03","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","568766","","","","0"
"1999-04","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","569565","","","","0"
"1999-05","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","579904","","","","0"
"1999-06","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","575286","","","","0"
"1999-07","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","588625","","","","0"
"1999-08","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","593478","","","","0"
"1999-09","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","588439","","","","0"
"1999-10","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","589651","","","","0"
"1999-11","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","594283","","","","0"
"1999-12","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","601408","","","","0"
"2000-01","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","586881","","","","0"
"2000-02","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","591183","","","","0"
"2000-03","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","624275","","","","0"
"2000-04","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","604086","","","","0"
"2000-05","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","605733","","","","0"
"2000-06","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","606551","","","","0"
"2000-07","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","608188","","","","0"
"2000-08","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","619553","","","","0"
"2000-09","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","622309","","","","0"
"2000-10","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","595365","","","","0"
"2000-11","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","611581","","","","0"
"2000-12","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","606606","","","","0"
"2001-01","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","619277","","","","0"
"2001-02","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","622725","","","","0"
"2001-03","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","615106","","","","0"
"2001-04","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","629428","","","","0"
"2001-05","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","621973","","","","0"
"2001-06","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","625780","","","","0"
"2001-07","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","604672","","","","0"
"2001-08","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","613276","","","","0"
"2001-09","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","620396","","","","0"
"2001-10","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","637381","","","","0"
"2001-11","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","643430","","","","0"
"2001-12","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","644632","","","","0"
"2002-01","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","653509","","","","0"
"2002-02","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","646534","","","","0"
"2002-03","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","657705","","","","0"
"2002-04","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","641958","","","","0"
"2002-05","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","639959","","","","0"
"2002-06","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","647860","","","","0"
"2002-07","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","647132","","","","0"
"2002-08","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","654951","","","","0"
"2002-09","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","647701","","","","0"
"2002-10","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","649888","","","","0"
"2002-11","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","644427","","","","0"
"2002-12","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","655215","","","","0"
"2003-01","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","638559","","","","0"
"2003-02","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","650133","","","","0"
"2003-03","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","646692","","","","0"
"2003-04","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","655533","","","","0"
"2003-05","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","653380","","","","0"
"2003-06","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","667236","","","","0"
"2003-07","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","663984","","","","0"
"2003-08","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","660100","","","","0"
"2003-09","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","651665","","","","0"
"2003-10","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","648154","","","","0"
"2003-11","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","652458","","","","0"
"2003-12","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","638940","","","","0"
"2004-01","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","646264","A","","","0"
"2004-02","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","658442","A","","","0"
"2004-03","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","656750","A","","","0"
"2004-04","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","655262","A","","","0"
"2004-05","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","654671","A","","","0"
"2004-06","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","654063","A","","","0"
"2004-07","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","647210","A","","","0"
"2004-08","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","668772","A","","","0"
"2004-09","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","674181","A","","","0"
"2004-10","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","675718","A","","","0"
"2004-11","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","693916","A","","","0"
"2004-12","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","681596","A","","","0"
"2005-01","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","687617","A","","","0"
"2005-02","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","697078","A","","","0"
"2005-03","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","687659","A","","","0"
"2005-04","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","684050","A","","","0"
"2005-05","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","669152","A","","","0"
"2005-06","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","707046","A","","","0"
"2005-07","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","699433","A","","","0"
"2005-08","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","697037","A","","","0"
"2005-09","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","701300","A","","","0"
"2005-10","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","705619","A","","","0"
"2005-11","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","693619","A","","","0"
"2005-12","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","714360","A","","","0"
"2006-01","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","728591","A","","","0"
"2006-02","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","721951","A","","","0"
"2006-03","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","749295","A","","","0"
"2006-04","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","741205","A","","","0"
"2006-05","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","727787","A","","","0"
"2006-06","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","726666","A","","","0"
"2006-07","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","741674","A","","","0"
"2006-08","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","730911","A","","","0"
"2006-09","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","728196","A","","","0"
"2006-10","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","732310","A","","","0"
"2006-11","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","746874","A","","","0"
"2006-12","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","782289","A","","","0"
"2007-01","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","755188","A","","","0"
"2007-02","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","761512","A","","","0"
"2007-03","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","769126","A","","","0"
"2007-04","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","777528","A","","","0"
"2007-05","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","786704","A","","","0"
"2007-06","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","791396","A","","","0"
"2007-07","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","786444","A","","","0"
"2007-08","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","793887","A","","","0"
"2007-09","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","783604","A","","","0"
"2007-10","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","791983","A","","","0"
"2007-11","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","800076","A","","","0"
"2007-12","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","810318","A","","","0"
"2008-01","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","817177","A","","","0"
"2008-02","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","822587","A","","","0"
"2008-03","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","800577","A","","","0"
"2008-04","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","831928","A","","","0"
"2008-05","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","832852","A","","","0"
"2008-06","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","855585","A","","","0"
"2008-07","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","864927","A","","","0"
"2008-08","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","859952","A","","","0"
"2008-09","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","864876","A","","","0"
"2008-10","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","851281","A","","","0"
"2008-11","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","809490","A","","","0"
"2008-12","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","807264","A","","","0"
"2009-01","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","811099","A","","","0"
"2009-02","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","802771","A","","","0"
"2009-03","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","814342","A","","","0"
"2009-04","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","813801","A","","","0"
"2009-05","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","831623","A","","","0"
"2009-06","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","835207","A","","","0"
"2009-07","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","837590","A","","","0"
"2009-08","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","859451","A","","","0"
"2009-09","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","877906","A","","","0"
"2009-10","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","868215","A","","","0"
"2009-11","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","860072","A","","","0"
"2009-12","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","881835","A","","","0"
"2010-01","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","869727","A","","","0"
"2010-02","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","885687","A","","","0"
"2010-03","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","883706","A","","","0"
"2010-04","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","878855","A","","","0"
"2010-05","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","878601","A","","","0"
"2010-06","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","870746","A","","","0"
"2010-07","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","882582","A","","","0"
"2010-08","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","882316","A","","","0"
"2010-09","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","874271","A","","","0"
"2010-10","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","885582","A","","","0"
"2010-11","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","913542","A","","","0"
"2010-12","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","889086","A","","","0"
"2011-01","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","906214","A","","","0"
"2011-02","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","904794","A","","","0"
"2011-03","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","928949","A","","","0"
"2011-04","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","926328","A","","","0"
"2011-05","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","918768","A","","","0"
"2011-06","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","931944","A","","","0"
"2011-07","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","914986","A","","","0"
"2011-08","New Brunswick","2016A000213","Retail trade [44-45]","Seasonally adjusted","Dollars","81","thousands","3","v52367484","5.1.2","923271","A","","","0"
